SiteID,SourceName,Year
usgs_15295700,USGS,2016
usgs_15295700,USGS,2017
usgs_15295700,USGS,2018
usgs_15295700,USGS,2019
usgs_15295700,USGS,2020
usgs_15297475,USGS,2018
usgs_15297475,USGS,2019
usgs_15297475,USGS,2020
usgs_15298040,USGS,2010
usgs_15298040,USGS,2011
usgs_15298040,USGS,2013
usgs_15298040,USGS,2014
usgs_15298040,USGS,2015
usgs_15298040,USGS,2016
usgs_15298040,USGS,2017
usgs_15300100,USGS,2006
usgs_15300100,USGS,2007
usgs_15300100,USGS,2008
usgs_15300100,USGS,2009
usgs_15300100,USGS,2010
usgs_15300100,USGS,2011
usgs_15300100,USGS,2012
usgs_15300100,USGS,2013
usgs_15300100,USGS,2014
usgs_15300100,USGS,2015
usgs_15300100,USGS,2016
usgs_15300250,USGS,2006
usgs_15300250,USGS,2007
usgs_15300250,USGS,2008
usgs_15300250,USGS,2010
usgs_15300250,USGS,2011
usgs_15300250,USGS,2012
usgs_15300250,USGS,2013
usgs_15300250,USGS,2014
usgs_15300250,USGS,2015
usgs_15300250,USGS,2016
usgs_15300270,USGS,2012
usgs_15300270,USGS,2013
usgs_15300300,USGS,2014
usgs_15300300,USGS,2015
usgs_15300300,USGS,2016
usgs_15300300,USGS,2017
usgs_15300300,USGS,2018
usgs_15300300,USGS,2019
usgs_15300300,USGS,2020
usgs_15300320,USGS,2011
usgs_15300320,USGS,2012
usgs_15300320,USGS,2013
usgs_15301500,USGS,2012
usgs_15301500,USGS,2013
usgs_15301500,USGS,2014
usgs_15302000,USGS,2014
usgs_15302000,USGS,2015
usgs_15302000,USGS,2016
usgs_15302000,USGS,2017
usgs_15302000,USGS,2018
usgs_15302000,USGS,2019
usgs_15302000,USGS,2020
usgs_15302200,USGS,2007
usgs_15302200,USGS,2008
usgs_15302200,USGS,2011
usgs_15302200,USGS,2012
usgs_15302200,USGS,2013
usgs_15302200,USGS,2014
usgs_15302200,USGS,2015
usgs_15302200,USGS,2018
usgs_15302200,USGS,2019
usgs_15302200,USGS,2020
usgs_15302250,USGS,2007
usgs_15302250,USGS,2008
usgs_15302250,USGS,2009
usgs_15302250,USGS,2010
usgs_15302250,USGS,2011
usgs_15302250,USGS,2012
usgs_15302250,USGS,2013
usgs_15302250,USGS,2014
usgs_15302250,USGS,2015
usgs_15302250,USGS,2018
usgs_15302250,USGS,2019
usgs_15302250,USGS,2020
usgs_15302300,USGS,2014
usgs_15302320,USGS,2014
usgs_15302812,USGS,2017
usgs_15302812,USGS,2018
usgs_15302812,USGS,2019
usgs_15302812,USGS,2020
UW_Nerka Allah Creek,uwASP,2011
UW_Aleknagik Bear Creek,uwASP,2011
UW_Nerka Beaver Creek,uwASP,2011
UW_Nerka Bug Creek,uwASP,2011
UW_Little Togiak C Creek,uwASP,2011
UW_Aleknagik Eagle Creek,uwASP,2011
UW_Nerka Fenno Creek,uwASP,2011
UW_Aleknagik Pfifer Creek,uwASP,2011
UW_Aleknagik Hansen Creek,uwASP,2011
UW_Aleknagik Happy Creek,uwASP,2011
UW_Nerka Hidden Lake Creek,uwASP,2011
UW_Aleknagik Ice Creek,uwASP,2011
UW_Nerka Joe Creek,uwASP,2011
UW_Nerka Kema Creek,uwASP,2011
UW_Nerka Lynx Creek Cold Tributary,uwASP,2011
UW_Aleknagik Mission Creek,uwASP,2011
UW_Nerka Bear Creek,uwASP,2011
UW_Nerka Sam Creek,uwASP,2011
UW_Nerka Seventh Creek,uwASP,2011
UW_Aleknagik Silver Salmon Creek,uwASP,2011
UW_Nerka Sixth Creek,uwASP,2011
UW_Nerka Stovall Creek,uwASP,2011
UW_Aleknagik Big Whitefish Creek,uwASP,2011
UW_Aleknagik Yako Creek,uwASP,2011
UW_Nerka Allah Creek,uwASP,2012
UW_Aleknagik Bear Creek,uwASP,2012
UW_Nerka Beaver Creek,uwASP,2012
UW_Nerka Berm Creek,uwASP,2012
UW_Little Togiak C Creek,uwASP,2012
UW_Nerka Cabin Creek,uwASP,2012
UW_Nerka Cottonwood Creek,uwASP,2012
UW_Aleknagik Eagle Creek,uwASP,2012
UW_Nerka Fenno Creek,uwASP,2012
UW_Aleknagik Pfifer Creek,uwASP,2012
UW_Aleknagik Hansen Creek,uwASP,2012
UW_Nerka Hidden Lake Creek,uwASP,2012
UW_Aleknagik Ice Creek,uwASP,2012
UW_Nerka Joe Creek,uwASP,2012
UW_Kulik K-3 Creek,uwASP,2012
UW_Nerka Lynx Creek,uwASP,2012
UW_Nerka Lynx Creek Cold Tributary,uwASP,2012
UW_Aleknagik Mission Creek,uwASP,2012
UW_Nerka Bear Creek,uwASP,2012
UW_Nerka Pick Creek,uwASP,2012
UW_Nerka Pike Creek,uwASP,2012
UW_Nerka Rainbow Creek,uwASP,2012
UW_Nerka Sam Creek,uwASP,2012
UW_Nerka Seventh Creek,uwASP,2012
UW_Aleknagik Silver Salmon Creek,uwASP,2012
UW_Nerka Sixth Creek,uwASP,2012
UW_Nerka Stovall Creek,uwASP,2012
UW_Nerka Teal Creek,uwASP,2012
UW_Aleknagik Big Whitefish Creek,uwASP,2012
UW_Aleknagik Yako Creek,uwASP,2012
UW_Aleknagik Bear Creek,uwASP,2013
UW_Nerka Berm Creek,uwASP,2013
UW_Nerka Elva Creek,uwASP,2013
UW_Aleknagik Hansen Creek,uwASP,2013
UW_Nerka Hidden Lake Creek,uwASP,2013
UW_Beverley Hope Creek,uwASP,2013
UW_Nerka Joe Creek,uwASP,2013
UW_Kulik K-3 Creek,uwASP,2013
UW_Nerka Kema Creek,uwASP,2013
UW_Nerka Lynx Creek,uwASP,2013
UW_Beverley Moose Creek,uwASP,2013
UW_Nerka Pick Creek,uwASP,2013
UW_Nerka Sam Creek,uwASP,2013
UW_Nerka Seventh Creek,uwASP,2013
UW_Beverley Silverhorn Creek,uwASP,2013
UW_Nerka Stovall Creek,uwASP,2013
UW_Nerka Teal Creek,uwASP,2013
UW_Beverley Uno Creek,uwASP,2013
UW_Aleknagik Big Whitefish Creek,uwASP,2013
UW_Nerka Allah Creek,uwASP,2014
UW_Aleknagik Bear Creek,uwASP,2014
UW_Nerka Berm Creek,uwASP,2014
UW_Little Togiak C Creek,uwASP,2014
UW_Nerka Cabin Creek,uwASP,2014
UW_Nerka Cottonwood Creek,uwASP,2014
UW_Aleknagik Eagle Creek,uwASP,2014
UW_Nerka Elva Creek,uwASP,2014
UW_Aleknagik Hansen Creek,uwASP,2014
UW_Nerka Kema Creek,uwASP,2014
UW_Nerka Lynx Creek,uwASP,2014
UW_Nerka Bear Creek,uwASP,2014
UW_Nerka Pick Creek,uwASP,2014
UW_Nerka Rainbow Creek,uwASP,2014
UW_Nerka Sam Creek,uwASP,2014
UW_Nerka Stovall Creek,uwASP,2014
UW_Nerka Teal Creek,uwASP,2014
UW_Nerka Allah Creek,uwASP,2015
UW_Aleknagik Bear Creek,uwASP,2015
UW_Nerka Berm Creek,uwASP,2015
UW_Little Togiak C Creek,uwASP,2015
UW_Aleknagik Happy Creek,uwASP,2015
UW_Nerka Hidden Lake Creek,uwASP,2015
UW_Nerka Joe Creek,uwASP,2015
UW_Nerka Lynx Creek,uwASP,2015
UW_Beverley Moose Creek,uwASP,2015
UW_Nerka Bear Creek,uwASP,2015
UW_Nerka Pick Creek,uwASP,2015
UW_Nerka Sam Creek,uwASP,2015
UW_Nerka Seventh Creek,uwASP,2015
UW_Aleknagik Silver Salmon Creek,uwASP,2015
UW_Aleknagik Big Whitefish Creek,uwASP,2015
UW_Aleknagik Yako Creek,uwASP,2015
UW_Nerka Allah Creek,uwASP,2016
UW_Aleknagik Bear Creek,uwASP,2016
UW_Nerka Berm Creek,uwASP,2016
UW_Little Togiak C Creek,uwASP,2016
UW_Nerka Cabin Creek,uwASP,2016
UW_Nerka Cottonwood Creek,uwASP,2016
UW_Aleknagik Eagle Creek,uwASP,2016
UW_Nerka Elva Creek,uwASP,2016
UW_Nerka Fenno Creek,uwASP,2016
UW_Aleknagik Pfifer Creek,uwASP,2016
UW_Aleknagik Hansen Creek,uwASP,2016
UW_Nerka Hidden Lake Creek,uwASP,2016
UW_Beverley Hope Creek,uwASP,2016
UW_Nerka Joe Creek,uwASP,2016
UW_Nerka Kema Creek,uwASP,2016
UW_Kulik Kulik Creek,uwASP,2016
UW_Little Togiak Creek,uwASP,2016
UW_Nerka Lynx Creek,uwASP,2016
UW_Nerka Lynx Creek Cold Tributary,uwASP,2016
UW_Beverley Moose Creek,uwASP,2016
UW_Nerka N4 Creek,uwASP,2016
UW_Nerka Bear Creek,uwASP,2016
UW_Nerka Pick Creek,uwASP,2016
UW_Nerka Rainbow Creek,uwASP,2016
UW_Nerka Sam Creek,uwASP,2016
UW_Aleknagik Silver Salmon Creek,uwASP,2016
UW_Aleknagik Squaw Creek,uwASP,2016
UW_Nerka Stovall Creek,uwASP,2016
UW_Nerka Teal Creek,uwASP,2016
UW_Beverley Uno Creek,uwASP,2016
UW_Aleknagik Big Whitefish Creek,uwASP,2016
UW_Aleknagik Yako Creek,uwASP,2016
UW_Aleknagik Youth Creek,uwASP,2016
