OID_,cat_ID_con,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019
347,Bristol_Bay_4085365,477.292512265726032,482.875927940447809,388.129320860971745,468.964888279583192,478.571420376978210,486.969250595600954,467.243942661788708,486.255103230959833,481.385604643957834,470.521285769463191,474.856186974424588,483.501626188809894,487.737416874125586,391.746171142750882,407.416015718510266,438.379509064973035,466.712046889038106,473.046219708531737,442.826761656745475
348,Bristol_Bay_4085381,498.500490108818553,488.663231972682127,442.828958459794023,478.094494480112814,484.951929655981644,495.250305111502541,471.285014896312077,490.260565223081130,479.917437578150157,488.643021687041880,481.379815024140555,492.945157145823714,497.066735231846394,432.447580878675012,456.077113312726681,462.371141063399421,470.455093378060724,482.841291613675253,491.848053399339847
349,Bristol_Bay_4085545,499.862592582003117,500.164665707994516,438.968112160567784,483.945679283653021,493.100132117014937,503.513354579306906,481.761056474931138,501.145767931650369,497.265272161436144,497.920031060174438,489.487199623856725,503.729727429732350,506.520451846080505,476.035729960748995,449.823004750373627,460.165682542905529,473.288248822830326,478.186245767930984,484.283966820908063
350,Bristol_Bay_4085681,540.503103740142933,526.645041929411377,523.310352557046372,513.276506583541732,518.179032719376210,519.563463341117767,510.076520066579519,532.205824792307681,514.785590078592350,523.445997917300588,521.822332632546022,528.576949853902192,521.035228683522746,511.115448561733501,515.599107282859109,511.862823567748478,504.109313910225012,523.818843782064050,519.339406217310852
351,Bristol_Bay_4085931,533.810173708839329,521.829023571443145,518.132995172878509,508.475409925833674,513.693151338396319,515.868593824195386,505.862337808463451,527.342565792195728,512.850134555725390,516.848316270989926,515.457106618820262,523.832515114803300,518.552910903432576,506.176102593167002,510.389877224216434,502.096172133763673,497.016458319283629,518.587864208388396,514.867453298735313
352,Bristol_Bay_4086155,477.330074411685359,483.758988078138145,386.631827321078674,468.014192382165220,476.582597642806377,487.140628012541526,467.370999880291436,498.088775431183933,481.357474151774795,475.550643874718389,476.464688200569356,485.607501366984536,486.249163222873904,393.467465393867883,412.379892438832883,430.327033874785968,468.489999759927514,472.554537881640726,441.029434957473370
353,Bristol_Bay_4086161,503.050647809555869,492.366376867745828,451.760291090499322,483.426898021455713,487.581545701852974,497.362267212361360,475.946764988417385,497.115901807409671,486.198982071217586,489.761613348510537,484.176308333134159,494.370870769060559,499.985828106456665,440.190236440402373,458.523706197180616,469.985861203270986,470.947187981817081,488.747217042437910,491.704103197476627
354,Bristol_Bay_4086175,474.127408305926167,481.025561152988132,383.189021329385525,461.485527128293199,468.569813194262792,481.319392011478499,458.604892734195744,474.035525134126715,477.084695902595001,450.908962631978170,464.982753854598286,484.335400395261672,467.939253409688320,387.096629300019572,405.728298944183734,398.839815766055210,459.360106117436203,467.328497811227692,444.863650929218466
355,Bristol_Bay_4086405,505.352881084372996,504.339378033118635,444.286383657335989,486.508575323095329,496.605124119860307,506.001336181059798,486.165414432847683,503.910972079198586,499.720113410985050,493.017664791928837,493.302357298401432,505.290307755078857,509.281590444058907,485.475078130724228,460.879793026452603,466.962261852626682,476.636573696964888,484.234729946451978,487.342130356868779
356,Bristol_Bay_4086601,505.593742398274458,499.359963283897457,478.928303333532710,485.545788014546304,493.870979098263206,499.923775536444282,474.526607989038041,506.454068651532111,490.361364223865223,489.053282593765516,496.500975081689944,502.188770354409087,502.036949870679109,473.315076835612842,479.527505502615327,483.524995536191341,480.727271574786926,498.574669442422874,490.498299456157781
357,Bristol_Bay_4086751,498.099958386621950,486.052903065122621,434.400438611145773,477.266953809149754,486.577083478881718,493.364162067429334,465.634109002765399,491.318802871010973,483.009182281816152,485.408919844122579,486.854062772416114,487.269933570457283,494.476654283902917,454.262335634724309,438.387311866493462,468.177248717423197,474.113181115425277,480.434483826975850,484.508542893679532
358,Bristol_Bay_4086795,500.021161922401234,500.783436877055863,438.882944786147846,483.816744399233301,493.429880238513022,503.487735922446348,482.440805368035456,501.180824611279775,497.547272461814714,496.261462961842255,489.542650053222019,503.299393238300524,506.722311178100654,477.613594730540910,450.069573716770606,461.123069753407094,473.785759703533074,478.971565897028540,483.809947254226131
359,Bristol_Bay_4086803,479.344614371754119,478.420523393916142,399.868595475130689,463.495807421639597,469.727862741431409,481.316469604360066,458.028874298272513,471.169324561171607,479.513547477331372,473.714132881382795,476.466036779024989,482.211882011725606,476.882256385614710,397.247935961423138,416.923986441405305,433.614133771048898,470.019461570628778,474.797363902460347,453.380654976379503
360,Bristol_Bay_4087015,522.202557550145343,512.837800480911255,491.875338990715193,499.386631151759275,506.552702417907824,514.489136434198144,497.808021229826579,517.690071306993786,511.068803310053738,515.259432595009343,503.899768841482796,519.315032386066036,517.833812618863590,498.314208864916225,490.094285317335846,485.225023833457783,488.378093207210839,503.703621622612388,505.761422765015709
361,Bristol_Bay_4087071,496.248034286502616,489.370473401065112,459.641908334377604,480.110054759384695,484.136511369794448,493.775146821650196,467.416975211966701,487.222083813362417,481.215412249308372,481.658790238657900,487.311096787549275,494.199914501896387,493.782047946987007,449.670706289209193,471.183124100220482,473.302168632740120,479.203505472143263,492.416214113578690,487.286328336311840
362,Bristol_Bay_4087083,505.779949086710872,504.807786689572879,430.623917154358537,483.542393341659022,493.983739854351370,504.134632504865237,483.230573410422153,508.352412960579386,499.140939331453694,495.060555959795181,484.756666993301110,505.095601066636675,507.151488932302755,438.942829919999440,429.538763528401319,463.998121503882089,474.495414259477798,475.859794553815448,488.309153342411150
363,Bristol_Bay_4087121,530.860318481913396,520.336132660368207,514.081416450990901,507.173644262393623,511.638370839526260,514.226606644222215,505.059978813248449,524.677214679226950,512.183712295716077,514.837360905178002,513.450764071166304,521.593170318497641,517.980509327636810,503.634293427265391,506.024433344522379,497.618695915392664,493.309340231099668,515.191798729107973,513.374669778578664
364,Bristol_Bay_4087165,505.888137049876434,503.369601969538735,420.087292300291779,483.926697497519058,494.619133189925549,505.642623702957621,487.376567170132603,505.439508313356043,499.916441696778861,494.960799551833418,488.422313078281832,505.706125054443817,506.850549901757404,471.068939693661775,437.299846898571502,457.287011147651071,475.147009784526404,480.027276490202610,484.685704050451704
365,Bristol_Bay_4087635,500.650370666178958,498.861512480475028,419.254770540922152,479.863967794939924,490.764288542594841,501.880957860304534,482.280042066928957,501.020708995316284,496.468173980433733,491.059999526197998,483.261243089665470,500.935780666471089,503.617656689167518,440.180581525405330,427.186968981136033,453.977671613963537,473.166705445177399,477.599073461452235,475.148659476140153
366,Bristol_Bay_4087653,490.095730210340037,492.025408305449673,407.237720029951504,471.712451538908738,481.149603780202256,493.446135909076077,466.709162345848597,487.329879048694295,480.119887295373132,484.512109349080674,476.507113946366417,483.757841455210610,492.396335914763654,391.256315345459427,394.067224660417708,438.219285856470265,463.451918064023289,466.929230215079428,466.428621193022082
367,Bristol_Bay_4087663,522.582538696168740,516.964205130005666,498.435465557237706,499.770394799579549,506.196299580691118,513.497528859435761,497.870859745349151,517.122630230203185,509.401449513361683,512.454733032538343,500.101318973703144,518.128206081983308,516.836778388844209,497.449494591080679,493.664236398784851,487.948695745085843,487.307888830736317,506.944475984754376,507.672211602008531
368,Bristol_Bay_4088003,521.186314244116261,517.135870324363054,488.772305934932490,499.367143063137860,508.245386868955563,514.329196211403655,499.928295709528868,518.459117133796099,513.845777536757282,532.919724114073688,500.111684663363860,520.748169650486375,519.435323806420229,497.564875595930687,493.616447640026649,484.835068705925778,486.747233960197832,500.980352581900547,507.577017904491868
369,Bristol_Bay_4088421,497.387888402961266,495.373471569784442,423.152603499748977,477.713167860025976,487.233962525347692,496.610184495396481,476.391571389282205,493.099008945174944,482.700237335862710,492.297544129353071,479.124500237703330,490.215990207845721,500.505927932225575,412.684461695669995,445.865268637603833,462.944758848187121,472.860990034811437,481.032873658267306,484.060374018004893
370,Bristol_Bay_4088675,520.323120368911418,512.659041226733848,489.856690322326358,499.185504729115848,505.032437381387524,513.474696420057853,496.382718656663712,515.390280712234585,511.044565292046116,511.561864394845202,503.191491430901294,517.972775440628084,517.237690993292858,496.123474384926055,488.842193527861014,482.403428579587455,487.542957626654584,500.623084008866272,503.179006984850275
371,Bristol_Bay_4088693,476.824944456180958,479.592906076062832,385.818415886192668,463.527587637885802,470.909039358396399,480.862363957291109,457.847048890687574,467.636047599167284,480.056198510543140,479.989377636147196,474.318758932597007,481.275229893535084,475.339149698235303,398.156070044721389,402.278771876724250,403.167683787399028,467.016137626320017,475.012976469315049,448.683847203976825
372,Bristol_Bay_4088865,494.971969373708077,490.354867098224076,428.852359847697073,478.712584476482391,483.107794306663834,494.314930744557330,468.339535500143370,490.646424328561864,484.497941665152553,483.666022364707771,484.457947145763910,492.214087996830528,493.473145471588282,430.514008971411158,440.612918772469982,453.719109822321457,475.328797626186883,484.787841918068125,476.240931925471898
373,Bristol_Bay_4088913,485.158230516378126,482.840382468770599,395.324147882742125,470.831793030879965,475.638744328837902,484.382664142464932,457.134229675491099,482.479445559667795,478.585981781432906,479.603216640529297,478.238502572374500,489.304984456062925,481.337040037200609,398.539814980909966,410.203247945474232,439.962969902693089,469.450972909796349,471.971566195683408,456.633637280767061
374,Bristol_Bay_4088915,502.002128629618198,498.154937518524207,443.126809277774726,483.948101399459290,489.883206043437383,499.789303862322072,477.884922534562179,499.164207167255654,490.713987958963401,492.398839336459389,488.816675667826587,499.027732643332456,500.812582911853724,445.930094840522713,451.742840015218064,463.125447788071369,477.801057992494123,487.455700795004930,484.468506728411171
375,Bristol_Bay_4088983,477.590476860046181,488.847716185150659,394.217786262182642,463.317762739955072,479.591632557730065,489.732082707584368,460.822025154996481,483.481460412043418,479.509528359912849,481.076630213999067,476.818110938766438,483.272410564441373,483.384000555341686,391.046942247324182,406.922676572732826,422.289333309369965,464.193080135769321,470.626890126862406,451.049794108417245
376,Bristol_Bay_4088993,494.195070542576502,493.947485336412910,405.468886310193341,476.187306051624432,484.052327817550406,499.598703878529989,469.085457477775208,489.438839063280739,481.399741256475124,489.638563274156070,477.695738162043710,490.652812743117465,498.293193122316268,389.011977814493150,396.365173646627511,441.825384181678885,472.099341995996951,474.080217047356939,474.755842489884060
377,Bristol_Bay_4089123,496.521086755485669,501.841562757239274,417.278851254531105,477.517452719932976,490.509377762866279,500.023365141309966,471.713196752131466,501.788646687604626,493.004109630804976,490.713839008970297,478.851730130180727,498.392082558456138,504.105419550220404,402.197721614180409,414.977408209099337,456.148604209222299,474.099766267286213,472.036893184150813,477.747193683118780
378,Bristol_Bay_4089253,483.958598849816383,488.535516343955919,403.334586550706263,469.883727800370480,482.500653185889576,488.016743638338653,463.212094263214738,490.072251150479588,480.066583050696352,485.839845770444697,476.913902126382595,487.559567691116229,491.973181557052897,400.546541794698385,413.582242134683838,447.603822824093811,470.796059827333977,474.449444025342643,463.487952349118757
379,Bristol_Bay_4089301,503.434568877841798,500.106009467483489,429.998716741376029,486.883011576951958,490.709117791087692,499.762677515350049,481.051137291091834,500.207551700755801,488.539328674931255,493.134897540212421,485.546479514321618,501.474948518979829,505.928118682586955,429.379108436608874,445.338290578972362,466.714566303787706,476.395992328071486,485.527582840496507,489.349160922139276
380,Bristol_Bay_4089531,500.020118889044795,491.889241658326000,431.010290066104176,478.859074700710551,487.903711869873973,497.568086109755654,476.927864051164136,493.616167089992416,479.289377342412763,491.192743797003516,478.833398141788507,492.679065765419011,500.033668682621681,447.385082196429948,444.759698516575270,467.014598449553091,470.688609155365839,478.751141731958114,486.627284498090660
381,Bristol_Bay_4089543,498.947618872668841,502.406645330894776,421.635063216710250,480.779425365611985,492.070994929852588,501.712314438996145,479.255599041011294,504.911669850965666,497.619250409583969,492.628258044849758,483.393055656734475,500.734784441936938,504.940421319771474,437.823694409433244,428.715653807043680,461.105577422679175,474.515844021630585,475.274184279658471,483.352332915549368
382,Bristol_Bay_4089671,499.703535552208507,487.128841854801067,434.282859527762753,484.235301793198971,484.782795244997658,497.244665969474227,465.930069943488377,495.018187225957206,483.822623696351627,490.896877008835418,484.224147293888109,495.292605562856352,499.103451121107184,411.105089851958894,446.604440308175242,462.485908641716719,476.209463958472099,491.344405960067547,489.186611914372691
383,Bristol_Bay_4089713,484.899867552436433,491.540885473834578,403.162245061353872,469.229999549584022,481.548348597498261,493.335479346338445,464.399681147506897,486.792313553854171,480.798928038660904,484.543510825548310,477.106871057147714,485.920907750189770,490.891367457300021,390.031568770946762,401.658284706773316,434.380758280441512,467.126451093319986,468.837391847107085,462.981088664304480
384,Bristol_Bay_4090011,501.362220664550193,489.910325644998693,446.227328361412219,482.718648130305496,487.522771933698266,499.571496543407250,477.120191495104677,490.015774874625095,481.812025591354825,491.672463267118815,485.930338107745911,494.494795815729333,500.490347113570579,444.270339498162514,461.155656740059555,468.190665953166729,477.431796452900585,493.164786943844319,489.927172672786071
385,Bristol_Bay_4090071,501.540723133585743,498.898694342144665,468.261872355960975,486.180038347996856,488.500374349451818,500.081196092159757,472.625213500922825,496.757208509604936,480.521517484857270,486.702166965939341,496.630590741696778,498.378223209664213,502.636513984846601,476.281134613627046,474.827858295036606,480.356395897371442,480.582207748732117,495.393330492743075,493.048798125204883
386,Bristol_Bay_4090301,497.988531807982099,494.657471151058473,430.634657989535242,477.859980981244234,487.556862091911398,497.903782761255343,475.410176310174791,492.883246241930067,480.291796014898637,489.653736234133817,479.130228352565098,492.056338183766059,499.054951293113504,432.684397395160090,443.730930465958124,462.167966735021935,472.756983104919129,485.066995656620463,485.592513339899199
387,Bristol_Bay_4090543,507.194437540710794,506.752025554560191,453.969434205118205,491.088457282183526,499.105770966487910,508.975745668308775,491.753400341666236,510.037841309540056,501.995658498175430,506.884385767093590,494.354131294132742,508.805758670575301,511.807727323862025,482.203702637864069,470.687206500608283,473.769827150930041,477.182657014815504,480.240489638741110,494.826371320711246
388,Bristol_Bay_4090891,500.901994054897671,495.431766895058331,462.010145316055286,485.445959850820827,487.667956349987662,498.668649025839784,469.556101618738296,495.633365135185272,480.442826448625226,485.562682630667382,493.380779329320717,495.231276857448904,499.612234382270685,464.736992911602499,467.443583779478104,477.653030506119819,479.558361784164163,493.435528712341977,490.950722243685902
389,Bristol_Bay_4090901,501.559325208467897,490.026874156539066,444.363435308989779,481.796925294860728,488.644110368965471,500.451856646762906,479.002448318692188,492.811537114632642,482.375394427616698,492.097118268497752,485.793264408656910,494.902680704585350,501.387732416398990,453.123506177842160,456.755261475313489,469.093044956815334,476.589894416638231,489.849288383027840,492.793529800790395
390,Bristol_Bay_4091171,499.984753492821199,489.430175647673707,439.025485957865385,480.209051842054350,488.105196936392190,499.061826354236473,477.008463228390724,492.548057431129507,481.407920173283060,491.386876612437959,483.558676887121180,494.246667281594057,500.807343975118101,442.630137349031656,450.088591563919238,466.617890025377903,474.241784380046568,487.469192565015248,489.333785645443243
391,Bristol_Bay_4091511,509.349114769921300,496.379992426194235,470.166820041754818,486.884876188439250,491.240157240188807,499.372088191240209,473.291211372771158,508.674338548976209,488.907758456014676,491.409391515326661,493.796841121060254,497.934948407659874,503.705090868872162,469.532848520592211,478.817795085069974,478.934412879487127,480.900898467485149,496.313705566745682,489.161244918682655
392,Bristol_Bay_4091601,492.776473302157399,484.426976362502785,427.637361660772967,477.411325806494688,484.985319449463930,490.542560171539606,464.491234970108906,489.937324032874528,478.623662460793696,472.649996312840756,484.722417714987500,485.946566502098051,493.728167786363485,451.988174631238053,429.624749698875917,467.479878531873283,474.348931575857023,480.083809984815332,482.744886671976758
393,Bristol_Bay_4091781,510.426026576224672,506.428412497145132,473.879523562762984,492.220346116541350,494.723193313103707,506.272077938166433,495.999604261760339,508.421924472888350,494.856087025062948,495.484586498435590,495.317468252061872,505.891087594255509,506.864223360116284,481.731608675931511,483.442647582175198,481.227032728125948,476.872443008484709,494.377678280611860,500.074399506723239
394,Bristol_Bay_4092121,498.016895144183309,491.440782139248711,437.820241108400126,481.727788913116513,487.643159573376977,497.700599844911608,477.899581571593558,496.289924068406151,483.855586604439566,490.544081286298308,482.530880308993972,499.540283243842907,503.475954996993153,409.964954426414579,453.103931178769585,462.918742959140900,472.244900586675158,483.892283946099212,489.547163903961348
395,Bristol_Bay_4092553,516.273396016510219,512.161088739770548,482.795853740020902,497.937614176752334,504.791521243096270,509.908434685567215,496.976313432514701,512.908136137784027,505.120338745103311,508.928745708373469,498.044420532982713,512.665789978748194,514.713647365311317,490.230631712883280,490.423786794236776,475.923115061732915,480.562011181139383,490.163099494599066,502.264298306097373
396,Bristol_Bay_4092891,499.563917315199717,489.429236676885694,437.234708796667178,480.086651313009611,487.877427193473181,498.632689700798892,476.648740483209906,493.061664191256568,481.552134026994281,491.076174791127528,482.868740412914235,494.520570504129125,501.036005330689022,434.811577262265416,448.616175731041437,465.673469454174608,473.594096613486215,486.463818988781611,488.983723351918059
397,Bristol_Bay_4093211,525.866610422468170,520.326645214017276,519.294931504606666,508.784887034161898,518.773987026947680,520.818948165980146,507.283476813882260,526.743905938729426,504.422906890005095,513.258716893526525,519.019572855934030,528.039398592195539,520.534278346990845,507.904616191400578,511.337869836616846,514.085424628139890,516.224087452953540,529.010203804234948,517.800061728897958
398,Bristol_Bay_4093483,488.467776748964070,486.470446036310079,398.100831843757248,472.269314566045637,479.333956948009074,490.263760819911397,459.901101980185501,481.620807200295246,480.730559999751677,478.478530195884332,478.099554905728894,486.888049587171224,487.137844709468482,399.128755626456552,406.367136739547561,425.837012762619906,467.586846414091099,475.121409040151661,459.092778490484591
399,Bristol_Bay_4093503,494.637081164377491,501.342777558536000,418.565214849335916,478.252441650463368,490.064077909114530,498.908397488499645,466.109841311037314,494.286349488657834,489.384743076568213,492.979257366101820,479.745830697177382,495.958282971881658,501.736438673091072,408.717646272739614,425.995045863892017,456.607389171815214,475.542906182080742,475.487781807701822,478.655583326546378
400,Bristol_Bay_4093581,504.426915357911014,501.026964664743389,451.471029549420962,485.531218533196238,490.806663353862348,499.985004564726069,482.209026228913956,500.579331199274009,488.953662379288630,492.382531519762722,483.554702444928239,497.081456400063928,504.255853836107860,473.468116595210404,465.098121333286031,471.998858239055949,477.172443653487505,484.089817757388630,491.102415648748661
401,Bristol_Bay_4093591,501.333705998595860,498.317174411841847,432.569509565925273,480.557837618084193,488.734607770568289,498.187418545053958,478.066150631721996,494.037500978130936,483.791707403510543,490.571785132543482,481.728604052310516,493.553198340364361,501.098648061585095,458.425420327738721,445.257979098962778,467.524587362422494,473.574867490966881,482.806646993062088,486.536510252191249
402,Bristol_Bay_4093594,500.359677577438958,505.256610175816604,438.707875735691914,487.298677264727701,495.801725063359697,507.755987080693160,483.751086332511022,506.757594992832765,499.305830023382839,497.137711023880513,492.750794621313958,503.035782462788006,510.410164618461636,480.116432442016787,457.167057170730118,459.238286045003804,474.170550704067750,478.050403883198953,489.610180487548291
403,Bristol_Bay_4093883,486.165233746895638,487.272159822474578,396.344748461209349,470.897922352579826,480.619574059286492,489.662575576873678,459.642592737971825,481.757053196834647,479.618701783820313,483.872819304911843,475.409283933763788,487.569910147805842,487.782693496834042,398.845709134521599,409.168919814936601,420.806033689931894,469.510673732919827,473.439543956613022,467.209764128000700
404,Bristol_Bay_4093891,500.528403578299105,494.212364842642444,434.665938729834465,481.551263046363317,489.013501361031501,498.861188613655997,478.357965887742296,495.156274667809271,483.855580891414490,491.391457095063402,482.979269203957699,495.710477545203105,502.073476407691942,439.365084985278031,447.516021933856166,466.089859011340081,474.402739904121404,485.475901701716055,488.551387244115631
405,Bristol_Bay_4094161,500.183739119569793,494.541344748240704,433.611824424221993,481.043416663196581,488.805423035275908,498.646674857356402,478.361993981924286,495.393590021239731,483.963910291117656,491.456035723210960,482.838865259673810,495.207547322060122,501.886084138518925,438.865174190996186,447.902309358211085,466.099286733164490,474.474719295323723,484.987954010662634,488.004647349130607
406,Bristol_Bay_4094233,495.460534773541724,491.430621335326805,413.091398906878283,479.554635957463404,482.945530203178407,495.645940668966432,471.428362906913094,492.778682304603990,487.956327254337964,489.103026384498492,480.048796220728491,499.239226874471115,495.385195802054398,409.517911816543119,438.398812686081271,457.624073776835644,476.300753035541902,481.699286903304539,471.043038999145551
407,Bristol_Bay_4094251,506.231820616715538,501.639039597544070,461.538462281308796,488.410661973759659,490.150483388028931,503.239272387264577,495.399951828770384,503.668855200587188,490.284664678843740,493.743129777712170,491.339748021315984,501.558879950829294,504.146309873906716,473.561934392835724,476.518980201511965,476.885959166931798,477.506170518187105,493.884621960967650,496.510323582260128
408,Bristol_Bay_4094411,495.737742673930313,484.268045282111075,424.249673803512906,478.446780057666274,485.006022446037605,490.663513820985656,461.927781724634656,492.614391649376216,477.358665217936959,472.161582180612129,485.454000492196769,486.444941284629465,488.930857954787427,433.155473832308246,437.336135604860090,470.200384470726760,475.091228216809952,481.406935331831562,484.105548358338297
409,Bristol_Bay_4094434,542.073717443985174,515.931315990610415,514.451382514141869,503.672241021053480,511.405651427450550,520.131397416642699,497.603695282279716,521.277301725698635,514.252754850040787,517.127575770375984,508.539612611816722,527.679189119642729,521.495997833766296,503.257509822971485,501.315314623267341,500.497758863721231,497.584540960748882,518.399194957728469,512.685768496581545
410,Bristol_Bay_4094553,495.160811452794576,491.523631231203581,414.101466070175093,479.406717900568481,482.925026855804447,495.551972413411306,471.613000592894309,493.244202968489446,488.435504694906570,489.099642256811194,480.570206159849704,498.984273840249784,495.285766484205169,409.444284068642105,437.593804173835508,457.693240859938044,476.287750116260668,481.361823888572644,471.605507289612092
411,Bristol_Bay_4094563,514.713127395170545,507.346298287599097,471.124171288588059,495.084192026583935,498.506669105635524,508.068043270863029,494.436766287212265,511.581330950946437,504.564118008508046,509.081655361157743,497.553861188820008,510.993350096202732,512.148987152952827,477.093169396700318,481.610310584868216,477.924002110182357,479.056838486163883,488.124093470555238,498.039643734942842
412,Bristol_Bay_4094641,502.540600497270987,490.989392344044973,435.117229064938897,481.039762188083330,486.657664228780845,496.820122017365691,470.620649044048548,491.962744353932806,487.300809549228859,487.802474763605915,487.842494315120462,490.435767000587077,498.006815265674277,452.966696028750505,456.582060260832804,471.853514306485579,476.246347148167672,484.399762860667124,487.347075363975023
413,Bristol_Bay_4094673,507.650556005452586,507.305644986075208,462.247674257837275,493.170058991221310,500.326909149566063,509.771351399392188,489.931419410483443,509.978618973317396,502.672274454031879,497.720010599987802,497.023787420912072,510.692873649491162,512.194636473165701,482.116695306382212,477.903976311334645,473.520452704969500,478.730590833976350,482.057952622673270,495.934503940430602
414,Bristol_Bay_4094921,507.771388412764111,503.711780618022090,465.067554118939029,489.399005990472517,492.645697606190595,504.301477662501213,492.668362713698059,504.908127625769112,492.228213443565551,494.423888684302540,492.021306791708014,502.952688385582690,505.624941595953487,474.482847206021177,477.775276981384252,478.224705344765368,477.157184163455895,492.195529029783359,497.423881132744157
415,Bristol_Bay_4094964,508.851713875796349,505.182210626618883,470.640986198220048,490.245532165061491,497.453252434718081,508.922769737823955,490.385165475818553,508.132234524790363,504.813204577489444,506.539855149675930,496.035990343311312,507.069691333030221,512.311105086648695,487.330432451700062,473.472687341413348,472.053504360462568,477.337935380555678,487.734413672797473,493.339223432869744
416,Bristol_Bay_4095041,493.528697168087717,483.795349917676958,426.929849041577995,476.229536012004473,485.113290232253064,489.861422544936602,463.418545602750328,491.133252865426584,478.007902387929278,472.585826765879744,484.343716727857554,486.115740893338511,489.928836129568026,442.719019463503173,428.069128628834108,467.723979907094588,474.021310915329764,479.952448071249478,483.752874582556728
417,Bristol_Bay_4095204,495.517780560783706,494.211024540406413,394.679999617600686,479.803994149311052,483.060308021758544,495.213557928544503,471.841367838399094,493.922002237033212,488.219026222955677,487.760484880931131,477.709111593355658,497.586333087963055,494.665250518624816,409.718906723517989,429.370698737127725,430.581830349033226,475.877297974244925,482.522072980699249,470.496173149907179
418,Bristol_Bay_4095221,507.073238649933671,503.546887101328991,461.535144003533048,488.859500348640324,492.650408836367887,503.760952206316290,490.995798720769869,504.108677729816520,491.998128689962300,494.374719219050917,490.938580207446478,502.248175738114867,505.516301701694601,474.075305632025618,476.063513435263758,477.260999737013663,477.480695540557861,490.962097165288299,496.315617452690674
419,Bristol_Bay_4095343,552.465096357633115,534.571079431739918,534.433399391215971,517.636405926518364,529.937308280519801,529.712676490018453,516.135833042382046,541.685400551742418,523.946555073103468,533.644485313992277,537.043573616851404,539.205271517570395,530.091645952450335,523.222338055736600,521.772252737784470,525.860868832889423,513.493034759161787,531.891972245850866,527.406053393785101
420,Bristol_Bay_4095504,508.192073754713078,501.679963951628963,454.682246149774187,489.117919616660856,495.022363805929729,508.083477074702557,486.381042902045976,505.228082157372057,500.163584666305155,501.931190946460447,493.781557239349979,506.024514698771611,508.934042661362582,480.611552120983333,464.321185325674776,466.114522657402915,477.667425931770424,486.437050376649495,491.525565139844730
421,Bristol_Bay_4095633,501.291189839380991,499.900819664792039,420.559791309929153,482.075328039136366,487.982038375590776,501.128935369994963,476.747018754939404,492.377774110086875,486.374556097622758,491.603194968266735,480.508296493119019,497.534471503637121,502.161813048542570,400.946019758060970,421.688785068925199,449.484682034912794,475.146352808919346,478.243663528321406,485.573566832250492
422,Bristol_Bay_4095641,502.249988487439168,494.572277746913755,457.474810003611367,486.234394044624366,490.680360658417101,500.316536591161764,473.175798703972703,499.300300622942189,484.105580048452794,484.531559593124598,494.028580718459125,496.143646096777502,501.553399821873711,463.956606446668161,462.460142247233421,477.669085124221681,483.856946911262128,496.130337141248447,490.704711345537419
423,Bristol_Bay_4095783,509.520037379161693,505.772618479787354,451.569105760675029,490.036365222730865,496.122744975303249,506.039541175486931,488.416251289838954,508.693678987658984,503.415138656365571,504.908324132655650,491.184309017558405,508.143295504425055,509.552724690457353,456.629718815586727,457.438379517948931,467.533926769524498,476.984757009324539,483.542900049211426,492.596775833334675
424,Bristol_Bay_4095964,497.162779359097044,490.757544283716470,416.222889849510295,473.515407884030481,483.751748515866495,494.348365820077618,474.586371705113493,496.638490696900362,490.132943858648673,493.079755327950011,476.779882711239452,500.216294073414474,492.706000405153134,408.595285101652848,442.420610341049837,440.960766977857531,474.416212012483868,479.817635889808798,471.625637345618486
425,Bristol_Bay_4096454,540.370485602636563,521.570623951868583,523.651502723350177,510.033951092280120,519.480114677555662,520.758667849194467,505.005389591122196,533.093162025677884,517.590101124200487,524.200587349607758,523.786087017221007,537.926929600281483,521.806336636804417,511.183706204611042,513.864838193275091,511.701705090835446,504.376303568674871,526.717121828240352,519.964727291758663
426,Bristol_Bay_4096461,507.368607820823513,501.229983894555119,476.464160708304519,490.553320068145922,496.668908221202400,504.498020957718040,479.314705201795448,502.260610118690181,489.018388705474081,493.464524551596071,499.958674824665707,505.526896564866377,504.101955720301703,472.270397189734354,480.673782261684607,487.671029639640494,492.444694123292834,505.720393314961768,498.196331430226905
427,Bristol_Bay_4096733,506.995784377306222,504.874175655141471,442.843829685491301,487.555207437036529,495.600816473429518,504.878736314168634,487.488333678206686,507.843167795596685,502.126387977389470,501.998214518029329,489.225127616284794,506.873410264113545,508.518153714818368,461.042925216629385,451.884121285690242,466.282773730593192,477.424848590077545,481.524414876150445,491.297939190312547
