OID_,cat_ID_con,cat_ID,cat_ID_txt,NHDPlusID,region,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD
177,Cook_Inlet_75004400003815,75004400003815.000000000000000,75004400003815,75004400003815.000000000000000,Cook_Inlet,133,1473,671.165617702129794,265.540830228814798
178,Cook_Inlet_75004400007996,75004400007996.000000000000000,75004400007996,75004400007996.000000000000000,Cook_Inlet,156,1530,848.792900021831883,245.426926670262986
179,Cook_Inlet_75004400010639,75004400010639.000000000000000,75004400010639,75004400010639.000000000000000,Cook_Inlet,56,871,171.113777903502694,114.531890973521698
180,Cook_Inlet_75004400001521,75004400001521.000000000000000,75004400001521,75004400001521.000000000000000,Cook_Inlet,18,150,75.888063965848488,15.891775767294689
181,Cook_Inlet_75004400010351,75004400010351.000000000000000,75004400010351,75004400010351.000000000000000,Cook_Inlet,199,1579,824.933952561931733,341.157772795851315
182,Cook_Inlet_75004400004166,75004400004166.000000000000000,75004400004166,75004400004166.000000000000000,Cook_Inlet,0,1402,625.449138651761473,288.463099359366140
183,Cook_Inlet_75004400000141,75004400000141.000000000000000,75004400000141,75004400000141.000000000000000,Cook_Inlet,3,122,60.169538065543790,20.218067411985889
184,Cook_Inlet_75004400002954,75004400002954.000000000000000,75004400002954,75004400002954.000000000000000,Cook_Inlet,48,171,80.208274489074995,19.611274875646185
185,Cook_Inlet_75004400007686,75004400007686.000000000000000,75004400007686,75004400007686.000000000000000,Cook_Inlet,55,871,170.927020856121828,165.176496257300840
186,Cook_Inlet_75004400004707,75004400004707.000000000000000,75004400004707,75004400004707.000000000000000,Cook_Inlet,63,1193,342.171204959347619,283.014171841881534
187,Cook_Inlet_75004400007493,75004400007493.000000000000000,75004400007493,75004400007493.000000000000000,Cook_Inlet,26,1536,305.349955774727732,232.066934332464797
188,Cook_Inlet_75004400010627,75004400010627.000000000000000,75004400010627,75004400010627.000000000000000,Cook_Inlet,60,1234,306.539507100982973,243.605045002529181
189,Cook_Inlet_75004400004344,75004400004344.000000000000000,75004400004344,75004400004344.000000000000000,Cook_Inlet,5,1926,602.565201720330265,426.517377660341538
190,Cook_Inlet_75004400004213,75004400004213.000000000000000,75004400004213,75004400004213.000000000000000,Cook_Inlet,40,1725,733.376961247335430,351.341279469371898
191,Cook_Inlet_75004400007351,75004400007351.000000000000000,75004400007351,75004400007351.000000000000000,Cook_Inlet,36,1788,642.658585789821586,376.900464740663324
192,Cook_Inlet_75004400002957,75004400002957.000000000000000,75004400002957,75004400002957.000000000000000,Cook_Inlet,51,197,112.062174833192245,19.988225576197497
193,Cook_Inlet_75004400000171,75004400000171.000000000000000,75004400000171,75004400000171.000000000000000,Cook_Inlet,4,92,55.116415196383450,10.149080296697228
194,Cook_Inlet_75000100004048,75000100004048.000000000000000,75000100004048,75000100004048.000000000000000,Cook_Inlet,4,2425,1005.889367564087365,472.006134126819688
195,Cook_Inlet_75000100001396,75000100001396.000000000000000,75000100001396,75000100001396.000000000000000,Cook_Inlet,217,2120,908.106801659401981,300.409443707241451
196,Cook_Inlet_75000100001872,75000100001872.000000000000000,75000100001872,75000100001872.000000000000000,Cook_Inlet,0,1390,195.868861999271871,256.011057266366038
197,Cook_Inlet_75000100002482,75000100002482.000000000000000,75000100002482,75000100002482.000000000000000,Cook_Inlet,0,104,34.651193402276931,14.446224399230536
198,Cook_Inlet_75000100004383,75000100004383.000000000000000,75000100004383,75000100004383.000000000000000,Cook_Inlet,42,176,87.210154082335848,29.683895790846968
199,Cook_Inlet_75000100001880,75000100001880.000000000000000,75000100001880,75000100001880.000000000000000,Cook_Inlet,22,809,197.736995407123089,166.018035370731980
200,Cook_Inlet_75000100002463,75000100002463.000000000000000,75000100002463,75000100002463.000000000000000,Cook_Inlet,2,2120,711.084991905890206,424.984488848733179
201,Cook_Inlet_75000100001262,75000100001262.000000000000000,75000100001262,75000100001262.000000000000000,Cook_Inlet,45,176,94.692383448100372,26.927753116083444
202,Cook_Inlet_75000100003972,75000100003972.000000000000000,75000100003972,75000100003972.000000000000000,Cook_Inlet,88,2313,1022.957736115980083,510.529535904528700
203,Cook_Inlet_75000100000252,75000100000252.000000000000000,75000100000252,75000100000252.000000000000000,Cook_Inlet,5,2321,1005.077023676228123,428.338310399197439
204,Cook_Inlet_75000100003757,75000100003757.000000000000000,75000100003757,75000100003757.000000000000000,Cook_Inlet,-1,176,68.133312847622776,34.902128787439459
205,Cook_Inlet_75000100002688,75000100002688.000000000000000,75000100002688,75000100002688.000000000000000,Cook_Inlet,6,999,247.107448184121182,247.703557173348742
206,Cook_Inlet_75000100001892,75000100001892.000000000000000,75000100001892,75000100001892.000000000000000,Cook_Inlet,46,1658,792.193464208792420,359.459790323054904
207,Cook_Inlet_75000100001538,75000100001538.000000000000000,75000100001538,75000100001538.000000000000000,Cook_Inlet,5,1593,237.214821043210208,283.233975756195491
208,Cook_Inlet_75000100001408,75000100001408.000000000000000,75000100001408,75000100001408.000000000000000,Cook_Inlet,2,227,115.839059866823604,48.498162634061885
209,Cook_Inlet_75000100001685,75000100001685.000000000000000,75000100001685,75000100001685.000000000000000,Cook_Inlet,185,2312,1182.939337839794007,422.166897076052010
210,Cook_Inlet_75000100004381,75000100004381.000000000000000,75000100004381,75000100004381.000000000000000,Cook_Inlet,0,1538,547.538030409620092,356.720641310936230
211,Cook_Inlet_75000100000652,75000100000652.000000000000000,75000100000652,75000100000652.000000000000000,Cook_Inlet,-2,176,79.704458213205740,30.785840146190900
212,Cook_Inlet_75000100003787,75000100003787.000000000000000,75000100003787,75000100003787.000000000000000,Cook_Inlet,49,162,99.795289309691668,23.342877863530550
213,Cook_Inlet_75000100002741,75000100002741.000000000000000,75000100002741,75000100002741.000000000000000,Cook_Inlet,90,2104,1037.138073866473405,333.750795891132555
214,Cook_Inlet_75000100003438,75000100003438.000000000000000,75000100003438,75000100003438.000000000000000,Cook_Inlet,5,1593,213.680434394201313,276.997500345975311
215,Cook_Inlet_75000100001315,75000100001315.000000000000000,75000100001315,75000100001315.000000000000000,Cook_Inlet,0,2313,872.889322645698826,553.784419833463744
216,Cook_Inlet_75000100000409,75000100000409.000000000000000,75000100000409,75000100000409.000000000000000,Cook_Inlet,3,3989,1251.396084830341351,633.288571889401737
217,Cook_Inlet_75000100002858,75000100002858.000000000000000,75000100002858,75000100002858.000000000000000,Cook_Inlet,127,2313,1162.124485399694322,454.292681135462885
218,Cook_Inlet_75000100000953,75000100000953.000000000000000,75000100000953,75000100000953.000000000000000,Cook_Inlet,40,2002,1031.114818659943694,370.448519781613811
219,Cook_Inlet_75000100001864,75000100001864.000000000000000,75000100001864,75000100001864.000000000000000,Cook_Inlet,2,1658,503.733383551627867,447.751171806782168
220,Cook_Inlet_75000400003844,75000400003844.000000000000000,75000400003844,75000400003844.000000000000000,Cook_Inlet,522,2176,1282.954003160580896,297.955644203438169
221,Cook_Inlet_75000400019561,75000400019561.000000000000000,75000400019561,75000400019561.000000000000000,Cook_Inlet,139,2401,1224.780945675458042,398.869986331065036
222,Cook_Inlet_75000400036699,75000400036699.000000000000000,75000400036699,75000400036699.000000000000000,Cook_Inlet,385,3896,1443.503529745514015,555.181729823691171
223,Cook_Inlet_75000400002218,75000400002218.000000000000000,75000400002218,75000400002218.000000000000000,Cook_Inlet,317,3896,1428.180824394993806,562.134841341263041
224,Cook_Inlet_75000400033841,75000400033841.000000000000000,75000400033841,75000400033841.000000000000000,Cook_Inlet,14,1854,485.429548633423281,459.515763492796907
225,Cook_Inlet_75000400015018,75000400015018.000000000000000,75000400015018,75000400015018.000000000000000,Cook_Inlet,76,2230,1006.512930760020708,491.858884701810723
226,Cook_Inlet_75000400019625,75000400019625.000000000000000,75000400019625,75000400019625.000000000000000,Cook_Inlet,46,2425,1178.532614397621046,457.545482579526947
227,Cook_Inlet_75000400024876,75000400024876.000000000000000,75000400024876,75000400024876.000000000000000,Cook_Inlet,42,3989,1566.282514313686306,666.436291127681216
228,Cook_Inlet_75000400014699,75000400014699.000000000000000,75000400014699,75000400014699.000000000000000,Cook_Inlet,14,2318,1005.773093630265521,578.903291311656290
229,Cook_Inlet_75000400014408,75000400014408.000000000000000,75000400014408,75000400014408.000000000000000,Cook_Inlet,19,3989,1306.048162938228415,697.679036277917248
230,Cook_Inlet_75000400004841,75000400004841.000000000000000,75000400004841,75000400004841.000000000000000,Cook_Inlet,7,1931,1093.372289315663693,330.472777793165960
231,Cook_Inlet_75000400004888,75000400004888.000000000000000,75000400004888,75000400004888.000000000000000,Cook_Inlet,94,2211,1078.083973947548657,465.949091180739686
232,Cook_Inlet_75000400009917,75000400009917.000000000000000,75000400009917,75000400009917.000000000000000,Cook_Inlet,14,2318,1013.526094506700474,574.531284436032024
233,Cook_Inlet_75000400034535,75000400034535.000000000000000,75000400034535,75000400034535.000000000000000,Cook_Inlet,45,3038,1074.585091332133288,602.447719000819802
234,Cook_Inlet_75000400000017,75000400000017.000000000000000,75000400000017,75000400000017.000000000000000,Cook_Inlet,4,3989,1244.812168711024697,638.421878447714448
235,Cook_Inlet_75000400028963,75000400028963.000000000000000,75000400028963,75000400028963.000000000000000,Cook_Inlet,91,3896,1312.132371947593811,553.954266579276577
236,Cook_Inlet_75000400000163,75000400000163.000000000000000,75000400000163,75000400000163.000000000000000,Cook_Inlet,120,2037,605.377410031793943,451.136110510473372
237,Cook_Inlet_75000400024863,75000400024863.000000000000000,75000400024863,75000400024863.000000000000000,Cook_Inlet,205,2647,1300.867250491711047,429.280881284937095
238,Cook_Inlet_75000400010059,75000400010059.000000000000000,75000400010059,75000400010059.000000000000000,Cook_Inlet,167,2464,1222.382483082489216,456.113680963603883
239,Cook_Inlet_75000400014878,75000400014878.000000000000000,75000400014878,75000400014878.000000000000000,Cook_Inlet,171,3896,1370.435815745062200,544.493561112162411
240,Cook_Inlet_75000400024244,75000400024244.000000000000000,75000400024244,75000400024244.000000000000000,Cook_Inlet,13,3989,1235.141251043016837,713.183930922042578
241,Cook_Inlet_75000400009643,75000400009643.000000000000000,75000400009643,75000400009643.000000000000000,Cook_Inlet,114,2109,941.789353663465249,462.543466454350209
242,Cook_Inlet_75000400005921,75000400005921.000000000000000,75000400005921,75000400005921.000000000000000,Cook_Inlet,247,2633,1348.020163895388805,443.742699881001670
243,Cook_Inlet_75000400001221,75000400001221.000000000000000,75000400001221,75000400001221.000000000000000,Cook_Inlet,247,3896,1406.665568867934553,564.580488588057733
244,Cook_Inlet_75000400034853,75000400034853.000000000000000,75000400034853,75000400034853.000000000000000,Cook_Inlet,241,2184,1265.337591175811667,372.068593490233013
245,Cook_Inlet_75000400035016,75000400035016.000000000000000,75000400035016,75000400035016.000000000000000,Cook_Inlet,252,2625,1386.422842115583080,450.920830987960642
246,Cook_Inlet_75000700031594,75000700031594.000000000000000,75000700031594,75000700031594.000000000000000,Cook_Inlet,880,2234,1447.457136659673779,263.548306323559757
247,Cook_Inlet_75000700038756,75000700038756.000000000000000,75000700038756,75000700038756.000000000000000,Cook_Inlet,106,4003,1067.767682415037143,361.014467516888544
248,Cook_Inlet_75000700036533,75000700036533.000000000000000,75000700036533,75000700036533.000000000000000,Cook_Inlet,417,2119,1056.066959057887061,292.878208891599854
249,Cook_Inlet_75000700036401,75000700036401.000000000000000,75000700036401,75000700036401.000000000000000,Cook_Inlet,506,1844,1138.629931759584224,263.499770615561829
250,Cook_Inlet_75000700033509,75000700033509.000000000000000,75000700033509,75000700033509.000000000000000,Cook_Inlet,112,4003,1068.809333149554050,359.853679840947621
251,Cook_Inlet_75000700031070,75000700031070.000000000000000,75000700031070,75000700031070.000000000000000,Cook_Inlet,326,1341,905.600664784540754,142.096978680445972
252,Cook_Inlet_75000700036133,75000700036133.000000000000000,75000700036133,75000700036133.000000000000000,Cook_Inlet,812,2353,1375.325608410838640,298.161858671474249
253,Cook_Inlet_75000700036713,75000700036713.000000000000000,75000700036713,75000700036713.000000000000000,Cook_Inlet,473,4003,1120.638127073455053,352.528096629591062
254,Cook_Inlet_75000700049611,75000700049611.000000000000000,75000700049611,75000700049611.000000000000000,Cook_Inlet,325,4003,1101.376476116806089,344.586446126315082
255,Cook_Inlet_75000700036219,75000700036219.000000000000000,75000700036219,75000700036219.000000000000000,Cook_Inlet,189,4003,1081.910666180157023,349.906835853673783
256,Cook_Inlet_75000700049477,75000700049477.000000000000000,75000700049477,75000700049477.000000000000000,Cook_Inlet,216,1734,825.197193733511540,326.350914992290598
257,Cook_Inlet_75000700036340,75000700036340.000000000000000,75000700036340,75000700036340.000000000000000,Cook_Inlet,285,1340,973.781762170748607,159.589077771740818
258,Cook_Inlet_75000700041984,75000700041984.000000000000000,75000700041984,75000700041984.000000000000000,Cook_Inlet,473,1721,962.873495954127634,219.282778278639626
259,Cook_Inlet_75000700044263,75000700044263.000000000000000,75000700044263,75000700044263.000000000000000,Cook_Inlet,255,4003,1097.500474716965982,344.221033881900610
260,Cook_Inlet_75000700049829,75000700049829.000000000000000,75000700049829,75000700049829.000000000000000,Cook_Inlet,589,2119,1188.794182541834289,279.955288450274338
261,Cook_Inlet_75000700049481,75000700049481.000000000000000,75000700049481,75000700049481.000000000000000,Cook_Inlet,216,4003,1090.769823348353611,346.245613492982727
262,Cook_Inlet_75000700031053,75000700031053.000000000000000,75000700031053,75000700031053.000000000000000,Cook_Inlet,448,1836,1096.295233490225883,298.956095970264641
263,Cook_Inlet_75000700036399,75000700036399.000000000000000,75000700036399,75000700036399.000000000000000,Cook_Inlet,505,1830,1172.058099087869778,277.098939246308305
264,Cook_Inlet_75000700041653,75000700041653.000000000000000,75000700041653,75000700041653.000000000000000,Cook_Inlet,368,1711,1013.567477378648164,194.866004834247349
265,Cook_Inlet_75000700036455,75000700036455.000000000000000,75000700036455,75000700036455.000000000000000,Cook_Inlet,386,4003,1105.415126324692437,345.370669986549331
266,Cook_Inlet_75000700038833,75000700038833.000000000000000,75000700038833,75000700038833.000000000000000,Cook_Inlet,210,1141,892.823712287376111,197.625457935550685
267,Cook_Inlet_75000700044264,75000700044264.000000000000000,75000700044264,75000700044264.000000000000000,Cook_Inlet,255,1844,1009.931973720643441,321.361523540713335
268,Cook_Inlet_75000700031304,75000700031304.000000000000000,75000700031304,75000700031304.000000000000000,Cook_Inlet,437,2037,1156.884749207069717,287.542063275004068
269,Cook_Inlet_75000700032275,75000700032275.000000000000000,75000700032275,75000700032275.000000000000000,Cook_Inlet,641,2366,1317.904203208336867,314.664055988890937
270,Cook_Inlet_75000700033653,75000700033653.000000000000000,75000700033653,75000700033653.000000000000000,Cook_Inlet,478,1734,1050.719812853587882,236.995649959700074
271,Cook_Inlet_75000700046720,75000700046720.000000000000000,75000700046720,75000700046720.000000000000000,Cook_Inlet,153,4003,1076.188542155559162,353.254470881237182
272,Cook_Inlet_75000700044836,75000700044836.000000000000000,75000700044836,75000700044836.000000000000000,Cook_Inlet,759,2156,1263.704976972145687,256.892430762495735
273,Cook_Inlet_75000700045019,75000700045019.000000000000000,75000700045019,75000700045019.000000000000000,Cook_Inlet,518,4003,1112.702230852034518,356.698389810153230
274,Cook_Inlet_75000700042261,75000700042261.000000000000000,75000700042261,75000700042261.000000000000000,Cook_Inlet,511,2234,1264.070022574731638,291.820856848208223
275,Cook_Inlet_75000700039998,75000700039998.000000000000000,75000700039998,75000700039998.000000000000000,Cook_Inlet,568,4003,1116.157536730755510,358.641361805003385
276,Cook_Inlet_75000700031253,75000700031253.000000000000000,75000700031253,75000700031253.000000000000000,Cook_Inlet,417,4003,1111.055200316141509,345.517646003135951
277,Cook_Inlet_75000500013783,75000500013783.000000000000000,75000500013783,75000500013783.000000000000000,Cook_Inlet,741,1919,1264.723669657482105,224.059761346050180
278,Cook_Inlet_75000500009993,75000500009993.000000000000000,75000500009993,75000500009993.000000000000000,Cook_Inlet,522,1911,1081.980939156347176,315.640411691166264
279,Cook_Inlet_75000500003409,75000500003409.000000000000000,75000500003409,75000500003409.000000000000000,Cook_Inlet,429,2680,1197.581373157906455,389.233763641695646
280,Cook_Inlet_75000500001552,75000500001552.000000000000000,75000500001552,75000500001552.000000000000000,Cook_Inlet,480,1943,1114.454201952199128,293.143259873804823
281,Cook_Inlet_75000500008473,75000500008473.000000000000000,75000500008473,75000500008473.000000000000000,Cook_Inlet,179,1863,843.269669719275953,393.630244083986497
282,Cook_Inlet_75000500015553,75000500015553.000000000000000,75000500015553,75000500015553.000000000000000,Cook_Inlet,480,1919,985.114327696704777,339.500387258149544
283,Cook_Inlet_75000500009750,75000500009750.000000000000000,75000500009750,75000500009750.000000000000000,Cook_Inlet,733,1943,1142.353123793630857,231.564746657256620
284,Cook_Inlet_75000500009358,75000500009358.000000000000000,75000500009358,75000500009358.000000000000000,Cook_Inlet,365,2546,1155.970944217998067,411.481086176662473
285,Cook_Inlet_75000500011225,75000500011225.000000000000000,75000500011225,75000500011225.000000000000000,Cook_Inlet,319,2680,1102.027772656607567,381.025818941044747
286,Cook_Inlet_75000500005048,75000500005048.000000000000000,75000500005048,75000500005048.000000000000000,Cook_Inlet,298,1423,582.384349080505899,210.744381997746586
287,Cook_Inlet_75000500013555,75000500013555.000000000000000,75000500013555,75000500013555.000000000000000,Cook_Inlet,431,1837,1059.690660123939551,276.564562533642800
288,Cook_Inlet_75000500008023,75000500008023.000000000000000,75000500008023,75000500008023.000000000000000,Cook_Inlet,184,2960,1038.174543891281701,435.468470461024936
289,Cook_Inlet_75000500006217,75000500006217.000000000000000,75000500006217,75000500006217.000000000000000,Cook_Inlet,216,4419,1306.939243886894701,725.854229771478231
290,Cook_Inlet_75000500012136,75000500012136.000000000000000,75000500012136,75000500012136.000000000000000,Cook_Inlet,256,1574,943.480405344032988,231.721275181378701
291,Cook_Inlet_75000500010561,75000500010561.000000000000000,75000500010561,75000500010561.000000000000000,Cook_Inlet,172,3808,1098.896299884925156,525.254890353381484
292,Cook_Inlet_75000500002477,75000500002477.000000000000000,75000500002477,75000500002477.000000000000000,Cook_Inlet,172,5738,1146.776687008422414,826.600466521433987
293,Cook_Inlet_75000500008026,75000500008026.000000000000000,75000500008026,75000500008026.000000000000000,Cook_Inlet,108,5738,1077.218671281945035,638.978431917456533
294,Cook_Inlet_75000500000009,75000500000009.000000000000000,75000500000009,75000500000009.000000000000000,Cook_Inlet,231,3138,1114.227518343813244,529.733745291939726
295,Cook_Inlet_75000500007429,75000500007429.000000000000000,75000500007429,75000500007429.000000000000000,Cook_Inlet,363,2680,1106.996948688194152,366.409633063437980
296,Cook_Inlet_75000500011984,75000500011984.000000000000000,75000500011984,75000500011984.000000000000000,Cook_Inlet,162,875,588.609584090607655,157.166868791794769
297,Cook_Inlet_75000500002272,75000500002272.000000000000000,75000500002272,75000500002272.000000000000000,Cook_Inlet,197,232,203.966820542412364,6.688311561901131
298,Cook_Inlet_75000500012337,75000500012337.000000000000000,75000500012337,75000500012337.000000000000000,Cook_Inlet,200,1199,442.366102879135497,197.439783236281841
299,Cook_Inlet_75000500006883,75000500006883.000000000000000,75000500006883,75000500006883.000000000000000,Cook_Inlet,246,2680,1055.526574222644967,401.117092789992341
300,Cook_Inlet_75000500012614,75000500012614.000000000000000,75000500012614,75000500012614.000000000000000,Cook_Inlet,144,5738,1091.249067836556833,634.204164692257336
301,Cook_Inlet_75000500009975,75000500009975.000000000000000,75000500009975,75000500009975.000000000000000,Cook_Inlet,180,1356,534.809398303262014,235.141756729132766
302,Cook_Inlet_75000500003515,75000500003515.000000000000000,75000500003515,75000500003515.000000000000000,Cook_Inlet,548,2378,1102.718594118079181,319.912275712015798
303,Cook_Inlet_75000500002240,75000500002240.000000000000000,75000500002240,75000500002240.000000000000000,Cook_Inlet,200,4419,1173.040259593946757,736.792965470080162
304,Cook_Inlet_75000300010038,75000300010038.000000000000000,75000300010038,75000300010038.000000000000000,Cook_Inlet,661,2467,1521.576456520942884,299.418270225652179
305,Cook_Inlet_75000300024659,75000300024659.000000000000000,75000300024659,75000300024659.000000000000000,Cook_Inlet,732,2308,1626.917026676434489,288.825891660275317
306,Cook_Inlet_75000300022407,75000300022407.000000000000000,75000300022407,75000300022407.000000000000000,Cook_Inlet,359,2663,1229.314607673364662,429.420990932886696
307,Cook_Inlet_75000300003827,75000300003827.000000000000000,75000300003827,75000300003827.000000000000000,Cook_Inlet,286,1132,742.434216270672209,162.849201135564414
308,Cook_Inlet_75000300004778,75000300004778.000000000000000,75000300004778,75000300004778.000000000000000,Cook_Inlet,439,2663,1379.159713133983814,401.577651097354135
309,Cook_Inlet_75000300022808,75000300022808.000000000000000,75000300022808,75000300022808.000000000000000,Cook_Inlet,436,1194,908.222664471116786,166.921353390951737
310,Cook_Inlet_75000300016498,75000300016498.000000000000000,75000300016498,75000300016498.000000000000000,Cook_Inlet,534,2663,1456.699749760666236,383.432484634827119
311,Cook_Inlet_75000300014777,75000300014777.000000000000000,75000300014777,75000300014777.000000000000000,Cook_Inlet,395,1379,961.026846767689108,156.742830191748880
312,Cook_Inlet_75000300024174,75000300024174.000000000000000,75000300024174,75000300024174.000000000000000,Cook_Inlet,589,2116,1418.190777983606267,246.737262767536464
313,Cook_Inlet_75000300018247,75000300018247.000000000000000,75000300018247,75000300018247.000000000000000,Cook_Inlet,194,865,521.118502308470511,150.701512382580717
314,Cook_Inlet_75000300001605,75000300001605.000000000000000,75000300001605,75000300001605.000000000000000,Cook_Inlet,545,2099,1121.765989657050113,243.038729540170522
315,Cook_Inlet_75000300015640,75000300015640.000000000000000,75000300015640,75000300015640.000000000000000,Cook_Inlet,442,2099,928.193981728705921,272.531570702900353
316,Cook_Inlet_75000300009654,75000300009654.000000000000000,75000300009654,75000300009654.000000000000000,Cook_Inlet,588,2663,1517.486501299001930,378.500180787479508
317,Cook_Inlet_75000300005649,75000300005649.000000000000000,75000300005649,75000300005649.000000000000000,Cook_Inlet,535,1970,1271.827259036279429,245.964428892396199
318,Cook_Inlet_75000300005143,75000300005143.000000000000000,75000300005143,75000300005143.000000000000000,Cook_Inlet,544,1774,741.850781376493842,190.378620486340481
319,Cook_Inlet_75000300010998,75000300010998.000000000000000,75000300010998,75000300010998.000000000000000,Cook_Inlet,285,1379,861.578550229259235,216.523492827201125
320,Cook_Inlet_75000300000325,75000300000325.000000000000000,75000300000325,75000300000325.000000000000000,Cook_Inlet,395,1267,880.045046454991848,181.213917126087040
321,Cook_Inlet_75000300014878,75000300014878.000000000000000,75000300014878,75000300014878.000000000000000,Cook_Inlet,233,2580,1252.284154183507326,421.844219572113843
322,Cook_Inlet_75000300000271,75000300000271.000000000000000,75000300000271,75000300000271.000000000000000,Cook_Inlet,190,1256,844.909802642952855,176.218272781125677
323,Cook_Inlet_75000300028089,75000300028089.000000000000000,75000300028089,75000300028089.000000000000000,Cook_Inlet,650,2289,1513.541270361861507,264.094255421031050
324,Cook_Inlet_75000300011642,75000300011642.000000000000000,75000300011642,75000300011642.000000000000000,Cook_Inlet,490,2075,1335.732519934538686,266.240396123600362
325,Cook_Inlet_75000300021956,75000300021956.000000000000000,75000300021956,75000300021956.000000000000000,Cook_Inlet,145,2663,1159.384947753109827,442.602398980720864
326,Cook_Inlet_75000300025373,75000300025373.000000000000000,75000300025373,75000300025373.000000000000000,Cook_Inlet,122,1379,678.534382019761210,279.107720661238716
327,Cook_Inlet_75000300007234,75000300007234.000000000000000,75000300007234,75000300007234.000000000000000,Cook_Inlet,108,416,167.700001274681114,48.820048707516271
328,Cook_Inlet_75000300018625,75000300018625.000000000000000,75000300018625,75000300018625.000000000000000,Cook_Inlet,233,2663,1206.431227555205169,427.379782308778601
329,Cook_Inlet_75000300021822,75000300021822.000000000000000,75000300021822,75000300021822.000000000000000,Cook_Inlet,125,1379,718.392379019567329,263.334061983721142
330,Cook_Inlet_75000300025488,75000300025488.000000000000000,75000300025488,75000300025488.000000000000000,Cook_Inlet,145,2661,1277.113637281617684,548.107623667307848
331,Cook_Inlet_75000300022955,75000300022955.000000000000000,75000300022955,75000300022955.000000000000000,Cook_Inlet,372,2661,1643.568653838474575,438.648178481732771
332,Cook_Inlet_75000300025330,75000300025330.000000000000000,75000300025330,75000300025330.000000000000000,Cook_Inlet,102,2663,1086.572984115439112,505.351061583192404
333,Cook_Inlet_75000300000624,75000300000624.000000000000000,75000300000624,75000300000624.000000000000000,Cook_Inlet,259,2661,1494.898012560052166,480.101347952694368
334,Cook_Inlet_75000300011262,75000300011262.000000000000000,75000300011262,75000300011262.000000000000000,Cook_Inlet,202,2661,1381.166296768568827,508.160926121999523
335,Cook_Inlet_75000300007341,75000300007341.000000000000000,75000300007341,75000300007341.000000000000000,Cook_Inlet,138,1104,420.101228481007411,209.279911250206311
336,Cook_Inlet_75000300011640,75000300011640.000000000000000,75000300011640,75000300011640.000000000000000,Cook_Inlet,491,2580,1442.264960118428689,386.762801684259955
337,Cook_Inlet_75000600005142,75000600005142.000000000000000,75000600005142,75000600005142.000000000000000,Cook_Inlet,146,6167,999.033778913170863,900.343735379488749
338,Cook_Inlet_75000600035585,75000600035585.000000000000000,75000600035585,75000600035585.000000000000000,Cook_Inlet,23,6167,921.259539392010083,889.614998774238757
339,Cook_Inlet_75000600020386,75000600020386.000000000000000,75000600020386,75000600020386.000000000000000,Cook_Inlet,19,6167,827.150961368097114,658.937967451189820
340,Cook_Inlet_75000600019952,75000600019952.000000000000000,75000600019952,75000600019952.000000000000000,Cook_Inlet,212,1126,360.762363177057239,142.759474852191829
341,Cook_Inlet_75000600003641,75000600003641.000000000000000,75000600003641,75000600003641.000000000000000,Cook_Inlet,68,5154,1203.443301430898828,696.139673799961770
342,Cook_Inlet_75000600015193,75000600015193.000000000000000,75000600015193,75000600015193.000000000000000,Cook_Inlet,27,2213,598.380905307878493,318.127946602787404
343,Cook_Inlet_75000600035022,75000600035022.000000000000000,75000600035022,75000600035022.000000000000000,Cook_Inlet,41,607,108.375469720814920,94.155665482190571
344,Cook_Inlet_75000600040653,75000600040653.000000000000000,75000600040653,75000600040653.000000000000000,Cook_Inlet,20,142,62.750591396088168,21.744976778776770
345,Cook_Inlet_75000600019054,75000600019054.000000000000000,75000600019054,75000600019054.000000000000000,Cook_Inlet,107,1427,564.168201040033750,322.018169778709819
346,Cook_Inlet_75000600024655,75000600024655.000000000000000,75000600024655,75000600024655.000000000000000,Cook_Inlet,269,1140,529.205950529567986,177.938407651101841
347,Cook_Inlet_75000600034967,75000600034967.000000000000000,75000600034967,75000600034967.000000000000000,Cook_Inlet,179,1140,383.159803468454072,179.361950891933390
348,Cook_Inlet_75000600040180,75000600040180.000000000000000,75000600040180,75000600040180.000000000000000,Cook_Inlet,203,560,279.658666198364983,49.891854680373626
349,Cook_Inlet_75000600025547,75000600025547.000000000000000,75000600025547,75000600025547.000000000000000,Cook_Inlet,12,6167,818.518224098330279,660.385948264054491
350,Cook_Inlet_75000600004193,75000600004193.000000000000000,75000600004193,75000600004193.000000000000000,Cook_Inlet,202,1502,636.383979478102901,244.919920301042481
351,Cook_Inlet_75000600035645,75000600035645.000000000000000,75000600035645,75000600035645.000000000000000,Cook_Inlet,17,6167,823.077533390753501,659.637947297917890
352,Cook_Inlet_75000600019873,75000600019873.000000000000000,75000600019873,75000600019873.000000000000000,Cook_Inlet,194,1140,436.895653915986259,191.609687093113791
353,Cook_Inlet_75000600009435,75000600009435.000000000000000,75000600009435,75000600009435.000000000000000,Cook_Inlet,172,1550,550.965725058582734,251.460473411929684
354,Cook_Inlet_75000600005686,75000600005686.000000000000000,75000600005686,75000600005686.000000000000000,Cook_Inlet,565,3425,1457.869065407194284,465.114841056032958
355,Cook_Inlet_75000600024798,75000600024798.000000000000000,75000600024798,75000600024798.000000000000000,Cook_Inlet,180,877,301.359402473920341,118.008263683574157
