OBJECTID,SiteID,cat_ID_con,area_diff,lat,lon,site_max_acc,site_acc_sqKm,Area_km2,str_slope,str_slope_dg,str_ord,dist_coast_km,ds_dist_outlet
,lsr87,Cook_Inlet_75000200008950,-0.000975176749591,61.646338800000002,-149.585643699999991,13808623,345.215575000000001,345.214599823250410,0.001374630000000,0.078760447783312,6,16.569245933180888,139.243629970000001
,lsr89,Cook_Inlet_75000200003896,304.107424972000274,61.647526300000003,-149.537665540000006,52109,1.302725000000000,305.410149972000283,0.003008690000000,0.172384718709929,6,15.995832471839712,142.912836870000007
,lsr93lb,Cook_Inlet_75000200014207,0.068624955250243,61.655308009999999,-149.466123089999996,10434559,260.863974999999982,260.932599955250225,0.003488080000000,0.199851452095595,6,15.849882286872205,150.106311500000004
,lsr93rb,Cook_Inlet_75000200014207,0.068624955250243,61.655271769999999,-149.466232149999996,10434559,260.863974999999982,260.932599955250225,0.003488080000000,0.199851452095595,6,15.847247005384284,150.106311500000004
,lsswi1,Cook_Inlet_75000200011572,0.051325088249795,61.649804439999997,-149.512563139999997,483757,12.093925000000000,12.145250088249796,0.024035980000000,1.376895094195627,4,15.842548139463151,146.543162440000003
,lstrb36,Cook_Inlet_75000200016095,0.252624940750124,61.497889219999998,-150.135815259999987,834197,20.854925000000001,21.107549940750125,0.002834580000000,0.162409035716048,2,18.681349041267453,57.409911319999999
,lstrb88,Cook_Inlet_75000200014057,0.303624967000117,61.650124419999997,-149.564686709999989,375430,9.385750000000000,9.689374967000116,0.021761340000000,1.246636179412883,3,16.785917862147326,142.095462789999999
,lstrb97,Cook_Inlet_75000200007670,0.017000015250059,61.664289969999999,-149.385634449999998,157894,3.947350000000000,3.964350015250059,0.032594620000000,1.866873220237665,4,15.980283335272990,157.155296609999994
,USFS_Bench Creek,Cook_Inlet_75004400009919,0.002424923946009,60.686797349999999,-149.230050699999993,2993152,74.828800000000001,74.831224923946010,0.002664320000000,0.152653930063196,4,19.387598221442168,35.838087799999997
,USFS_Center Creek,Cook_Inlet_75004400011322,0.038200103295694,60.716005500000001,-149.282792279999995,2219294,55.482349999999997,55.520550103295690,0.006981050000000,0.399978204000441,4,19.038639382744368,29.277392389999999
,USFS_Chickaloon Headwaters,Cook_Inlet_75004400003452,-5.357000216613619,60.632770409999999,-149.886317520000006,828026,20.700650000000000,15.343649783386381,0.000010000000000,0.000572957795112,2,32.374915729883320,80.115142930000005
,USFS_Crescent Creek,Cook_Inlet_75004400002041,0.029300293141731,60.497829549999999,-149.687578629999990,3358362,83.959050000000005,83.988350293141735,0.035509150000000,2.033669965003037,4,43.730688789715558,129.388849819999990
,USFS_Daves Creek,Cook_Inlet_75004400002951,0.463525002543705,60.506657609999998,-149.676404819999988,1474869,36.871724999999998,37.335250002543702,0.002246830000000,0.128733659657317,3,44.453176875130836,131.774875680000008
,USFS_Juneau Creek,Cook_Inlet_75004400002950,0.147600096824618,60.487632509999997,-149.878903079999986,5659344,141.483599999999996,141.631200096824614,0.054788620000000,3.136021303745562,4,47.413688173296684,114.684503440000000
,USFS_Quartz Creek,Cook_Inlet_75004400007948,0.011350112825397,60.508154699999999,-149.682553670000004,5265917,131.647924999999987,131.659275112825384,0.000505330000000,0.028953273796859,5,44.721189813251378,131.774875680000008
,USFS_Resurrection Creek,Cook_Inlet_75004400000627,0.339099966523634,60.918118730000003,-149.646981130000000,16410005,410.250125000000025,410.589224966523659,0.007708060000000,0.441630559998333,5,0.488291893782923,0.000000000000000
,15290000,Cook_Inlet_75000200004615,-0.050300040749818,61.709795219999997,-149.231490390000005,6428534,160.713349999999991,160.663049959250174,0.028251760000000,1.618276154604264,6,21.859655758521111,171.152492679999995
,15292780,Cook_Inlet_75000200013536,28189.095925012748921,62.175542999999998,-150.174324070000011,19186776,479.669399999999996,28668.765325012747780,0.000251240000000,0.014394991341989,8,81.411700473681876,133.338478509999987
,15292800,Cook_Inlet_75000200000949,-0.055925008249744,62.104385420000000,-150.059685230000014,15535339,388.383474999999976,388.327549991750232,0.004208360000000,0.241119843243969,5,71.895769130180369,123.646270740000006
,15293200,Cook_Inlet_75000200018806,-0.082400053500123,61.923932229999998,-150.071275369999995,36496678,912.416950000000043,912.334549946499919,0.001913320000000,0.109625027086575,6,53.592589561783250,99.704906429999994
,15293700,Cook_Inlet_75000200008551,0.000374937999993,61.809780779999997,-150.097304460000004,15987086,399.677149999999983,399.677524937999976,0.002051940000000,0.117567336810157,5,43.222537009574054,91.885390880000003
,15294005,Cook_Inlet_75000200011336,0.240825042499807,61.779519299999997,-149.885174820000003,17201842,430.046049999999980,430.286875042499787,0.010184180000000,0.583490359634659,6,34.838502465589173,101.059335439999998
,15294080,Cook_Inlet_75000200000278,-0.096925087499528,62.132726880000000,-150.538770610000000,9296439,232.410975000000008,232.314049912500479,0.002810560000000,0.161032802056528,4,86.014291938230841,150.701177569999999
,15294350,Cook_Inlet_75000200007927,43955.983000259002438,61.546848199999999,-150.512559960000004,247304151,6182.603774999999587,50138.586775258998387,0.000127160000000,0.007285731283614,9,27.895993453072112,39.668199729999998
,15274000,Cook_Inlet_75000100001919,0.776325015999888,61.166104199999999,-149.773177010000012,2886724,72.168099999999995,72.944425015999883,0.015197700000000,0.870697037444626,4,8.921565010441562,21.724360749999999
,15274600,Cook_Inlet_75000100000004,0.029249892000166,61.138847689999999,-149.925139099999996,6860071,171.501775000000009,171.531024892000175,0.002996370000000,0.171678841069956,5,2.352145735295287,3.703313520000000
,15276000,Cook_Inlet_75000100003094,3.792674937750093,61.225050850000002,-149.637243140000010,9231115,230.777874999999995,234.570549937750087,0.021515310000000,1.232546295974706,5,12.710116493970386,15.640035960000001
,15285000,Cook_Inlet_75000100004200,1.656000003749902,61.643062530000002,-149.198412649999995,2230531,55.763275000000000,57.419275003749902,0.007878800000000,0.451412647228615,5,15.433110903227968,34.857640070000002
,15258000,Cook_Inlet_75004400001952,6.854725623060403,60.492371949999999,-149.809717790000008,66673517,1666.837925000000041,1673.692650623060445,0.000010000000000,0.000572957795112,6,45.934597297660950,117.836797660000002
,15260001,Cook_Inlet_75004400006357,2.369825049953832,60.434410309999997,-149.824170740000000,3231232,80.780799999999999,83.150625049953831,0.057665390000000,3.300328518159380,5,40.802433831850827,121.013745630000003
,15261000,Cook_Inlet_75004400009331,0.305350040731852,60.479995090000003,-149.883504319999986,4953323,123.833074999999994,124.138425040731846,0.027124120000000,1.553716641358722,5,46.839709855830939,114.563958540000002
,15266110,Cook_Inlet_75004400003154,0.111050674608578,60.466418220000001,-150.603480350000012,128233036,3205.825899999999820,3205.936950674608397,0.001177990000000,0.067493824089124,6,30.889796421748226,60.413523480000002
,15266300,Cook_Inlet_75004400001498,3.601674707893835,60.476907019999999,-151.081869670000003,206209286,5155.232149999999820,5158.833824707893655,0.001159310000000,0.066423540389583,6,6.193623770846932,16.764382999999999
,15272380,Cook_Inlet_75004400011711,6.805650535550910,60.897260899999999,-148.923886470000014,14150430,353.760749999999973,360.566400535550883,0.000010000000000,0.000572957795112,5,6.499652006276315,7.606403230000000
,15280999,Cook_Inlet_75000400014405,0.102749969749958,61.523486259999999,-149.041949759999994,641124,16.028099999999998,16.130849969749956,0.002998030000000,0.171773951209553,1,12.595242923758436,13.773458919999999
,15283700,Cook_Inlet_75000400014403,-0.134125079999706,61.684347610000003,-149.052638110000004,5223860,130.596499999999992,130.462374920000286,0.020268590000000,1.161145675456325,4,23.454714822811383,36.752676030000003
,15284000,Cook_Inlet_75000400009620,3.219625143749909,61.608647650000002,-149.073903610000002,212943660,5323.591500000000451,5326.811125143750360,0.002878680000000,0.164935758973258,8,16.666977568735646,23.510792469999998
,15292700,Cook_Inlet_75000300025361,-0.787324849500692,62.346579630000001,-150.019502679999988,208520653,5213.016324999999597,5212.229000150498905,0.001244680000000,0.071314874016685,8,97.209278933550010,161.907400590000009
,15294345,Cook_Inlet_75000600010189,-0.115700272375761,61.699226119999999,-150.649966610000007,631779244,15794.481100000000879,15794.365399727625118,0.000863720000000,0.049487498374949,8,44.364287611649004,60.823190730000000
,15292400,Cook_Inlet_75000500010609,0.417800088250260,62.558356390000000,-150.235323760000000,261138946,6528.473649999999907,6528.891450088250167,0.000995490000000,0.057037356706137,7,122.882440308232233,185.542043970000009
,15291000,Cook_Inlet_75000700032122,2.087125232999824,63.100081549999999,-147.518736069999989,95187521,2379.688024999999925,2381.775150232999749,0.000379640000000,0.021751768689344,7,199.606342680035567,459.932255660000010
,15291700,Cook_Inlet_75000700030756,-0.031474529750994,62.822458709999999,-148.604830340000007,534510581,13362.764525000000503,13362.733050470249509,0.002232390000000,0.127906312751013,7,150.052746438476646,289.123932969999998
,15292100,Cook_Inlet_75000700036166,-0.992499808749926,62.398661920000002,-150.135368999999997,651519434,16287.985849999999118,16286.993350191249192,0.001221630000000,0.069994208307265,7,104.352447583799730,163.658405570000014
,15238984,Cook_Inlet_75004300004983,0.001100115944363,59.752181800000002,-150.955559380000011,610411,15.260275000000000,15.261375115944363,0.067002590000000,3.833236231928123,2,1.587158661691999,2.985673470000000
,15238986,Cook_Inlet_75004300008012,1.670199959885217,59.761714910000002,-150.955135390000009,2309790,57.744750000000003,59.414949959885220,0.004195740000000,0.240396783273755,3,1.319394468074170,0.000000000000000
,15239070,Cook_Inlet_75004300006071,0.759949813863955,59.800900740000003,-150.884233840000007,8500656,212.516400000000004,213.276349813863959,0.005239120000000,0.300176717927971,4,2.158333710517507,3.151214460000000
,15241600,Cook_Inlet_75004300004332,0.194849762599858,60.048342150000003,-151.664872190000011,13197169,329.929224999999974,330.124074762599832,0.006007030000000,0.344173326684561,5,0.320884410858915,0.000000000000000
,fws_Long Lake Creek,Copper_River_75019700003889,5.503749944750325,61.376865100000003,-143.315408749999989,909112,22.727799999999998,28.231549944750324,0.005972360000000,0.342186953273060,3,137.133917275729289,242.936529269999994
,fws_Tanada Creek,Copper_River_75019800010313,0.231274827000448,62.614092020000001,-143.778134330000000,22471587,561.789674999999988,562.020949827000436,0.006220710000000,0.356415831186791,5,211.396415335562864,421.017080340000007
,Caribou Creek,Copper_River_75019800014348,0.398875003000185,62.573238060000001,-143.517589100000009,1391324,34.783099999999997,35.181975003000183,0.007824720000000,0.448314282487907,4,216.915944677882152,441.454615670000010
,Crystal Creek,Copper_River_75019700004084,1.975374977750064,61.366572849999997,-143.429041680000012,1262850,31.571249999999999,33.546624977750064,0.013698060000000,0.784791942677362,4,132.328936780587128,235.891655070000013
,Gilahina River,Copper_River_75019700001794,10.061049868000310,61.438493479999998,-143.718492970000000,5268150,131.703750000000014,141.764799868000324,0.024651950000000,1.412166671443146,4,129.220523904105761,220.706789820000012
,Lakina River,Copper_River_75019700004190,0.436125094249633,61.375529829999998,-143.347623019999986,14801415,370.035374999999988,370.471500094249620,0.008623320000000,0.494067595073422,5,135.971506087118712,242.936529269999994
,Long Lake Creek,Copper_River_75019700003889,5.503749944750325,61.377253899999999,-143.314022289999997,909112,22.727799999999998,28.231549944750324,0.005972360000000,0.342186953273060,3,137.213474143039122,242.936529269999994
,Rock Creek WRST,Copper_River_75019800001957,0.093375038249995,62.565106149999998,-143.432958350000007,506289,12.657225000000000,12.750600038249996,0.024834900000000,1.422642520572628,3,219.296122241123754,447.773468369999989
,Rufus Creek,Copper_River_75019800000406,4.834199981000067,62.659476480000002,-143.842774149999997,100861,2.521525000000000,7.355724981000067,0.004792600000000,0.274593650525405,1,213.231676697330130,411.618664430000024
,USFS_18 Mile,Copper_River_75003900044738,0.218249940750085,60.459834899999997,-145.294346389999987,232966,5.824150000000000,6.042399940750085,0.002036560000000,0.116686131403784,4,2.262158593394298,3.072071410000000
,USFS_25 Mile,Copper_River_75003900055694,0.012000000999973,60.442422559999997,-145.120630820000002,7933,0.198325000000000,0.210325000999973,0.010107670000000,0.579107110756988,2,1.346377938190944,3.320825990000000
,USFS_Blackhole Creek,Copper_River_75003900027771,0.093475013250027,60.447581280000001,-145.242116879999998,60666,1.516650000000000,1.610125013250028,0.018067030000000,1.035051957421552,4,0.553097909091977,1.331766860000000
,USFS_Cabin Lake Outlet,Copper_River_75003900028507,0.000074990750025,60.526648969999997,-145.459904910000006,84989,2.124725000000000,2.124799990750025,0.000010000000000,0.000572957795112,3,7.463061592417901,13.604498619999999
,USFS_24.9 Mile Creek,Copper_River_75003900023674,0.001174986249894,60.441698729999999,-145.135925950000001,155479,3.886975000000000,3.888149986249894,0.000010000000000,0.000572957795112,3,1.712367350133306,6.775228220000000
,USFS_Ibeck Creek-Low,Copper_River_75003900054316,0.020324949250096,60.550114090000001,-145.504026579999987,2085763,52.144075000000001,52.164399949250097,0.000010000000000,0.000572957795112,6,9.971268425052802,14.199787130000001
,USFS_18 Mile Middle Fork,Copper_River_75003900044936,0.005950011000066,60.461109569999998,-145.308054419999991,207221,5.180525000000000,5.186475011000066,0.002586910000000,0.148218694349171,4,2.762825364445987,4.331362270000000
,USFS_18 Mile West Fork,Copper_River_75003900023855,0.007924991000045,60.462383989999999,-145.321311640000005,30274,0.756850000000000,0.764774991000045,0.000010000000000,0.000572957795112,3,3.302131457391440,5.208435150000001
,USFS_Middle Arm Eyak,Copper_River_75003900055039,0.070675039000009,60.556815309999998,-145.645380280000012,134785,3.369625000000000,3.440300039000009,0.000010000000000,0.000572957795112,4,4.618268163353680,11.038882870000000
,USFS_Hook Point,Copper_River_75003900039073,-0.502650016499953,60.349480870000001,-146.263127050000008,250521,6.263025000000000,5.760374983500047,0.000010000000000,0.000572957795112,4,0.482147533461557,0.534667540000000
,USFS_Little Martin River,Copper_River_75003900062264,0.012925155999746,60.396953109999998,-144.605428819999986,885568,22.139199999999999,22.152125155999745,0.007746920000000,0.443856941043587,6,8.851492279932296,18.111937240000000
,USFS_Martin Lake- Inlet,Copper_River_75003900055316,0.229374920750210,60.342823310000000,-144.519177689999992,284173,7.104325000000000,7.333699920750210,0.000010000000000,0.000572957795112,5,7.926575876383507,26.717759850000000
,USFS_Power Creek,Copper_River_75003900033524,0.000124975250124,60.586589130000000,-145.620738929999987,2162081,54.052025000000000,54.052149975250124,0.000010000000000,0.000572957795112,6,4.352314050328314,16.771012740000000
,USFS_Salmon Creek,Copper_River_75003900027489,0.019124933500223,60.454584560000001,-145.173239319999993,835566,20.889150000000001,20.908274933500223,0.005764920000000,0.330301926144932,5,2.754799145835289,3.728862960000000
,USFS_East Fork 18 Mile,Copper_River_75003900044738,0.218249940750085,60.459834899999997,-145.294346389999987,232966,5.824150000000000,6.042399940750085,0.002036560000000,0.116686131403784,4,2.262158593394298,3.072071410000000
,USFS_Eyak Lake Tributary,Copper_River_75003900023942,0.020599975500001,60.555581770000003,-145.642905159999998,319937,7.998425000000000,8.019024975500001,0.008356710000000,0.478793068381192,5,4.809477452733280,11.038882870000000
,USFS_Ibeck Creek-Lower Side Channel,Copper_River_75003900054316,0.020324949250096,60.550114090000001,-145.504026579999987,2085763,52.144075000000001,52.164399949250097,0.000010000000000,0.000572957795112,6,9.971268425052802,14.199787130000001
,15209700,Copper_River_75019700017692,0.663525139249828,61.433508230000001,-142.942730159999996,27990442,699.761049999999955,700.424575139249782,0.007366760000000,0.422076621549384,5,149.380025975810952,272.444677739999975
,15200280,Copper_River_75019600118138,0.777750077000746,62.520570159999998,-145.534162409999993,182019111,4550.477775000000292,4551.255525077001039,0.001096340000000,0.062815629744060,7,159.510899659712294,350.389366580000001
,15200000,Copper_River_75019800019692,0.014350292749668,62.301166960000003,-145.307220930000000,64928597,1623.214924999999994,1623.229275292749662,0.003589300000000,0.205650858270898,6,140.044719076627558,298.918553040000006
,15212000,Copper_River_75003900062338,50844.949349864255055,61.465500220000003,-144.456332029999999,10233478,255.836950000000002,51100.786299864252214,0.000858350000000,0.049179820267071,9,104.217032323315323,158.867099029999991
,15215900,Copper_River_75003900058380,0.158400019499902,60.532854860000000,-145.381027030000013,202868,5.071700000000000,5.230100019499901,0.029842240000000,1.709327104620229,4,9.610378375519343,12.449781770000000
,15298040,Bristol_Bay_2085962,0.123111147000145,60.203907399999999,-154.703843460000002,28639752,2863.975199999999859,2864.098311147000004,0.000000000000000,0.000000000000000,7,82.665652592427350,289.072200000000009
,15300100,Bristol_Bay_2065914,0.172899999999998,59.824038150000000,-154.883862929999992,127969,12.796900000000001,12.969799999999999,0.016639916453000,0.953309004470081,3,65.229344796262382,208.861500000000007
,15300250,Bristol_Bay_2074424,1.214199999999977,59.785987450000000,-155.255377379999999,2199636,219.963600000000014,221.177799999999991,0.005029486852000,0.288165939962490,6,77.890256486914922,186.831700000000012
,15300270,Bristol_Bay_2071934,0.127211113999977,59.841547820000002,-154.379615400000006,1549489,154.948900000000009,155.076111113999985,0.018098298282000,1.036842912401260,5,44.050828832633790,224.540999999999997
,15300300,Bristol_Bay_2073464,0.235399999999970,59.758393669999997,-153.849341250000009,3314766,331.476600000000019,331.711999999999989,0.000000000000000,0.000000000000000,5,14.827304102315670,253.002000000000010
,15300320,Bristol_Bay_2066924,0.410499999999999,59.703795860000000,-153.712124920000008,292920,29.292000000000002,29.702500000000001,0.002333763548000,0.133714558925574,3,5.093676925036545,264.251500000000021
,15301500,Bristol_Bay_4115672,0.083200000000033,60.153795809999998,-158.736212150000000,9063851,906.385099999999966,906.468299999999999,0.010699225181000,0.612997057022298,6,120.755149622098855,358.288599999999974
,15302000,Bristol_Bay_4101123,0.671400000000176,59.934179929999999,-158.190452929999992,39287716,3928.771600000000035,3929.443000000000211,0.002004653420000,0.114858026495123,7,94.421978934495044,303.033500000000004
,15302200,Bristol_Bay_4098704,0.195999999999998,59.792928019999998,-155.523674129999989,1775624,177.562399999999997,177.758399999999995,0.002034052028000,0.116542435788302,5,90.964485064742433,344.084599999999966
,15302250,Bristol_Bay_4105844,0.156299999999987,59.842523120000003,-155.718295719999986,2684058,268.405799999999999,268.562099999999987,0.002475330046000,0.141825674870657,5,103.183811947076649,327.108400000000017
,15302300,Bristol_Bay_4107464,1.489700000000084,59.837439709999998,-156.693106080000007,93988168,9398.816800000000512,9400.306500000000597,0.000000000000000,0.000000000000000,8,104.713848820059340,233.407499999999999
,15302320,Bristol_Bay_4105204,0.018199999999979,59.808888119999999,-156.666623869999995,6927730,692.773000000000025,692.791200000000003,0.001969303868000,0.112832654354396,6,101.898445207569196,237.925600000000003
,15302812,Bristol_Bay_4086815,1.231700000000046,59.414609499999997,-157.797632179999994,15271458,1527.145800000000008,1528.377500000000055,0.000000000000000,0.000000000000000,7,45.446911871250776,162.177400000000006
,580223156504200,Bristol_Bay_1023044,0.570499999999811,58.039822530000002,-156.845453420000013,32646988,3264.698800000000119,3265.269299999999930,0.000758660969000,0.043468063265420,7,36.277834303441793,47.096800000000002
,AKBB-011,Bristol_Bay_4054120,0.038000000000000,60.689588620000002,-154.863252509999995,258389,25.838899999999999,25.876899999999999,0.017744403093000,1.016572722167366,3,107.385248788191547,446.744599999999991
,AKBB-020,Bristol_Bay_4084351,0.552400000000006,60.495605240000003,-154.386886650000008,727260,72.725999999999999,73.278400000000005,0.004595287567000,0.263288729988259,5,75.219725973954468,466.670799999999986
,AKBB-028,Bristol_Bay_2070402,0.739300000000000,60.263588310000003,-155.141833520000006,171020,17.102000000000000,17.841300000000000,0.019169107427000,1.098174455996839,3,106.242309014814680,336.552200000000028
,AKBB-029,Bristol_Bay_2068584,0.341722260999987,59.692576539999997,-155.747289499999994,931952,93.195200000000000,93.536922260999987,0.001939841586000,0.111144596390073,5,97.530406098340123,175.685200000000009
,AKBB-040,Bristol_Bay_4095301,0.151800000000009,60.442401529999998,-155.207736570000009,1863961,186.396099999999990,186.547899999999998,0.008642244746000,0.495151822345583,5,118.097293137337459,408.244300000000010
,CIK_Ben Courtney Creek,Bristol_Bay_2088586,1.232899999999972,59.272214890000001,-156.355056600000012,2684377,268.437700000000007,269.670599999999979,0.000000000000000,0.000000000000000,5,56.013338725601251,72.361199999999997
,CIK_Big Creek,Bristol_Bay_2072993,0.075199999999999,59.976396880000003,-154.832388320000007,163629,16.362900000000000,16.438099999999999,0.002483762234000,0.142308800684786,3,72.620811294158003,230.273300000000006
,CIK_Copper River,Bristol_Bay_2065755,-0.000300000000038,59.502248139999999,-154.465623660000006,3059277,305.927700000000016,305.927399999999977,0.000000000000000,0.000000000000000,5,23.283932539999576,213.259000000000015
,CIK_Gibraltar River,Bristol_Bay_2066955,0.087899999999991,59.429421429999998,-154.832625040000011,3152241,315.224100000000021,315.312000000000012,0.003423395477000,0.196145346187944,6,39.721020913581384,189.738600000000019
,CIK_Napotoli Creek,Bristol_Bay_4099594,0.070399999999950,59.756555370000001,-157.418232369999998,2963364,296.336400000000026,296.406799999999976,0.002306521000000,0.132153684304370,5,89.107803473244005,219.963899999999995
,CIK_Neilson Creek,Bristol_Bay_4051056,0.340100000000000,59.152152559999998,-158.634215879999999,29739,2.973900000000000,3.314000000000000,0.011727913607000,0.671929146706989,2,14.126286641390580,34.989699999999999
,CIK_Panaruqak Creek,Bristol_Bay_4076575,0.425300000000000,59.455030190000002,-157.314135090000008,520549,52.054900000000004,52.480200000000004,0.006112670728000,0.350225872277736,4,62.199088547087634,155.748799999999989
,CIK_Roadhouse Creek,Bristol_Bay_2067494,0.000000000000000,59.757082720000000,-154.849907629999990,627302,62.730200000000004,62.730200000000004,0.004804525825000,0.275276934231677,5,58.523383856537421,194.629100000000022
,CIK_Silver Salmon Creek,Bristol_Bay_4059736,1.101800000000001,59.225444490000001,-158.673355509999993,108644,10.864400000000000,11.966200000000001,0.008961813817000,0.513460362753695,3,22.499180394759808,44.241599999999998
,CIK_Sivanguq Creek,Bristol_Bay_4106904,0.021899999999988,59.726676110000000,-157.339951899999988,1754195,175.419499999999999,175.441399999999987,0.000918723161000,0.052638944856215,5,88.365892931274473,213.229500000000002
,CIK_Squaw Creek,Bristol_Bay_4055337,0.039000000000000,59.043063600000004,-158.547114700000009,90068,9.006800000000000,9.045800000000000,0.000000000000000,0.000000000000000,3,1.312152175281744,7.338500000000000
,CIK_Tunravik Creek,Bristol_Bay_4080875,0.066699999999997,59.479437599999997,-157.258389499999993,1642175,164.217500000000001,164.284199999999998,0.003455397238000,0.197978890340260,5,64.143615095457164,160.515999999999991
,CIK_Yellow Creek,Bristol_Bay_2088326,2.152299999999968,59.191751279999998,-156.657133460000011,4898872,489.887200000000007,492.039499999999975,0.000000000000000,0.000000000000000,5,37.964610353703428,49.134399999999999
,GELO,Bristol_Bay_5030363,0.096800000000002,59.367139620000003,-160.349425779999990,735253,73.525300000000001,73.622100000000003,0.001145135612000,0.065611408858216,4,32.645235765708989,51.684900000000006
,ilbig01,Bristol_Bay_2072993,0.075199999999999,59.976307460000001,-154.832386060000005,163629,16.362900000000000,16.438099999999999,0.002483762234000,0.142308800684786,3,72.614134091073581,230.273300000000006
,iltaz02,Bristol_Bay_2082393,0.327577772000041,59.935834010000001,-154.811975420000010,8442684,844.268400000000042,844.595977772000083,0.008659013207000,0.496112512498098,5,68.828411838954636,234.532799999999980
,iltnr19,Bristol_Bay_2084713,0.118099999999998,59.902509500000001,-154.890980430000013,533298,53.329799999999999,53.447899999999997,0.000000000000000,0.000000000000000,4,70.138424079283766,220.798600000000022
,KATM_idavc_stream_water,Bristol_Bay_3023044,0.407300000000021,58.666207470000003,-155.670862970000002,1483018,148.301799999999986,148.709100000000007,0.000000000000000,0.000000000000000,4,78.595235235664731,112.808999999999997
,KATM_lbrooo_lvl,Bristol_Bay_3030955,0.028699999999958,58.561287170000000,-155.765790189999990,7814461,781.446100000000001,781.474799999999959,0.000000000000000,0.000000000000000,6,75.716485467493811,111.075800000000001
,KATM_lbrooo_temp,Bristol_Bay_3030955,0.028699999999958,58.561287170000000,-155.765790189999990,7814461,781.446100000000001,781.474799999999959,0.000000000000000,0.000000000000000,6,75.716485467493811,111.075800000000001
,KATM_margc_stream_water,Bristol_Bay_3033956,6.474600000000009,58.488299580000003,-155.584309619999999,2666330,266.632999999999981,273.107599999999991,0.000000000000000,0.000000000000000,5,63.118197520444994,116.580100000000002
,KATM_naknlo_continuous_wq,Bristol_Bay_3024343,0.750900000000001,58.681729400000002,-156.435195550000003,67534832,6753.483199999999670,6754.234099999999671,0.000000000000000,0.000000000000000,8,35.935373009812295,58.960500000000003
,KATM_naknlo_lvl,Bristol_Bay_3024343,0.750900000000001,58.681729400000002,-156.435195550000003,67534832,6753.483199999999670,6754.234099999999671,0.000000000000000,0.000000000000000,8,35.935373009812295,58.960500000000003
,KATM_naknlo_temp,Bristol_Bay_3024343,0.750900000000001,58.681729400000002,-156.435195550000003,67534832,6753.483199999999670,6754.234099999999671,0.000000000000000,0.000000000000000,8,35.935373009812295,58.960500000000003
,KATM_savor_stream_water,Bristol_Bay_3034126,3.127099999999999,58.523388720000000,-155.307249530000007,761232,76.123199999999997,79.250299999999996,0.000000000000000,0.000000000000000,4,59.395126723611469,137.756900000000002
,KATM_upatc_stream_water,Bristol_Bay_3033666,0.366099999999989,58.510984420000000,-155.804026010000001,828264,82.826400000000007,83.192499999999995,0.003150023629000,0.180482462355063,4,72.588324931077182,117.284999999999997
,KULR,Bristol_Bay_5038375,0.184599999999989,59.038457819999998,-159.775047499999999,4526382,452.638199999999983,452.822799999999972,0.001556450821000,0.089177991050627,5,12.391304974414439,20.351900000000001
,LACL_kijilo_lvl,Bristol_Bay_2078282,0.253111113999992,60.307279070000000,-154.289871879999993,1118523,111.852300000000000,112.105411113999992,0.000000000000000,0.000000000000000,4,66.299720768717663,290.623499999999979
,LACL_kijilo_temp,Bristol_Bay_2078282,0.253111113999992,60.307279170000001,-154.289825299999990,1118523,111.852300000000000,112.105411113999992,0.000000000000000,0.000000000000000,4,66.297147513470094,290.623499999999979
,LACL_lclaro_continuous_wq,Bristol_Bay_2087913,0.831437357824143,60.016114379999998,-154.754914000000014,75916376,7591.637600000000020,7592.469037357824163,0.000986914483000,0.056546016257630,8,72.490689571302653,238.317299999999989
,LACL_lclaro_lvl,Bristol_Bay_2087913,0.831437357824143,60.017097909999997,-154.754936500000014,75916376,7591.637600000000020,7592.469037357824163,0.000986914483000,0.056546016257630,8,72.555298975224886,238.317299999999989
,LACL_lclaro_temp,Bristol_Bay_2087913,0.831437357824143,60.016293200000000,-154.754918089999990,75916376,7591.637600000000020,7592.469037357824163,0.000986914483000,0.056546016257630,8,72.502428699213041,238.317299999999989
,LACL_lkijr_stream_water,Bristol_Bay_2078282,0.253111113999992,60.307277679999999,-154.290516239999988,1118523,111.852300000000000,112.105411113999992,0.000000000000000,0.000000000000000,4,66.335319903687022,290.623499999999979
,LACL_tazir_stream_water,Bristol_Bay_2082373,0.004277772000023,59.931462269999997,-154.813341430000008,8438351,843.835100000000011,843.839377772000034,0.001022377981000,0.058577922968756,5,68.581181641456496,236.054700000000025
,LACL_tlikr_stream_water,Bristol_Bay_2041471,0.094041658912374,60.494633610000001,-153.687042880000007,11887399,1188.739900000000034,1188.833941658912408,0.001455636180000,0.083401750714570,7,40.387137297670442,332.557900000000018
,MALR,Bristol_Bay_5020796,0.021299999999997,58.929710190000002,-160.847556550000007,3452522,345.252200000000016,345.273500000000013,0.000000000000000,0.000000000000000,5,5.546123880959871,11.480200000000002
,mubon10,Bristol_Bay_4054200,0.416100000000000,60.692617749999997,-154.864987289999988,1760505,176.050500000000000,176.466600000000000,0.005835603441000,0.334351652748910,4,107.610185215382955,445.544300000000021
,muekm23,Bristol_Bay_4092244,0.030299999999997,59.825413859999998,-155.357097320000008,221305,22.130500000000001,22.160799999999998,0.007289950419000,0.417675993068907,3,85.089735597754256,361.624099999999999
,musfk01,Bristol_Bay_4099694,0.068700000000035,59.829171279999997,-155.774534670000008,2732095,273.209499999999991,273.278200000000027,0.002702257440000,0.154827569610178,5,105.225123695510305,323.203300000000013
