OID_,cat_ID_txt,cat_elev_ZONE_CODE,cat_elev_COUNT,cat_elev_AREA,cat_elev_MIN,cat_elev_MAX,cat_elev_RANGE,cat_elev_MEAN,cat_elev_STD,cat_elev_SUM,cat_elev_VARIETY,cat_elev_MAJORITY,cat_elev_MINORITY,cat_elev_MEDIAN,cat_elev_PCT90,region,cat_ID_con
286,2082373,17,2454.000000000000000,245400.000000000000000,83,101,18,89.648329258353641,5.952799542399916,219997.000000000000000,19,86,101,87,100,Bristol_Bay,Bristol_Bay_2082373
287,2082393,18,3426.000000000000000,342600.000000000000000,76,99,23,90.064506713368445,6.768646684398654,308561.000000000000000,24,97,76,92,97,Bristol_Bay,Bristol_Bay_2082393
288,2084713,19,1936.000000000000000,193600.000000000000000,76,82,6,78.493285123966942,1.505141447907287,151963.000000000000000,7,77,82,78,81,Bristol_Bay,Bristol_Bay_2084713
289,2085642,20,2541.000000000000000,254100.000000000000000,81,113,32,90.799291617473401,8.087227109212572,230721.000000000000000,33,88,113,88,106,Bristol_Bay,Bristol_Bay_2085642
290,2085962,21,1185.000000000000000,118500.000000000000000,75,96,21,81.430379746835456,4.479348423939543,96495.000000000000000,22,81,94,81,88,Bristol_Bay,Bristol_Bay_2085962
291,2087913,22,4187.000000000000000,418700.000000000000000,74,95,21,83.652495820396496,7.524363444153440,350253.000000000000000,22,74,77,85,93,Bristol_Bay,Bristol_Bay_2087913
292,2088163,23,8683.000000000000000,868300.000000000000000,74,97,23,80.478636415985079,5.779637846975671,698796.000000000000000,24,74,97,80,91,Bristol_Bay,Bristol_Bay_2088163
293,2088253,24,11080.000000000000000,1108000.000000000000000,70,94,24,77.606498194946084,6.341374170124351,859880.000000000000000,25,71,94,77,88,Bristol_Bay,Bristol_Bay_2088253
294,2088326,25,27620.000000000000000,2762000.000000000000000,5,18,13,9.563794351918892,2.796738262287885,264152.000000000000000,14,11,18,10,13,Bristol_Bay,Bristol_Bay_2088326
295,2088586,26,15636.000000000000000,1563600.000000000000000,5,30,25,15.321373752877923,7.088872739082700,239565.000000000000000,26,6,28,17,24,Bristol_Bay,Bristol_Bay_2088586
296,3023044,27,20544.000000000000000,2054400.000000000000000,13,57,44,32.704731308411219,7.925534773534041,671886.000000000000000,44,27,16,30,45,Bristol_Bay,Bristol_Bay_3023044
297,3024343,28,5190.000000000000000,519000.000000000000000,-1,44,45,32.506551059730342,7.829631937349807,168709.000000000000000,35,27,-1,35,41,Bristol_Bay,Bristol_Bay_3024343
298,3030955,29,2288.000000000000000,228800.000000000000000,13,29,16,17.794580419580413,5.272531271862070,40714.000000000000000,17,13,23,15,27,Bristol_Bay,Bristol_Bay_3030955
299,3033666,30,7070.000000000000000,707000.000000000000000,20,51,31,30.118528995756787,9.784095519494434,212938.000000000000000,32,20,51,31,42,Bristol_Bay,Bristol_Bay_3033666
300,3033956,31,67346.000000000000000,6734600.000000000000000,13,613,600,39.576203486472870,64.526149222416194,2665299.000000000000000,584,13,433,23,57,Bristol_Bay,Bristol_Bay_3033956
301,3034126,32,34571.000000000000000,3457100.000000000000000,15,66,51,21.513696450782536,9.355917924919416,743750.000000000000000,52,19,65,19,25,Bristol_Bay,Bristol_Bay_3034126
302,4046617,33,32076.000000000000000,3207600.000000000000000,8,42,34,28.277996009477587,6.188853802195152,907045.000000000000000,35,32,42,29,36,Bristol_Bay,Bristol_Bay_4046617
303,4048046,34,1780.000000000000000,178000.000000000000000,4,54,50,21.119101123595527,13.764201053918658,37592.000000000000000,51,9,53,15,44,Bristol_Bay,Bristol_Bay_4048046
304,4051055,35,8396.000000000000000,839600.000000000000000,16,72,56,39.537875178656542,18.264157175040289,331960.000000000000000,57,16,72,42,64,Bristol_Bay,Bristol_Bay_4051055
305,4051056,36,8779.000000000000000,877900.000000000000000,25,70,45,46.512928579565099,10.058023273406183,408337.000000000000000,46,61,70,45,61,Bristol_Bay,Bristol_Bay_4051056
306,4051616,37,5524.000000000000000,552400.000000000000000,3,285,282,67.840695148443160,43.196924194990949,374752.000000000000000,255,46,171,55,125,Bristol_Bay,Bristol_Bay_4051616
307,4052076,38,20344.000000000000000,2034400.000000000000000,4,71,67,15.266073535194757,13.173680146479576,310573.000000000000000,68,4,70,12,36,Bristol_Bay,Bristol_Bay_4052076
308,4054120,39,4899.000000000000000,489900.000000000000000,401,466,65,441.057971014492864,16.838967726529404,2160743.000000000000000,66,456,401,445,461,Bristol_Bay,Bristol_Bay_4054120
309,4054200,40,4754.000000000000000,475400.000000000000000,392,461,69,419.097181320992320,18.612510789636787,1992388.000000000000000,70,398,461,419,443,Bristol_Bay,Bristol_Bay_4054200
310,4055337,41,1157.000000000000000,115700.000000000000000,6,23,17,14.822817631806405,5.115154295792737,17150.000000000000000,18,21,6,15,21,Bristol_Bay,Bristol_Bay_4055337
311,4059016,42,2427.000000000000000,242700.000000000000000,4,31,27,11.324268644416989,4.769417431479440,27484.000000000000000,28,12,31,11,18,Bristol_Bay,Bristol_Bay_4059016
312,4059736,43,22988.000000000000000,2298800.000000000000000,36,242,206,85.822951104924073,44.688551306167383,1972898.000000000000000,206,60,238,66,153,Bristol_Bay,Bristol_Bay_4059736
313,4060036,44,11049.000000000000000,1104900.000000000000000,34,204,170,67.018101185627913,30.856847293067105,740483.000000000000000,171,41,169,54,113,Bristol_Bay,Bristol_Bay_4060036
314,4061136,45,8545.000000000000000,854500.000000000000000,4,59,55,30.727442949093067,15.478270370817958,262566.000000000000000,56,4,59,33,50,Bristol_Bay,Bristol_Bay_4061136
315,4063606,46,230.000000000000000,23000.000000000000000,4,30,26,6.421739130434785,4.578822377722211,1477.000000000000000,23,4,16,5,12,Bristol_Bay,Bristol_Bay_4063606
316,4063775,47,7103.000000000000000,710300.000000000000000,16,40,24,19.103758975080950,5.700420607783315,135694.000000000000000,25,16,40,16,29,Bristol_Bay,Bristol_Bay_4063775
317,4064055,48,1851.000000000000000,185100.000000000000000,16,56,40,29.251215559157203,11.627994517159081,54144.000000000000000,41,16,56,33,43,Bristol_Bay,Bristol_Bay_4064055
318,4064845,49,5152.000000000000000,515200.000000000000000,16,57,41,35.150621118012388,13.038249377089752,181096.000000000000000,42,16,57,35,52,Bristol_Bay,Bristol_Bay_4064845
319,4068584,50,2193.000000000000000,219300.000000000000000,16,66,50,34.103511171910654,9.926852925892515,74789.000000000000000,51,16,66,35,45,Bristol_Bay,Bristol_Bay_4068584
320,4069455,51,2997.000000000000000,299700.000000000000000,16,55,39,29.844511177844566,11.897172918796779,89444.000000000000000,40,16,17,29,46,Bristol_Bay,Bristol_Bay_4069455
321,4069495,52,4293.000000000000000,429300.000000000000000,16,35,19,24.391334730957340,4.128738842383079,104712.000000000000000,20,24,35,24,30,Bristol_Bay,Bristol_Bay_4069495
322,4069586,53,4774.000000000000000,477400.000000000000000,4,40,36,16.800795978215341,8.339310819142446,80207.000000000000000,37,15,40,15,29,Bristol_Bay,Bristol_Bay_4069586
323,4071036,54,2709.000000000000000,270900.000000000000000,28,70,42,42.650424510889664,8.808573963587230,115540.000000000000000,43,33,28,42,54,Bristol_Bay,Bristol_Bay_4071036
324,4071256,55,3036.000000000000000,303600.000000000000000,27,41,14,30.342885375494106,2.352643813474513,92121.000000000000000,15,29,41,30,33,Bristol_Bay,Bristol_Bay_4071256
325,4071625,56,7072.000000000000000,707200.000000000000000,16,59,43,33.074802036198882,11.751500756924443,233905.000000000000000,44,16,59,32,49,Bristol_Bay,Bristol_Bay_4071625
326,4073375,57,9601.000000000000000,960100.000000000000000,38,189,151,66.733777731486100,31.802925228776424,640711.000000000000000,152,38,187,58,109,Bristol_Bay,Bristol_Bay_4073375
327,4074184,58,633.000000000000000,63300.000000000000000,16,46,30,30.742496050552909,7.052839036691004,19460.000000000000000,31,31,16,30,42,Bristol_Bay,Bristol_Bay_4074184
328,4074505,59,5446.000000000000000,544600.000000000000000,16,106,90,25.860631656261447,15.829617616102899,140837.000000000000000,91,20,97,20,49,Bristol_Bay,Bristol_Bay_4074505
329,4074726,60,7745.000000000000000,774500.000000000000000,4,35,31,9.604906391220148,7.105540383325862,74390.000000000000000,32,4,35,6,22,Bristol_Bay,Bristol_Bay_4074726
330,4075225,61,1607.000000000000000,160700.000000000000000,16,47,31,25.246421904169249,6.159183596868260,40571.000000000000000,32,24,47,24,32,Bristol_Bay,Bristol_Bay_4075225
331,4075474,62,11071.000000000000000,1107100.000000000000000,16,852,836,203.783669045253447,170.035366654734929,2256089.000000000000000,746,30,603,140,472,Bristol_Bay,Bristol_Bay_4075474
332,4075715,63,14620.000000000000000,1462000.000000000000000,16,74,58,36.406634746921988,13.601705746287406,532265.000000000000000,59,36,74,35,59,Bristol_Bay,Bristol_Bay_4075715
333,4076505,64,184.000000000000000,18400.000000000000000,16,28,12,17.538043478260864,3.080208293045201,3227.000000000000000,13,16,28,16,23,Bristol_Bay,Bristol_Bay_4076505
334,4076575,65,17000.000000000000000,1700000.000000000000000,30,101,71,62.432058823529474,21.350577245180482,1061345.000000000000000,72,39,101,60,93,Bristol_Bay,Bristol_Bay_4076575
335,4076675,66,4294.000000000000000,429400.000000000000000,16,36,20,20.402421984163972,5.063422049675066,87608.000000000000000,21,16,36,19,29,Bristol_Bay,Bristol_Bay_4076675
336,4078235,67,22458.000000000000000,2245800.000000000000000,16,53,37,23.524579214533830,9.070240082550988,528315.000000000000000,38,16,53,19,38,Bristol_Bay,Bristol_Bay_4078235
337,4079234,68,10802.000000000000000,1080200.000000000000000,16,61,45,31.507961488613226,11.021598593640535,340349.000000000000000,46,16,17,28,48,Bristol_Bay,Bristol_Bay_4079234
338,4080045,69,2546.000000000000000,254600.000000000000000,4,13,9,7.718774548311083,2.377282057928765,19652.000000000000000,10,9,13,8,10,Bristol_Bay,Bristol_Bay_4080045
339,4080875,70,19463.000000000000000,1946300.000000000000000,31,108,77,57.058778194523107,24.754092192870743,1110535.000000000000000,78,38,108,43,100,Bristol_Bay,Bristol_Bay_4080875
340,4082225,71,406.000000000000000,40600.000000000000000,16,33,17,22.256157635467975,2.930794376885649,9036.000000000000000,17,21,30,22,26,Bristol_Bay,Bristol_Bay_4082225
341,4084145,72,8375.000000000000000,837500.000000000000000,4,47,43,18.438447761194013,13.825185841814360,154422.000000000000000,44,7,47,9,40,Bristol_Bay,Bristol_Bay_4084145
342,4084351,73,10848.000000000000000,1084800.000000000000000,492,1071,579,662.061946902655563,180.828936293197614,7182048.000000000000000,580,502,492,576,957,Bristol_Bay,Bristol_Bay_4084351
343,4084915,74,2891.000000000000000,289100.000000000000000,16,53,37,25.441023867174032,9.859453260646704,73550.000000000000000,38,16,53,23,42,Bristol_Bay,Bristol_Bay_4084915
344,4086815,75,13569.000000000000000,1356900.000000000000000,26,41,15,29.672636155943714,2.241151808139763,402628.000000000000000,16,29,41,29,32,Bristol_Bay,Bristol_Bay_4086815
345,4087015,76,1818.000000000000000,181800.000000000000000,16,33,17,22.663916391639141,5.858697938754316,41203.000000000000000,18,16,27,22,31,Bristol_Bay,Bristol_Bay_4087015
346,4087224,77,2745.000000000000000,274500.000000000000000,16,75,59,42.422222222222295,13.884767038645840,116449.000000000000000,60,48,71,45,60,Bristol_Bay,Bristol_Bay_4087224
347,4088675,78,10016.000000000000000,1001600.000000000000000,4,75,71,11.584165335463263,14.103674805998855,116027.000000000000000,72,4,75,6,28,Bristol_Bay,Bristol_Bay_4088675
348,4088904,79,3181.000000000000000,318100.000000000000000,213,229,16,217.535680603583728,3.417653020656013,691981.000000000000000,17,214,229,217,222,Bristol_Bay,Bristol_Bay_4088904
349,4089074,80,2866.000000000000000,286600.000000000000000,183,217,34,194.451151430565176,10.328073740432743,557297.000000000000000,35,187,183,189,214,Bristol_Bay,Bristol_Bay_4089074
350,4089384,81,724.000000000000000,72400.000000000000000,16,42,26,21.704419889502780,5.233860466396098,15714.000000000000000,27,16,31,21,27,Bristol_Bay,Bristol_Bay_4089384
351,4089394,82,2777.000000000000000,277700.000000000000000,16,51,35,20.391789701116341,8.618421051484130,56628.000000000000000,36,16,51,16,35,Bristol_Bay,Bristol_Bay_4089394
352,4089574,83,11262.000000000000000,1126200.000000000000000,24,67,43,47.316462440063844,9.362754550951028,532878.000000000000000,44,51,67,49,58,Bristol_Bay,Bristol_Bay_4089574
353,4091164,84,1034.000000000000000,103400.000000000000000,24,44,20,28.277562862669235,2.573360674852276,29239.000000000000000,19,29,40,28,31,Bristol_Bay,Bristol_Bay_4091164
354,4091424,85,11879.000000000000000,1187900.000000000000000,233,326,93,266.731963970031586,27.944051009240372,3168509.000000000000000,94,236,233,259,313,Bristol_Bay,Bristol_Bay_4091424
355,4092244,86,2255.000000000000000,225500.000000000000000,266,295,29,279.709977827051148,7.658345461661519,630746.000000000000000,30,272,295,279,291,Bristol_Bay,Bristol_Bay_4092244
356,4093084,87,2571.000000000000000,257100.000000000000000,16,282,266,79.984830805134038,73.432258181127054,205641.000000000000000,254,19,65,34,194,Bristol_Bay,Bristol_Bay_4093084
357,4095301,88,4707.000000000000000,470700.000000000000000,320,559,239,395.377310388782462,59.862394249863229,1861041.000000000000000,240,323,554,393,488,Bristol_Bay,Bristol_Bay_4095301
358,4095374,89,21369.000000000000000,2136900.000000000000000,24,50,26,27.075483176564056,4.903950134725229,578576.000000000000000,27,24,47,24,35,Bristol_Bay,Bristol_Bay_4095374
359,4096064,90,4651.000000000000000,465100.000000000000000,16,112,96,39.047086648032689,20.214240017068590,181608.000000000000000,96,16,98,32,68,Bristol_Bay,Bristol_Bay_4096064
360,4096454,91,8517.000000000000000,851700.000000000000000,16,1059,1043,196.641892685217300,230.465640358341460,1674799.000000000000000,920,22,486,88,553,Bristol_Bay,Bristol_Bay_4096454
361,4098114,92,20476.000000000000000,2047600.000000000000000,24,54,30,30.809191248290688,7.450453357732201,630849.000000000000000,31,24,54,29,42,Bristol_Bay,Bristol_Bay_4098114
362,4098704,93,12165.000000000000000,1216500.000000000000000,228,325,97,250.394410193176583,24.526271377051383,3046048.000000000000000,98,232,325,237,291,Bristol_Bay,Bristol_Bay_4098704
363,4099594,94,791.000000000000000,79100.000000000000000,54,58,4,55.848293299620728,0.927044974241335,44176.000000000000000,5,56,54,56,57,Bristol_Bay,Bristol_Bay_4099594
364,4099694,95,3040.000000000000000,304000.000000000000000,177,189,12,180.972368421052749,2.492071569271447,550156.000000000000000,13,180,189,180,185,Bristol_Bay,Bristol_Bay_4099694
365,4101123,96,9708.000000000000000,970800.000000000000000,90,114,24,102.026060980634512,7.889745542876864,990469.000000000000000,25,110,114,102,112,Bristol_Bay,Bristol_Bay_4101123
366,4101274,97,12840.000000000000000,1284000.000000000000000,38,133,95,43.900856697819236,13.934785779400450,563687.000000000000000,95,38,106,38,66,Bristol_Bay,Bristol_Bay_4101274
367,4102124,98,8575.000000000000000,857500.000000000000000,37,96,59,52.980758017492718,19.951339711325744,454310.000000000000000,60,38,96,38,86,Bristol_Bay,Bristol_Bay_4102124
368,4104574,99,2626.000000000000000,262600.000000000000000,136,158,22,141.531607006854500,5.784854184456755,371662.000000000000000,23,138,136,139,152,Bristol_Bay,Bristol_Bay_4104574
369,4105204,100,10109.000000000000000,1010900.000000000000000,75,79,4,76.862597685231179,1.179596555987774,777004.000000000000000,5,76,75,77,79,Bristol_Bay,Bristol_Bay_4105204
370,4105594,101,1578.000000000000000,157800.000000000000000,38,142,104,45.496197718631151,18.064110536411171,71793.000000000000000,95,39,48,39,67,Bristol_Bay,Bristol_Bay_4105594
371,4105844,102,2515.000000000000000,251500.000000000000000,189,194,5,191.813518886679532,1.238151054973408,482411.000000000000000,6,192,189,192,193,Bristol_Bay,Bristol_Bay_4105844
372,4106904,103,12164.000000000000000,1216400.000000000000000,51,61,10,55.397155540940346,2.461681704716020,673851.000000000000000,11,55,51,55,60,Bristol_Bay,Bristol_Bay_4106904
373,4107464,104,3544.000000000000000,354400.000000000000000,68,78,10,69.522573363431221,2.276102301039768,246388.000000000000000,11,68,78,69,74,Bristol_Bay,Bristol_Bay_4107464
374,4115672,105,5898.000000000000000,589800.000000000000000,162,296,134,227.779586300441082,39.144915705622466,1343444.000000000000000,135,294,162,224,283,Bristol_Bay,Bristol_Bay_4115672
375,5008707,106,13688.000000000000000,1368800.000000000000000,2,48,46,12.377849210987753,9.782122987833052,169428.000000000000000,47,4,48,8,26,Bristol_Bay,Bristol_Bay_5008707
376,5020796,107,727.000000000000000,72700.000000000000000,12,29,17,13.526822558459424,1.180554831972255,9834.000000000000000,9,14,18,14,14,Bristol_Bay,Bristol_Bay_5020796
377,5021476,108,8714.000000000000000,871400.000000000000000,9,39,30,24.839683268303872,8.839404635419660,216453.000000000000000,31,12,39,27,36,Bristol_Bay,Bristol_Bay_5021476
378,5030363,109,6308.000000000000000,630800.000000000000000,95,117,22,100.193722257450972,6.235741775575743,632022.000000000000000,23,95,117,97,110,Bristol_Bay,Bristol_Bay_5030363
379,5030704,110,4048.000000000000000,404800.000000000000000,56,106,50,68.357460474308084,11.325228870350871,276711.000000000000000,51,63,106,63,85,Bristol_Bay,Bristol_Bay_5030704
380,5032474,111,1233.000000000000000,123300.000000000000000,66,79,13,72.161394971613817,3.988922455063905,88975.000000000000000,14,68,66,71,78,Bristol_Bay,Bristol_Bay_5032474
381,5033094,112,3462.000000000000000,346200.000000000000000,18,35,17,26.926920854997089,5.107015116640342,93221.000000000000000,18,20,35,28,33,Bristol_Bay,Bristol_Bay_5033094
382,5034893,113,1705.000000000000000,170500.000000000000000,70,102,32,77.453372434017595,8.198223937138021,132058.000000000000000,33,70,94,75,89,Bristol_Bay,Bristol_Bay_5034893
383,5038375,114,7945.000000000000000,794500.000000000000000,18,70,52,30.925235997482595,13.319341468925066,245701.000000000000000,53,21,70,23,54,Bristol_Bay,Bristol_Bay_5038375
384,48267,1,7607.000000000000000,760700.000000000000000,9,48,39,30.056263967398507,8.900187946002173,228638.000000000000000,40,34,9,32,40,Kodiak,Kodiak_48267
385,49617,2,1470.000000000000000,147000.000000000000000,12,54,42,19.591836734693867,9.473094805702825,28800.000000000000000,43,15,34,16,30,Kodiak,Kodiak_49617
386,50197,3,819.000000000000000,81900.000000000000000,13,35,22,21.074481074481071,5.377615688559578,17260.000000000000000,23,14,33,21,28,Kodiak,Kodiak_50197
387,64593,4,2080.000000000000000,208000.000000000000000,13,75,62,45.986538461538544,13.430082891750533,95652.000000000000000,63,49,14,47,63,Kodiak,Kodiak_64593
388,72144,5,657.000000000000000,65700.000000000000000,38,121,83,80.800608828005991,19.101064214316331,53086.000000000000000,84,74,38,79,106,Kodiak,Kodiak_72144
389,76954,6,4168.000000000000000,416800.000000000000000,29,80,51,41.128119001919309,8.836779497854879,171422.000000000000000,52,33,29,38,54,Kodiak,Kodiak_76954
390,77794,7,4689.000000000000000,468900.000000000000000,15,88,73,27.745788014502079,10.860355386053733,130100.000000000000000,74,21,83,24,38,Kodiak,Kodiak_77794
391,90346,8,19618.000000000000000,1961800.000000000000000,81,638,557,183.119380161076407,112.555694217248643,3592436.000000000000000,546,81,513,140,353,Kodiak,Kodiak_90346
392,93176,9,853.000000000000000,85300.000000000000000,123,195,72,140.276670574443216,16.513119788217228,119656.000000000000000,67,131,181,133,168,Kodiak,Kodiak_93176
393,94216,10,6507.000000000000000,650700.000000000000000,120,508,388,217.610112186875796,84.273805889451864,1415989.000000000000000,376,121,402,193,348,Kodiak,Kodiak_94216
394,97276,11,7207.000000000000000,720700.000000000000000,81,378,297,132.640488414042039,46.221421451040719,955940.000000000000000,261,118,302,120,199,Kodiak,Kodiak_97276
395,99516,12,7097.000000000000000,709700.000000000000000,126,659,533,263.112864590673382,126.905196611788469,1867312.000000000000000,519,129,543,224,464,Kodiak,Kodiak_99516
396,100826,13,912.000000000000000,91200.000000000000000,121,167,46,128.887061403508909,9.835342159769429,117545.000000000000000,45,123,121,124,145,Kodiak,Kodiak_100826
397,101556,14,2371.000000000000000,237100.000000000000000,121,162,41,128.700548291860059,6.872563846193095,305149.000000000000000,42,127,158,127,137,Kodiak,Kodiak_101556
398,103096,15,736.000000000000000,73600.000000000000000,124,130,6,125.482336956521692,0.778245641018722,92355.000000000000000,7,125,129,125,126,Kodiak,Kodiak_103096
399,103196,16,16141.000000000000000,1614100.000000000000000,48,387,339,74.638126510129652,60.764487858912595,1204734.000000000000000,332,54,192,56,111,Kodiak,Kodiak_103196
400,103296,17,2391.000000000000000,239100.000000000000000,131,183,52,149.842325386867316,16.251108210074825,358273.000000000000000,53,134,183,143,171,Kodiak,Kodiak_103296
401,103456,18,6314.000000000000000,631400.000000000000000,125,171,46,129.167880899588539,7.559415652401485,815566.000000000000000,47,126,169,127,133,Kodiak,Kodiak_103456
402,103496,19,766.000000000000000,76600.000000000000000,18,57,39,30.678851174934728,10.112487264773241,23500.000000000000000,40,20,18,28,48,Kodiak,Kodiak_103496
403,106626,20,3158.000000000000000,315800.000000000000000,123,759,636,272.647245091829916,176.564754191616288,861020.000000000000000,583,150,239,169,575,Kodiak,Kodiak_106626
404,106676,21,977.000000000000000,97700.000000000000000,114,155,41,133.510747185260868,9.314264006136135,130440.000000000000000,42,125,117,130,148,Kodiak,Kodiak_106676
405,107796,22,1874.000000000000000,187400.000000000000000,46,143,97,65.464781216648788,17.723329890028271,122681.000000000000000,89,47,113,62,89,Kodiak,Kodiak_107796
406,107816,23,2566.000000000000000,256600.000000000000000,42,347,305,131.098986749804936,82.500192156807671,336400.000000000000000,301,48,42,111,265,Kodiak,Kodiak_107816
407,108356,24,5022.000000000000000,502200.000000000000000,8,105,97,30.752289924332985,17.199776381680813,154438.000000000000000,94,14,9,22,54,Kodiak,Kodiak_108356
408,128685,25,514.000000000000000,51400.000000000000000,19,79,60,32.636186770428040,14.864299730258185,16775.000000000000000,60,22,60,26,58,Kodiak,Kodiak_128685
409,129955,26,1777.000000000000000,177700.000000000000000,114,144,30,120.832864378165425,6.191529454331748,214720.000000000000000,31,116,144,119,131,Kodiak,Kodiak_129955
410,130295,27,2050.000000000000000,205000.000000000000000,106,144,38,123.856097560975627,9.605855652660447,253905.000000000000000,39,109,106,123,139,Kodiak,Kodiak_130295
411,130735,28,2197.000000000000000,219700.000000000000000,12,319,307,67.694583522985809,54.575967380717692,148725.000000000000000,250,19,146,51,137,Kodiak,Kodiak_130735
412,18457,1,2358.000000000000000,235800.000000000000000,3,70,67,19.229007633587813,14.744765691600387,45342.000000000000000,68,8,70,13,42,Prince_William_Sound,Prince_William_Sound_18457
413,26464,2,10795.000000000000000,1079500.000000000000000,10,263,253,90.133024548401650,42.612674363071697,972986.000000000000000,244,108,222,93,136,Prince_William_Sound,Prince_William_Sound_26464
414,28086,3,2900.000000000000000,290000.000000000000000,0,489,489,241.443448275861755,143.698162738137739,700186.000000000000000,488,3,74,265,426,Prince_William_Sound,Prince_William_Sound_28086
415,29854,4,1862.000000000000000,186200.000000000000000,2,84,82,16.725563909774483,18.428524263474866,31143.000000000000000,83,7,62,7,48,Prince_William_Sound,Prince_William_Sound_29854
416,30884,5,1971.000000000000000,197100.000000000000000,2,59,57,14.745814307458161,12.455250247814595,29064.000000000000000,58,3,53,11,33,Prince_William_Sound,Prince_William_Sound_30884
417,31865,6,2456.000000000000000,245600.000000000000000,0,69,69,23.292345276872922,12.486835023218248,57206.000000000000000,66,27,0,23,41,Prince_William_Sound,Prince_William_Sound_31865
418,36645,7,123.000000000000000,12300.000000000000000,6,86,80,26.479674796747975,20.321541133501281,3257.000000000000000,50,8,6,18,58,Prince_William_Sound,Prince_William_Sound_36645
419,37815,8,11468.000000000000000,1146800.000000000000000,0,494,494,81.227502615974927,94.453530542570576,931517.000000000000000,467,8,251,39,221,Prince_William_Sound,Prince_William_Sound_37815
420,38993,9,4342.000000000000000,434200.000000000000000,1,52,51,19.608705665591938,7.311868769494737,85141.000000000000000,52,18,1,18,27,Prince_William_Sound,Prince_William_Sound_38993
421,40285,10,1542.000000000000000,154200.000000000000000,16,100,84,23.342412451361870,18.257155842188737,35994.000000000000000,83,16,34,16,47,Prince_William_Sound,Prince_William_Sound_40285
422,41515,11,1762.000000000000000,176200.000000000000000,2,55,53,19.972758229284942,11.110800249149783,35192.000000000000000,54,16,53,17,35,Prince_William_Sound,Prince_William_Sound_41515
423,42563,12,3063.000000000000000,306300.000000000000000,8,486,478,69.959516813581587,96.270487946834805,214286.000000000000000,359,32,8,30,244,Prince_William_Sound,Prince_William_Sound_42563
424,43055,13,821.000000000000000,82100.000000000000000,26,71,45,40.674786845310585,12.896485093079693,33394.000000000000000,45,28,71,37,61,Prince_William_Sound,Prince_William_Sound_43055
425,43185,14,8602.000000000000000,860200.000000000000000,348,686,338,472.157172750523955,70.662691276498620,4061496.000000000000000,327,424,631,463,572,Prince_William_Sound,Prince_William_Sound_43185
426,43383,15,73.000000000000000,7300.000000000000000,6,21,15,11.520547945205477,3.664377160409208,841.000000000000000,16,10,6,11,17,Prince_William_Sound,Prince_William_Sound_43383
427,43933,16,3776.000000000000000,377600.000000000000000,0,512,512,222.918167372881669,164.124664948699035,841739.000000000000000,512,4,32,222,455,Prince_William_Sound,Prince_William_Sound_43933
428,43973,17,2363.000000000000000,236300.000000000000000,1,362,361,52.159119763013130,67.871933158036839,123252.000000000000000,258,4,141,20,131,Prince_William_Sound,Prince_William_Sound_43973
429,44553,18,3888.000000000000000,388800.000000000000000,0,35,35,4.436471193415646,3.493023189776193,17249.000000000000000,34,5,17,4,8,Prince_William_Sound,Prince_William_Sound_44553
430,46055,19,1455.000000000000000,145500.000000000000000,2,70,68,17.635738831615125,13.267611432127543,25660.000000000000000,68,3,59,16,37,Prince_William_Sound,Prince_William_Sound_46055
431,46513,20,1989.000000000000000,198900.000000000000000,0,4,4,0.417797888386123,0.985008276386849,831.000000000000000,5,0,4,0,3,Prince_William_Sound,Prince_William_Sound_46513
