OID_,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,region,AwcHuc12_wtd_wet_per,cat_ID_txt,cat_ID_con
240,3032109400.000000000000000,36602100.000000000000000,Cook_Inlet,1.1927514,75000400024244,Cook_Inlet_75000400024244
241,130327600.000000000000000,132300.000000000000000,Cook_Inlet,0.1014105,75000400009643,Cook_Inlet_75000400009643
242,974160500.000000000000000,14750600.000000000000000,Cook_Inlet,1.4916002,75000400005921,Cook_Inlet_75000400005921
243,2964794000.000000000000000,33903800.000000000000000,Cook_Inlet,1.1306174,75000400001221,Cook_Inlet_75000400001221
244,53282700.000000000000000,7200.000000000000000,Cook_Inlet,0.0135110,75000400034853,Cook_Inlet_75000400034853
245,149668700.000000000000000,192200.000000000000000,Cook_Inlet,0.1282523,75000400035016,Cook_Inlet_75000400035016
246,364027600.000000000000000,4326800.000000000000000,Cook_Inlet,1.1746297,75000700031594,Cook_Inlet_75000700031594
247,15691395900.000000000000000,646482700.000000000000000,Cook_Inlet,3.9569561,75000700038756,Cook_Inlet_75000700038756
248,377199800.000000000000000,8698700.000000000000000,Cook_Inlet,2.2541420,75000700036533,Cook_Inlet_75000700036533
249,165972800.000000000000000,585400.000000000000000,Cook_Inlet,0.3514687,75000700036401,Cook_Inlet_75000700036401
250,15674154700.000000000000000,645648100.000000000000000,Cook_Inlet,3.9562249,75000700033509,Cook_Inlet_75000700033509
251,60684400.000000000000000,27000.000000000000000,Cook_Inlet,0.0444727,75000700031070,Cook_Inlet_75000700031070
252,419430900.000000000000000,11244400.000000000000000,Cook_Inlet,2.6108766,75000700036133,Cook_Inlet_75000700036133
253,11746489400.000000000000000,568665100.000000000000000,Cook_Inlet,4.6176043,75000700036713,Cook_Inlet_75000700036713
254,14136317500.000000000000000,614903500.000000000000000,Cook_Inlet,4.1684923,75000700049611,Cook_Inlet_75000700049611
255,15358425900.000000000000000,630106800.000000000000000,Cook_Inlet,3.9409921,75000700036219,Cook_Inlet_75000700036219
256,217349900.000000000000000,3156600.000000000000000,Cook_Inlet,1.4315224,75000700049477,Cook_Inlet_75000700049477
257,95583600.000000000000000,14400.000000000000000,Cook_Inlet,0.0150631,75000700036340,Cook_Inlet_75000700036340
258,451563000.000000000000000,9784300.000000000000000,Cook_Inlet,2.1208100,75000700041984,Cook_Inlet_75000700041984
259,14376621600.000000000000000,615680600.000000000000000,Cook_Inlet,4.1066446,75000700044263,Cook_Inlet_75000700044263
260,122553600.000000000000000,1765300.000000000000000,Cook_Inlet,1.4199772,75000700049829,Cook_Inlet_75000700049829
261,14960321000.000000000000000,621032600.000000000000000,Cook_Inlet,3.9857423,75000700049481,Cook_Inlet_75000700049481
262,41130000.000000000000000,25900.000000000000000,Cook_Inlet,0.0629314,75000700031053,Cook_Inlet_75000700031053
263,84610400.000000000000000,168900.000000000000000,Cook_Inlet,0.1992232,75000700036399,Cook_Inlet_75000700036399
264,191831800.000000000000000,1845700.000000000000000,Cook_Inlet,0.9529759,75000700041653,Cook_Inlet_75000700041653
265,13837023000.000000000000000,612414300.000000000000000,Cook_Inlet,4.2383261,75000700036455,Cook_Inlet_75000700036455
266,61805100.000000000000000,17700.000000000000000,Cook_Inlet,0.0286302,75000700038833,Cook_Inlet_75000700038833
267,459413500.000000000000000,2850500.000000000000000,Cook_Inlet,0.6166390,75000700044264,Cook_Inlet_75000700044264
268,372210800.000000000000000,4033900.000000000000000,Cook_Inlet,1.0721480,75000700031304,Cook_Inlet_75000700031304
269,1399290200.000000000000000,35887300.000000000000000,Cook_Inlet,2.5005479,75000700032275,Cook_Inlet_75000700032275
270,105517500.000000000000000,217900.000000000000000,Cook_Inlet,0.2060805,75000700033653,Cook_Inlet_75000700033653
271,15529069800.000000000000000,632703100.000000000000000,Cook_Inlet,3.9148126,75000700046720,Cook_Inlet_75000700046720
272,218151000.000000000000000,1691500.000000000000000,Cook_Inlet,0.7694145,75000700044836,Cook_Inlet_75000700044836
273,10332582300.000000000000000,541070400.000000000000000,Cook_Inlet,4.9759765,75000700045019,Cook_Inlet_75000700045019
274,1021203200.000000000000000,21244900.000000000000000,Cook_Inlet,2.0379815,75000700042261,Cook_Inlet_75000700042261
275,10114285900.000000000000000,537325900.000000000000000,Cook_Inlet,5.0445499,75000700039998,Cook_Inlet_75000700039998
276,13312110800.000000000000000,598554100.000000000000000,Cook_Inlet,4.3028431,75000700031253,Cook_Inlet_75000700031253
277,152750900.000000000000000,1042200.000000000000000,Cook_Inlet,0.6776637,75000500013783,Cook_Inlet_75000500013783
278,28345100.000000000000000,389200.000000000000000,Cook_Inlet,1.3544788,75000500009993,Cook_Inlet_75000500009993
279,969866400.000000000000000,1198900.000000000000000,Cook_Inlet,0.1234623,75000500003409,Cook_Inlet_75000500003409
280,458190600.000000000000000,10828300.000000000000000,Cook_Inlet,2.3087130,75000500001552,Cook_Inlet_75000500001552
281,147172700.000000000000000,1749100.000000000000000,Cook_Inlet,1.1745090,75000500008473,Cook_Inlet_75000500008473
282,329178500.000000000000000,13413900.000000000000000,Cook_Inlet,3.9154108,75000500015553,Cook_Inlet_75000500015553
283,121092200.000000000000000,2470700.000000000000000,Cook_Inlet,1.9995484,75000500009750,Cook_Inlet_75000500009750
284,381333000.000000000000000,501500.000000000000000,Cook_Inlet,0.1313396,75000500009358,Cook_Inlet_75000500009358
285,2483223200.000000000000000,32477800.000000000000000,Cook_Inlet,1.2910039,75000500011225,Cook_Inlet_75000500011225
286,85017600.000000000000000,2187500.000000000000000,Cook_Inlet,2.5084543,75000500005048,Cook_Inlet_75000500005048
287,198123300.000000000000000,2078500.000000000000000,Cook_Inlet,1.0382024,75000500013555,Cook_Inlet_75000500013555
288,257643300.000000000000000,787400.000000000000000,Cook_Inlet,0.3046852,75000500008023,Cook_Inlet_75000500008023
289,715326000.000000000000000,302400.000000000000000,Cook_Inlet,0.0422566,75000500006217,Cook_Inlet_75000500006217
290,46242200.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75000500012136,Cook_Inlet_75000500012136
291,4361773500.000000000000000,60834900.000000000000000,Cook_Inlet,1.3755435,75000500010561,Cook_Inlet_75000500010561
292,1823579900.000000000000000,97459700.000000000000000,Cook_Inlet,5.0732789,75000500002477,Cook_Inlet_75000500002477
293,6473933800.000000000000000,191111500.000000000000000,Cook_Inlet,2.8673699,75000500008026,Cook_Inlet_75000500008026
294,288974200.000000000000000,2241000.000000000000000,Cook_Inlet,0.7695340,75000500000009,Cook_Inlet_75000500000009
295,2051559500.000000000000000,29447100.000000000000000,Cook_Inlet,1.4150412,75000500007429,Cook_Inlet_75000500007429
296,97600100.000000000000000,2154800.000000000000000,Cook_Inlet,2.1600945,75000500011984,Cook_Inlet_75000500011984
297,1129200.000000000000000,3030000.000000000000000,Cook_Inlet,72.8505478,75000500002272,Cook_Inlet_75000500002272
298,132598300.000000000000000,29419000.000000000000000,Cook_Inlet,18.1579380,75000500012337,Cook_Inlet_75000500012337
299,2711999200.000000000000000,42698500.000000000000000,Cook_Inlet,1.5500249,75000500006883,Cook_Inlet_75000500006883
300,6393014400.000000000000000,167530400.000000000000000,Cook_Inlet,2.5536051,75000500012614,Cook_Inlet_75000500012614
301,121609800.000000000000000,4432100.000000000000000,Cook_Inlet,3.5163703,75000500009975,Cook_Inlet_75000500009975
302,337690900.000000000000000,866700.000000000000000,Cook_Inlet,0.2559978,75000500003515,Cook_Inlet_75000500003515
303,847845100.000000000000000,17660400.000000000000000,Cook_Inlet,2.0404723,75000500002240,Cook_Inlet_75000500002240
304,146600800.000000000000000,5400.000000000000000,Cook_Inlet,0.0036833,75000300010038,Cook_Inlet_75000300010038
305,97520500.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75000300024659,Cook_Inlet_75000300024659
306,2010112000.000000000000000,8467500.000000000000000,Cook_Inlet,0.4194781,75000300022407,Cook_Inlet_75000300022407
307,105058000.000000000000000,79700.000000000000000,Cook_Inlet,0.0758054,75000300003827,Cook_Inlet_75000300003827
308,1402906500.000000000000000,1763200.000000000000000,Cook_Inlet,0.1255242,75000300004778,Cook_Inlet_75000300004778
309,68534800.000000000000000,28900.000000000000000,Cook_Inlet,0.0421506,75000300022808,Cook_Inlet_75000300022808
310,1119771100.000000000000000,436500.000000000000000,Cook_Inlet,0.0389660,75000300016498,Cook_Inlet_75000300016498
311,133597800.000000000000000,23500.000000000000000,Cook_Inlet,0.0175870,75000300014777,Cook_Inlet_75000300014777
312,149081400.000000000000000,74700.000000000000000,Cook_Inlet,0.0500818,75000300024174,Cook_Inlet_75000300024174
313,67526900.000000000000000,743500.000000000000000,Cook_Inlet,1.0890517,75000300018247,Cook_Inlet_75000300018247
314,173494000.000000000000000,1156400.000000000000000,Cook_Inlet,0.6621227,75000300001605,Cook_Inlet_75000300001605
315,411827400.000000000000000,5767600.000000000000000,Cook_Inlet,1.3811468,75000300015640,Cook_Inlet_75000300015640
316,850875200.000000000000000,121500.000000000000000,Cook_Inlet,0.0142774,75000300009654,Cook_Inlet_75000300009654
317,122997100.000000000000000,43200.000000000000000,Cook_Inlet,0.0351104,75000300005649,Cook_Inlet_75000300005649
318,102210300.000000000000000,3391800.000000000000000,Cook_Inlet,3.2118680,75000300005143,Cook_Inlet_75000300005143
319,319982100.000000000000000,547200.000000000000000,Cook_Inlet,0.1707176,75000300010998,Cook_Inlet_75000300010998
320,97698400.000000000000000,62900.000000000000000,Cook_Inlet,0.0643404,75000300000325,Cook_Inlet_75000300000325
321,675668400.000000000000000,2025300.000000000000000,Cook_Inlet,0.2988518,75000300014878,Cook_Inlet_75000300014878
322,224647400.000000000000000,168500.000000000000000,Cook_Inlet,0.0749502,75000300000271,Cook_Inlet_75000300000271
323,100561200.000000000000000,55800.000000000000000,Cook_Inlet,0.0554578,75000300028089,Cook_Inlet_75000300028089
324,189644200.000000000000000,152000.000000000000000,Cook_Inlet,0.0800859,75000300011642,Cook_Inlet_75000300011642
325,3246823400.000000000000000,13112500.000000000000000,Cook_Inlet,0.4022318,75000300021956,Cook_Inlet_75000300021956
326,672122000.000000000000000,7477400.000000000000000,Cook_Inlet,1.1002659,75000300025373,Cook_Inlet_75000300025373
327,32995900.000000000000000,6229600.000000000000000,Cook_Inlet,15.8815060,75000300007234,Cook_Inlet_75000300007234
328,2210343600.000000000000000,9102000.000000000000000,Cook_Inlet,0.4101024,75000300018625,Cook_Inlet_75000300018625
329,603031400.000000000000000,4126700.000000000000000,Cook_Inlet,0.6796747,75000300021822,Cook_Inlet_75000300021822
330,1119796600.000000000000000,4197200.000000000000000,Cook_Inlet,0.3734184,75000300025488,Cook_Inlet_75000300025488
331,431754600.000000000000000,45000.000000000000000,Cook_Inlet,0.0104215,75000300022955,Cook_Inlet_75000300022955
332,5240619100.000000000000000,39931300.000000000000000,Cook_Inlet,0.7561958,75000300025330,Cook_Inlet_75000300025330
333,753546400.000000000000000,589600.000000000000000,Cook_Inlet,0.0781822,75000300000624,Cook_Inlet_75000300000624
334,966125300.000000000000000,1663800.000000000000000,Cook_Inlet,0.1719176,75000300011262,Cook_Inlet_75000300011262
335,54470600.000000000000000,1427700.000000000000000,Cook_Inlet,2.5541027,75000300007341,Cook_Inlet_75000300007341
336,278012100.000000000000000,249400.000000000000000,Cook_Inlet,0.0896279,75000300011640,Cook_Inlet_75000300011640
337,1901984800.000000000000000,318021500.000000000000000,Cook_Inlet,14.3252525,75000600005142,Cook_Inlet_75000600005142
338,2064241900.000000000000000,389171800.000000000000000,Cook_Inlet,15.8624611,75000600035585,Cook_Inlet_75000600035585
339,14267485200.000000000000000,1428843800.000000000000000,Cook_Inlet,9.1030445,75000600020386,Cook_Inlet_75000600020386
340,112491200.000000000000000,32075200.000000000000000,Cook_Inlet,22.1871758,75000600019952,Cook_Inlet_75000600019952
341,1723413100.000000000000000,23227100.000000000000000,Cook_Inlet,1.3298160,75000600003641,Cook_Inlet_75000600003641
342,863006600.000000000000000,209894700.000000000000000,Cook_Inlet,19.5632820,75000600015193,Cook_Inlet_75000600015193
343,50335200.000000000000000,31442100.000000000000000,Cook_Inlet,38.4484444,75000600035022,Cook_Inlet_75000600035022
344,31819500.000000000000000,13962000.000000000000000,Cook_Inlet,30.4970341,75000600040653,Cook_Inlet_75000600040653
345,59355900.000000000000000,353600.000000000000000,Cook_Inlet,0.5922006,75000600019054,Cook_Inlet_75000600019054
346,148538600.000000000000000,4049500.000000000000000,Cook_Inlet,2.6538768,75000600024655,Cook_Inlet_75000600024655
347,510456300.000000000000000,110085300.000000000000000,Cook_Inlet,17.7401962,75000600034967,Cook_Inlet_75000600034967
348,59391800.000000000000000,34565200.000000000000000,Cook_Inlet,36.7883186,75000600040180,Cook_Inlet_75000600040180
349,14393159400.000000000000000,1478009900.000000000000000,Cook_Inlet,9.3125458,75000600025547,Cook_Inlet_75000600025547
350,65040400.000000000000000,450600.000000000000000,Cook_Inlet,0.6880335,75000600004193,Cook_Inlet_75000600004193
351,14319036200.000000000000000,1459252200.000000000000000,Cook_Inlet,9.2484827,75000600035645,Cook_Inlet_75000600035645
352,210805000.000000000000000,28790000.000000000000000,Cook_Inlet,12.0161104,75000600019873,Cook_Inlet_75000600019873
353,188353600.000000000000000,8171900.000000000000000,Cook_Inlet,4.1581883,75000600009435,Cook_Inlet_75000600009435
354,633826800.000000000000000,22500.000000000000000,Cook_Inlet,0.0035497,75000600005686,Cook_Inlet_75000600005686
355,48869900.000000000000000,3338700.000000000000000,Cook_Inlet,6.3949232,75000600024798,Cook_Inlet_75000600024798
356,422115600.000000000000000,22500.000000000000000,Cook_Inlet,0.0053300,75000600030807,Cook_Inlet_75000600030807
357,83209000.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75000600029695,Cook_Inlet_75000600029695
358,372578800.000000000000000,16200.000000000000000,Cook_Inlet,0.0043479,75000600027457,Cook_Inlet_75000600027457
359,42668200.000000000000000,47669200.000000000000000,Cook_Inlet,52.7679558,75000600030558,Cook_Inlet_75000600030558
360,73561600.000000000000000,24445500.000000000000000,Cook_Inlet,24.9425812,75000600014556,Cook_Inlet_75000600014556
361,112446900.000000000000000,855800.000000000000000,Cook_Inlet,0.7553218,75000600025489,Cook_Inlet_75000600025489
362,21752400.000000000000000,7077900.000000000000000,Cook_Inlet,24.5502129,75000600018460,Cook_Inlet_75000600018460
363,1387635700.000000000000000,155542600.000000000000000,Cook_Inlet,10.0793667,75000600030572,Cook_Inlet_75000600030572
364,3196769100.000000000000000,80219300.000000000000000,Cook_Inlet,2.4479580,75000600034770,Cook_Inlet_75000600034770
365,1434827300.000000000000000,174278900.000000000000000,Cook_Inlet,10.8307896,75000600040519,Cook_Inlet_75000600040519
366,598028000.000000000000000,145457000.000000000000000,Cook_Inlet,19.5642147,75000600040339,Cook_Inlet_75000600040339
367,294925300.000000000000000,43650200.000000000000000,Cook_Inlet,12.8923092,75000600010070,Cook_Inlet_75000600010070
368,53169900.000000000000000,13500.000000000000000,Cook_Inlet,0.0253839,75000600012135,Cook_Inlet_75000600012135
369,90551800.000000000000000,10268900.000000000000000,Cook_Inlet,10.1853094,75000600034555,Cook_Inlet_75000600034555
370,754011600.000000000000000,333000.000000000000000,Cook_Inlet,0.0441443,75000600023457,Cook_Inlet_75000600023457
371,64255500.000000000000000,11120600.000000000000000,Cook_Inlet,14.7534828,75000600020288,Cook_Inlet_75000600020288
372,66622100.000000000000000,18000.000000000000000,Cook_Inlet,0.0270108,75000600035669,Cook_Inlet_75000600035669
373,140752400.000000000000000,1969500.000000000000000,Cook_Inlet,1.3799564,75000600010293,Cook_Inlet_75000600010293
374,204112600.000000000000000,1893600.000000000000000,Cook_Inlet,0.9191957,75000600009551,Cook_Inlet_75000600009551
375,94873700.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75000600006507,Cook_Inlet_75000600006507
376,194797700.000000000000000,16200.000000000000000,Cook_Inlet,0.0083156,75000600031834,Cook_Inlet_75000600031834
377,1165447100.000000000000000,106772800.000000000000000,Cook_Inlet,8.3926373,75000600040518,Cook_Inlet_75000600040518
378,76520700.000000000000000,10300.000000000000000,Cook_Inlet,0.0134586,75000600000011,Cook_Inlet_75000600000011
379,54733300.000000000000000,34120800.000000000000000,Cook_Inlet,38.4009285,75000600015130,Cook_Inlet_75000600015130
380,588647300.000000000000000,192900.000000000000000,Cook_Inlet,0.0327593,75000600023013,Cook_Inlet_75000600023013
381,2903277000.000000000000000,35734400.000000000000000,Cook_Inlet,1.2158647,75000600029034,Cook_Inlet_75000600029034
382,115971400.000000000000000,42336100.000000000000000,Cook_Inlet,26.7429523,75000600004327,Cook_Inlet_75000600004327
383,1183964300.000000000000000,7448400.000000000000000,Cook_Inlet,0.6251738,75000600039124,Cook_Inlet_75000600039124
384,355731800.000000000000000,37280800.000000000000000,Cook_Inlet,9.4859047,75000600009410,Cook_Inlet_75000600009410
385,47099000.000000000000000,19118600.000000000000000,Cook_Inlet,28.8723850,75000600025515,Cook_Inlet_75000600025515
386,2059488000.000000000000000,387437800.000000000000000,Cook_Inlet,15.8336554,75000600015299,Cook_Inlet_75000600015299
387,62752200.000000000000000,967800.000000000000000,Cook_Inlet,1.5188324,75000600034913,Cook_Inlet_75000600034913
388,894993000.000000000000000,231300.000000000000000,Cook_Inlet,0.0258371,75000600036475,Cook_Inlet_75000600036475
389,83399900.000000000000000,12699800.000000000000000,Cook_Inlet,13.2152338,75000600004323,Cook_Inlet_75000600004323
390,66898800.000000000000000,22017100.000000000000000,Cook_Inlet,24.7617130,75000600035262,Cook_Inlet_75000600035262
391,949695000.000000000000000,141781800.000000000000000,Cook_Inlet,12.9899054,75000600029800,Cook_Inlet_75000600029800
392,89479600.000000000000000,334400.000000000000000,Cook_Inlet,0.3723250,75000600019183,Cook_Inlet_75000600019183
393,4245732700.000000000000000,41460800.000000000000000,Cook_Inlet,0.9670849,75000600015366,Cook_Inlet_75000600015366
394,178644700.000000000000000,1241400.000000000000000,Cook_Inlet,0.6901034,75000600009325,Cook_Inlet_75000600009325
395,137355500.000000000000000,965900.000000000000000,Cook_Inlet,0.6983012,75000600002853,Cook_Inlet_75000600002853
396,79318000.000000000000000,294400.000000000000000,Cook_Inlet,0.3697916,75000600012682,Cook_Inlet_75000600012682
397,1182411400.000000000000000,86794000.000000000000000,Cook_Inlet,6.8384519,75000600019578,Cook_Inlet_75000600019578
398,90448700.000000000000000,121800.000000000000000,Cook_Inlet,0.1344809,75000600018822,Cook_Inlet_75000600018822
399,109041800.000000000000000,12363300.000000000000000,Cook_Inlet,10.1835098,75000600040498,Cook_Inlet_75000600040498
400,527150500.000000000000000,690300.000000000000000,Cook_Inlet,0.1307781,75000600002850,Cook_Inlet_75000600002850
401,908504000.000000000000000,2551300.000000000000000,Cook_Inlet,0.2800379,75000600022522,Cook_Inlet_75000600022522
402,664285300.000000000000000,2152200.000000000000000,Cook_Inlet,0.3229410,75000600016382,Cook_Inlet_75000600016382
403,25471300.000000000000000,25202800.000000000000000,Cook_Inlet,49.7350731,75000600020310,Cook_Inlet_75000600020310
404,110411300.000000000000000,21991800.000000000000000,Cook_Inlet,16.6097317,75000600035420,Cook_Inlet_75000600035420
405,31284500.000000000000000,13164300.000000000000000,Cook_Inlet,29.6167717,75000600040654,Cook_Inlet_75000600040654
406,3413159000.000000000000000,151944600.000000000000000,Cook_Inlet,4.2619967,75000600040122,Cook_Inlet_75000600040122
407,177597900.000000000000000,12200.000000000000000,Cook_Inlet,0.0068690,75000600031902,Cook_Inlet_75000600031902
408,11122491000.000000000000000,737258200.000000000000000,Cook_Inlet,6.2164736,75000600015155,Cook_Inlet_75000600015155
409,116877800.000000000000000,83178900.000000000000000,Cook_Inlet,41.5776634,75000600014918,Cook_Inlet_75000600014918
410,1251038700.000000000000000,7016800.000000000000000,Cook_Inlet,0.5577496,75000600018999,Cook_Inlet_75000600018999
411,41169700.000000000000000,12215400.000000000000000,Cook_Inlet,22.8816662,75000600014428,Cook_Inlet_75000600014428
412,144535800.000000000000000,644800.000000000000000,Cook_Inlet,0.4441365,75000600018150,Cook_Inlet_75000600018150
413,4502427700.000000000000000,47418500.000000000000000,Cook_Inlet,1.0422001,75000600014656,Cook_Inlet_75000600014656
414,5153247200.000000000000000,377472900.000000000000000,Cook_Inlet,6.8250227,75000600025058,Cook_Inlet_75000600025058
415,65085000.000000000000000,23400.000000000000000,Cook_Inlet,0.0359401,75000600015432,Cook_Inlet_75000600015432
416,1049590100.000000000000000,55015600.000000000000000,Cook_Inlet,4.9805646,75000600014486,Cook_Inlet_75000600014486
417,91541100.000000000000000,33565200.000000000000000,Cook_Inlet,26.8293438,75000600019353,Cook_Inlet_75000600019353
418,38609500.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75000600011081,Cook_Inlet_75000600011081
419,66445300.000000000000000,260000.000000000000000,Cook_Inlet,0.3897741,75000600036866,Cook_Inlet_75000600036866
420,5777916600.000000000000000,321105100.000000000000000,Cook_Inlet,5.2648625,75000600020073,Cook_Inlet_75000600020073
421,98636800.000000000000000,78300.000000000000000,Cook_Inlet,0.0793192,75000600026326,Cook_Inlet_75000600026326
422,116040800.000000000000000,20906200.000000000000000,Cook_Inlet,15.2659054,75000600009150,Cook_Inlet_75000600009150
423,1354441100.000000000000000,657000.000000000000000,Cook_Inlet,0.0484836,75000600021711,Cook_Inlet_75000600021711
424,2666919200.000000000000000,4736900.000000000000000,Cook_Inlet,0.1773020,75000600012683,Cook_Inlet_75000600012683
425,69379600.000000000000000,24300.000000000000000,Cook_Inlet,0.0350124,75000600012751,Cook_Inlet_75000600012751
426,124532100.000000000000000,8100.000000000000000,Cook_Inlet,0.0065039,75000600005715,Cook_Inlet_75000600005715
427,182902700.000000000000000,6474800.000000000000000,Cook_Inlet,3.4189911,75000600020083,Cook_Inlet_75000600020083
428,75264600.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75000600030233,Cook_Inlet_75000600030233
429,666879500.000000000000000,23400.000000000000000,Cook_Inlet,0.0035088,75000600027807,Cook_Inlet_75000600027807
430,37481600.000000000000000,17099400.000000000000000,Cook_Inlet,31.3284836,75000600014924,Cook_Inlet_75000600014924
431,120067100.000000000000000,26510300.000000000000000,Cook_Inlet,18.0862122,75000600020443,Cook_Inlet_75000600020443
432,157109900.000000000000000,797400.000000000000000,Cook_Inlet,0.5049798,75000600013369,Cook_Inlet_75000600013369
433,83512900.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75000600029350,Cook_Inlet_75000600029350
434,126117900.000000000000000,11261100.000000000000000,Cook_Inlet,8.1971045,75000600025438,Cook_Inlet_75000600025438
435,230097200.000000000000000,1418200.000000000000000,Cook_Inlet,0.6125727,75000600020024,Cook_Inlet_75000600020024
436,810464500.000000000000000,14700900.000000000000000,Cook_Inlet,1.7815701,75000600035221,Cook_Inlet_75000600035221
437,101692900.000000000000000,15188100.000000000000000,Cook_Inlet,12.9944983,75000600020381,Cook_Inlet_75000600020381
438,806495800.000000000000000,253100.000000000000000,Cook_Inlet,0.0313728,75000600002752,Cook_Inlet_75000600002752
439,184253500.000000000000000,6282700.000000000000000,Cook_Inlet,3.2973788,75000600030590,Cook_Inlet_75000600030590
440,1618832700.000000000000000,15903500.000000000000000,Cook_Inlet,0.9728481,75000600039012,Cook_Inlet_75000600039012
441,100983700.000000000000000,2589500.000000000000000,Cook_Inlet,2.5001640,75000200003655,Cook_Inlet_75000200003655
442,395455100.000000000000000,24988600.000000000000000,Cook_Inlet,5.9433880,75000200018778,Cook_Inlet_75000200018778
443,276889700.000000000000000,191974300.000000000000000,Cook_Inlet,40.9445610,75000200005513,Cook_Inlet_75000200005513
444,98731400.000000000000000,182819500.000000000000000,Cook_Inlet,64.9330215,75000200003229,Cook_Inlet_75000200003229
445,563279500.000000000000000,211700.000000000000000,Cook_Inlet,0.0375694,75000200009162,Cook_Inlet_75000200009162
446,237122200.000000000000000,137902300.000000000000000,Cook_Inlet,36.7715454,75000200013250,Cook_Inlet_75000200013250
447,333812200.000000000000000,13288400.000000000000000,Cook_Inlet,3.8284001,75000200008600,Cook_Inlet_75000200008600
448,28301200.000000000000000,22949500.000000000000000,Cook_Inlet,44.7789001,75000200015657,Cook_Inlet_75000200015657
449,56929000.000000000000000,38926400.000000000000000,Cook_Inlet,40.6095009,75000200011042,Cook_Inlet_75000200011042
450,131199500.000000000000000,3479400.000000000000000,Cook_Inlet,2.5834782,75000200013941,Cook_Inlet_75000200013941
451,134432000.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75000200016891,Cook_Inlet_75000200016891
452,43802300.000000000000000,14597300.000000000000000,Cook_Inlet,24.9955482,75000200018133,Cook_Inlet_75000200018133
453,342876200.000000000000000,50400.000000000000000,Cook_Inlet,0.0146970,75000200007043,Cook_Inlet_75000200007043
454,48320200.000000000000000,59321700.000000000000000,Cook_Inlet,55.1102295,75000200018499,Cook_Inlet_75000200018499
455,41282500.000000000000000,15263600.000000000000000,Cook_Inlet,26.9931965,75000200008564,Cook_Inlet_75000200008564
456,43371000.000000000000000,23296700.000000000000000,Cook_Inlet,34.9445076,75000200015565,Cook_Inlet_75000200015565
457,33384100.000000000000000,7123000.000000000000000,Cook_Inlet,17.5845718,75000200008668,Cook_Inlet_75000200008668
458,62559800.000000000000000,23287200.000000000000000,Cook_Inlet,27.1264000,75000200018577,Cook_Inlet_75000200018577
459,31318200.000000000000000,12414600.000000000000000,Cook_Inlet,28.3873882,75000200015695,Cook_Inlet_75000200015695
460,128455200.000000000000000,51229200.000000000000000,Cook_Inlet,28.5106544,75000200010538,Cook_Inlet_75000200010538
461,44754600.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75000200017518,Cook_Inlet_75000200017518
462,62391500.000000000000000,6563300.000000000000000,Cook_Inlet,9.5182638,75000200006087,Cook_Inlet_75000200006087
463,366889400.000000000000000,47592300.000000000000000,Cook_Inlet,11.4823647,75000200013557,Cook_Inlet_75000200013557
464,897078300.000000000000000,17646400.000000000000000,Cook_Inlet,1.9291488,75000200011046,Cook_Inlet_75000200011046
465,30481800.000000000000000,13129200.000000000000000,Cook_Inlet,30.1052494,75000200015469,Cook_Inlet_75000200015469
466,28699451200.000000000000000,1124339300.000000000000000,Cook_Inlet,3.7699411,75000200008529,Cook_Inlet_75000200008529
467,76222800.000000000000000,5526400.000000000000000,Cook_Inlet,6.7601886,75000200018743,Cook_Inlet_75000200018743
468,30712459600.000000000000000,1279144400.000000000000000,Cook_Inlet,3.9983754,75000200000745,Cook_Inlet_75000200000745
469,61174900.000000000000000,114902700.000000000000000,Cook_Inlet,65.2568512,75000200005720,Cook_Inlet_75000200005720
470,24842700.000000000000000,15230600.000000000000000,Cook_Inlet,38.0068512,75000200005953,Cook_Inlet_75000200005953
471,147861100.000000000000000,215696000.000000000000000,Cook_Inlet,59.3293304,75000200013319,Cook_Inlet_75000200013319
472,181703200.000000000000000,1107000.000000000000000,Cook_Inlet,0.6055461,75000200013924,Cook_Inlet_75000200013924
473,166484200.000000000000000,66984200.000000000000000,Cook_Inlet,28.6909065,75000200000465,Cook_Inlet_75000200000465
474,156489200.000000000000000,1801800.000000000000000,Cook_Inlet,1.1382833,75000200001253,Cook_Inlet_75000200001253
475,108257500.000000000000000,34300.000000000000000,Cook_Inlet,0.0316737,75000200015326,Cook_Inlet_75000200015326
476,58625700.000000000000000,52419100.000000000000000,Cook_Inlet,47.2053604,75000200005143,Cook_Inlet_75000200005143
477,68646300.000000000000000,17030700.000000000000000,Cook_Inlet,19.8777962,75000200013892,Cook_Inlet_75000200013892
478,668290300.000000000000000,118840600.000000000000000,Cook_Inlet,15.0979462,75000200018582,Cook_Inlet_75000200018582
479,1051005600.000000000000000,739795600.000000000000000,Cook_Inlet,41.3108711,75000200015895,Cook_Inlet_75000200015895
