OID_,cat_ID_txt,cat_elev_ZONE_CODE,cat_elev_COUNT,cat_elev_AREA,cat_elev_MIN,cat_elev_MAX,cat_elev_RANGE,cat_elev_MEAN,cat_elev_STD,cat_elev_SUM,cat_elev_VARIETY,cat_elev_MAJORITY,cat_elev_MINORITY,cat_elev_MEDIAN,cat_elev_PCT90,region,cat_ID_con,cat_slope_COUNT,cat_slope_AREA,cat_slope_MIN,cat_slope_MAX,cat_slope_RANGE,cat_slope_MEAN,cat_slope_STD,cat_slope_SUM,cat_slope_MEDIAN,cat_slope_PCT90
73,75004400011322.0,73,32388.000000000000000,809700.000000000000000,190,514,324,228.454551068296837,49.719012268001173,7399186.000000000000000,318,202,190,208,292,Cook_Inlet,Cook_Inlet_75004400011322,32388.000000000000000,809700.000000000000000,0.000000000000000,47.068668365478516,47.068668365478516,8.177159352030863,7.505264849050454,264841.837093575566541,5.539680957794189,19.133198165893553
74,75004400001872.0,74,9948.000000000000000,248700.000000000000000,168,305,137,205.499899477281758,35.213443888213810,2044313.000000000000000,138,171,305,194,259,Cook_Inlet,Cook_Inlet_75004400001872,9948.000000000000000,248700.000000000000000,0.000000000000000,45.320465087890625,45.320465087890625,15.256325115530602,10.375957592807946,151769.922249298426323,13.891967773437500,30.617987060546881
75,75004400009331.0,75,115846.000000000000000,2896150.000000000000000,125,1157,1032,407.023703882741927,247.931401521492546,47152068.000000000000000,1033,312,1154,325,837,Cook_Inlet,Cook_Inlet_75004400009331,115846.000000000000000,2896150.000000000000000,0.000000000000000,54.335433959960938,54.335433959960938,19.215586577683343,11.374363274989882,2226048.842678304761648,17.084568977355957,36.514272689819336
76,75004400009308.0,76,93575.000000000000000,2339375.000000000000000,200,1366,1166,610.371958322201408,343.485979401802808,57115556.000000000000000,1166,206,1365,543,1147,Cook_Inlet,Cook_Inlet_75004400009308,93575.000000000000000,2339375.000000000000000,0.000000000000000,48.164226531982422,48.164226531982422,24.118373105694833,11.039609070421031,2256876.763365393970162,26.789482116699219,36.549918365478518
77,75004400006846.0,77,911.000000000000000,22775.000000000000000,223,288,65,240.760702524698331,14.034606481456224,219333.000000000000000,65,230,256,237,264,Cook_Inlet,Cook_Inlet_75004400006846,911.000000000000000,22775.000000000000000,0.000000000000000,36.210350036621094,36.210350036621094,16.230778864506153,7.837885263989917,14786.239545565105800,15.468893051147461,27.766841888427734
78,75004400003154.0,78,13343.000000000000000,333575.000000000000000,52,77,25,61.592370531364736,7.306349311545188,821827.000000000000000,26,53,77,61,72,Cook_Inlet,Cook_Inlet_75004400003154,13343.000000000000000,333575.000000000000000,0.000000000000000,45.476631164550781,45.476631164550781,5.198235728582993,7.439931347563040,69360.059326482878532,2.852744340896606,15.464489555358899
79,75004400002951.0,79,88441.000000000000000,2211025.000000000000000,147,301,154,185.678848045589149,39.940038180611573,16421623.000000000000000,155,153,301,163,254,Cook_Inlet,Cook_Inlet_75004400002951,88441.000000000000000,2211025.000000000000000,0.000000000000000,37.258811950683594,37.258811950683594,8.786391297360794,7.164141578002580,777077.232729885959998,6.448639392852783,19.498456954956055
80,75004400009260.0,80,78024.000000000000000,1950600.000000000000000,154,983,829,346.869270993540397,209.427050698542359,27064128.000000000000000,830,154,972,244,685,Cook_Inlet,Cook_Inlet_75004400009260,78024.000000000000000,1950600.000000000000000,0.000000000000000,58.237594604492188,58.237594604492188,20.148766318561567,13.605449738175151,1572087.343239447567612,21.224452018737793,38.039435195922849
81,75000100000981.0,81,220619.000000000000000,5515475.000000000000000,8,94,86,47.849233293596747,17.411984965737577,10556450.000000000000000,87,50,94,48,71,Cook_Inlet,Cook_Inlet_75000100000981,220619.000000000000000,5515475.000000000000000,0.000000000000000,56.022571563720703,56.022571563720703,6.211945144564257,7.876528406342349,1370473.125848621828482,2.942783355712891,17.711793899536133
82,75000100003094.0,82,245956.000000000000000,6148900.000000000000000,108,743,635,331.664659532599273,158.259960884616476,81574913.000000000000000,636,354,742,298,604,Cook_Inlet,Cook_Inlet_75000100003094,245956.000000000000000,6148900.000000000000000,0.000000000000000,62.248485565185547,62.248485565185547,15.055366335735030,10.556435824413310,3702957.682472045067698,12.797302722930908,30.131138801574707
83,75000100003947.0,83,3031.000000000000000,75775.000000000000000,32,44,12,39.232596502804462,2.495460706777558,118914.000000000000000,13,40,32,40,42,Cook_Inlet,Cook_Inlet_75000100003947,3031.000000000000000,75775.000000000000000,0.028647888451815,20.759632110595703,20.730984222143888,3.203327305182322,3.074441946868067,9709.285062007616943,2.204984426498413,7.144536018371582
84,75000100002463.0,84,1030348.000000000000000,25758700.000000000000000,1,119,118,56.333457239690162,21.659691955088658,58043065.000000000000000,119,44,1,55,89,Cook_Inlet,Cook_Inlet_75000100002463,1030348.000000000000000,25758700.000000000000000,0.000000000000000,39.318870544433594,39.318870544433594,3.519658184148896,3.666092557708371,3626472.770721447188407,2.270590066909790,7.944406509399414
85,75000100001919.0,85,41170.000000000000000,1029250.000000000000000,70,124,54,90.977192130192407,11.411570415986020,3745531.000000000000000,55,96,124,92,106,Cook_Inlet,Cook_Inlet_75000100001919,41170.000000000000000,1029250.000000000000000,0.000000000000000,14.960521697998047,14.960521697998047,2.460546401686315,1.661604280070532,101300.695357425604016,2.130543708801270,4.388744926452636
86,75000100004336.0,86,872402.000000000000000,21810050.000000000000000,3,745,742,80.512021980692452,98.958020459172388,70238849.000000000000000,743,39,3,50,163,Cook_Inlet,Cook_Inlet_75000100004336,872402.000000000000000,21810050.000000000000000,0.000000000000000,46.220813751220703,46.220813751220703,4.718700643109589,5.714297776477613,4116603.878450091462582,2.874951124191284,10.270508766174316
87,75000100000004.0,87,578108.000000000000000,14452700.000000000000000,5,85,80,29.531717256983253,9.312974395731597,17072522.000000000000000,81,24,85,28,39,Cook_Inlet,Cook_Inlet_75000100000004,578108.000000000000000,14452700.000000000000000,0.000000000000000,51.434059143066406,51.434059143066406,2.604938590370460,2.266564683980388,1505935.838601886061952,2.042694807052612,5.133441448211670
88,75000100000652.0,88,83340.000000000000000,2083500.000000000000000,-2,46,48,24.307775377969797,8.159936517739778,2025810.000000000000000,49,26,-2,25,34,Cook_Inlet,Cook_Inlet_75000100000652,83340.000000000000000,2083500.000000000000000,0.000000000000000,51.729488372802734,51.729488372802734,4.389262807237481,5.321717706406075,365801.162355171632953,2.681973695755005,10.073245525360115
89,75000100004200.0,89,68063.000000000000000,1701575.000000000000000,138,205,67,165.228068113365538,16.183965236432968,11245918.000000000000000,68,147,138,162,191,Cook_Inlet,Cook_Inlet_75000100004200,68063.000000000000000,1701575.000000000000000,0.000000000000000,42.298000335693359,42.298000335693359,5.931087271292999,6.217810166241689,403687.592946015414782,3.588811397552490,14.891537666320810
90,75000100002523.0,90,26785.000000000000000,669625.000000000000000,46,65,19,50.431547507933672,2.545451989327632,1350809.000000000000000,20,52,65,51,53,Cook_Inlet,Cook_Inlet_75000100002523,26785.000000000000000,669625.000000000000000,0.000000000000000,38.191215515136719,38.191215515136719,2.455569872464189,3.763874876196785,65772.439033953312901,1.279197216033936,5.345974731445315
91,75000100000059.0,91,37512.000000000000000,937800.000000000000000,3,119,116,56.161361697590017,23.535768573990190,2106725.000000000000000,117,48,119,56,84,Cook_Inlet,Cook_Inlet_75000100000059,37512.000000000000000,937800.000000000000000,0.020257117226720,41.793659210205078,41.773402092978358,6.510809616934727,5.006083622043505,244233.490350455482258,5.069369792938232,13.149738597869872
92,75000400000173.0,92,16926.000000000000000,423150.000000000000000,15,29,14,18.006676119579360,1.299256861337999,304781.000000000000000,15,18,29,18,19,Cook_Inlet,Cook_Inlet_75000400000173,16926.000000000000000,423150.000000000000000,0.000000000000000,42.455558776855469,42.455558776855469,3.818480693749817,4.704678261717815,64631.604222409405338,1.910987734794617,11.211379528045654
93,75000400009620.0,93,167220.000000000000000,4180500.000000000000000,53,380,327,137.002619303910564,62.643289678415492,22909578.000000000000000,328,66,379,133,217,Cook_Inlet,Cook_Inlet_75000400009620,167220.000000000000000,4180500.000000000000000,0.000000000000000,70.290901184082031,70.290901184082031,5.422266880922406,5.226362361601441,906711.467827844666317,4.160864114761353,10.638457584381104
94,75000400014405.0,94,371994.000000000000000,9299850.000000000000000,13,268,255,34.184787926686610,16.921603050238229,12716536.000000000000000,256,27,263,31,47,Cook_Inlet,Cook_Inlet_75000400014405,371994.000000000000000,9299850.000000000000000,0.000000000000000,69.801170349121094,69.801170349121094,3.405089113792849,5.900092138480427,1266672.719796256860718,1.319436669349670,8.547854709625247
95,75000400014403.0,95,641511.000000000000000,16037775.000000000000000,117,408,291,242.860537075747487,36.435809012071438,155797706.000000000000000,292,235,408,243,281,Cook_Inlet,Cook_Inlet_75000400014403,641511.000000000000000,16037775.000000000000000,0.000000000000000,68.238563537597656,68.238563537597656,10.880893563374382,9.703791729629582,6980212.910733863711357,7.719902038574219,25.152242660522461
96,75000700036166.0,96,10859.000000000000000,271475.000000000000000,116,122,6,117.296712404457196,1.513544844831014,1273725.000000000000000,7,117,122,117,120,Cook_Inlet,Cook_Inlet_75000700036166,10859.000000000000000,271475.000000000000000,0.020257117226720,25.184434890747070,25.164177773520350,1.674591845746918,3.837222423791175,18184.392852965778729,0.101285479962826,5.556200027465821
97,75000700030756.0,97,510732.000000000000000,12768300.000000000000000,437,798,361,613.636842806017853,97.716895682502368,313403972.000000000000000,362,442,798,633,734,Cook_Inlet,Cook_Inlet_75000700030756,510732.000000000000000,12768300.000000000000000,0.000000000000000,80.604049682617188,80.604049682617188,14.263727018897589,12.143927842986260,7284941.827815603464842,11.041725158691406,32.454906463623054
98,75000700032122.0,98,148713.000000000000000,3717825.000000000000000,741,817,76,759.692273035987569,19.778751497136902,112976117.000000000000000,77,742,741,751,789,Cook_Inlet,Cook_Inlet_75000700032122,148713.000000000000000,3717825.000000000000000,0.000000000000000,36.843597412109375,36.843597412109375,3.554076924347914,4.502261054219698,528537.441650551278144,2.147108554840088,9.121317863464355
99,75000500009621.0,99,133141.000000000000000,3328525.000000000000000,521,643,122,569.786181566914706,31.424061887410740,75861902.000000000000000,123,536,643,571,615,Cook_Inlet,Cook_Inlet_75000500009621,133141.000000000000000,3328525.000000000000000,0.020257117226720,41.282623291015625,41.262366173788905,6.791635448349413,6.985607806047298,904245.135228689177893,4.092228889465332,18.125165939331055
100,75000500011984.0,100,97224.000000000000000,2430600.000000000000000,162,439,277,244.605416358101508,76.716918443404239,23781517.000000000000000,278,194,439,203,368,Cook_Inlet,Cook_Inlet_75000500011984,97224.000000000000000,2430600.000000000000000,0.000000000000000,42.035606384277344,42.035606384277344,5.753229296383688,4.737665390918688,559351.965111607685685,4.433768749237061,11.495779037475586
101,75000500009975.0,101,311452.000000000000000,7786300.000000000000000,180,439,259,227.271521775427090,39.510815046473702,70784170.000000000000000,260,193,427,213,278,Cook_Inlet,Cook_Inlet_75000500009975,311452.000000000000000,7786300.000000000000000,0.000000000000000,48.780975341796875,48.780975341796875,4.324402319597123,4.295864197323140,1346843.751243163133040,2.991292238235474,9.254539394378673
102,75000500010609.0,102,20427.000000000000000,510675.000000000000000,149,230,81,183.092328780535951,24.837751146490262,3740027.000000000000000,82,149,230,181,218,Cook_Inlet,Cook_Inlet_75000500010609,20427.000000000000000,510675.000000000000000,0.000000000000000,48.874046325683594,48.874046325683594,10.716706243987248,11.109448988505893,218910.158445927518187,6.196281909942627,29.944339752197266
103,75000300025361.0,103,16961.000000000000000,424025.000000000000000,116,218,102,154.650610223453413,20.120100331935742,2623029.000000000000000,103,116,218,159,173,Cook_Inlet,Cook_Inlet_75000300025361,16961.000000000000000,424025.000000000000000,0.000000000000000,58.764236450195312,58.764236450195312,6.813303920002392,8.639815986369840,115560.447787160563166,4.205183029174805,14.491633415222168
104,75000600010189.0,104,64929.000000000000000,1623225.000000000000000,15,65,50,27.079194196737902,11.996360077413854,1758225.000000000000000,51,16,65,22,44,Cook_Inlet,Cook_Inlet_75000600010189,64929.000000000000000,1623225.000000000000000,0.000000000000000,49.256671905517578,49.256671905517578,3.982961319879132,5.325015430251302,258609.695538432191825,2.216192722320557,10.833213233947756
105,75000600030148.0,105,135606.000000000000000,3390150.000000000000000,231,482,251,310.951218972611684,69.707730095108545,42166851.000000000000000,252,244,482,286,418,Cook_Inlet,Cook_Inlet_75000600030148,135606.000000000000000,3390150.000000000000000,0.000000000000000,48.449680328369141,48.449680328369141,7.028482907629919,6.031126829282255,953104.453172062756494,5.301797866821289,14.665655612945557
106,75000200008033.0,106,44150.000000000000000,1103750.000000000000000,65,80,15,69.967655719139543,2.274780799699256,3089072.000000000000000,16,70,80,70,73,Cook_Inlet,Cook_Inlet_75000200008033,44150.000000000000000,1103750.000000000000000,0.000000000000000,34.971645355224609,34.971645355224609,1.955748260410233,3.005458495162769,86346.285697111801710,0.895374178886414,4.903138017654414
107,75000200002920.0,107,10846.000000000000000,271150.000000000000000,64,74,10,70.612852664576792,2.604046701490551,765867.000000000000000,11,73,67,71,73,Cook_Inlet,Cook_Inlet_75000200002920,10846.000000000000000,271150.000000000000000,0.028647888451815,37.364894866943359,37.336246978491545,2.442107751484319,3.013709892041481,26487.100672598920937,1.620263934135437,5.070070743560791
108,75000200000411.0,108,1075.000000000000000,26875.000000000000000,70,72,2,70.786046511627887,0.412356469940494,76095.000000000000000,3,71,72,71,71,Cook_Inlet,Cook_Inlet_75000200000411,1075.000000000000000,26875.000000000000000,0.040514227002859,5.939187049865723,5.898672822862864,1.525868397632310,1.279858743031499,1640.308527454733621,1.122985005378723,3.708145332336426
109,75000200013251.0,109,278.000000000000000,6950.000000000000000,98,100,2,98.712230215827347,0.460600238921127,27442.000000000000000,3,99,100,99,99,Cook_Inlet,Cook_Inlet_75000200013251,278.000000000000000,6950.000000000000000,0.045296281576157,7.240730285644531,7.195434004068375,2.185987097057080,1.936528047384448,607.704412981868245,1.302860856056213,5.182393550872803
110,75000200008551.0,110,743.000000000000000,18575.000000000000000,42,47,5,43.253028263795450,1.274256274474232,32137.000000000000000,6,42,47,43,45,Cook_Inlet,Cook_Inlet_75000200008551,743.000000000000000,18575.000000000000000,0.040514227002859,24.477071762084961,24.436557535082102,4.340361636683523,4.111601947269153,3224.888696055857963,3.041441679000854,9.528248214721680
111,75000200007305.0,111,13655.000000000000000,341375.000000000000000,557,837,280,616.404027828634071,62.145716467976662,8416997.000000000000000,278,564,825,594,719,Cook_Inlet,Cook_Inlet_75000200007305,13655.000000000000000,341375.000000000000000,0.118118107318878,54.766941070556641,54.648822963237762,16.321592451570886,11.810306390754777,222871.344926200457849,14.205631256103516,34.846446228027347
112,75000200015657.0,112,33391.000000000000000,834775.000000000000000,109,146,37,127.307028840106582,10.785607098605848,4250909.000000000000000,38,141,146,130,141,Cook_Inlet,Cook_Inlet_75000200015657,33391.000000000000000,834775.000000000000000,0.000000000000000,43.366184234619141,43.366184234619141,2.753893228341874,4.067481193849674,91955.248787563497899,1.548994064331055,5.512526988983154
113,75000200003107.0,113,684.000000000000000,17100.000000000000000,91,98,7,92.557017543859587,1.359811818222931,63309.000000000000000,8,92,95,92,93,Cook_Inlet,Cook_Inlet_75000200003107,684.000000000000000,17100.000000000000000,0.028647888451815,27.238803863525391,27.210155975073576,3.272025238303200,4.563608121087126,2238.065262999389233,1.581275820732117,6.515835380554201
114,75000200008009.0,114,651.000000000000000,16275.000000000000000,107,113,6,108.511520737327189,0.977994118257201,70641.000000000000000,7,109,113,109,109,Cook_Inlet,Cook_Inlet_75000200008009,651.000000000000000,16275.000000000000000,0.028647888451815,20.872566223144531,20.843918334692717,1.753027744167777,2.469915834372778,1141.221061453222774,1.197739005088806,2.448280334472656
115,75000200013536.0,115,23016.000000000000000,575400.000000000000000,80,111,31,88.019595064303203,10.834393739630077,2025859.000000000000000,32,80,111,81,106,Cook_Inlet,Cook_Inlet_75000200013536,23016.000000000000000,575400.000000000000000,0.000000000000000,48.145149230957031,48.145149230957031,3.222865876425354,6.274629453240935,74177.481011805954040,1.073501586914062,8.016403198242188
116,75000200015867.0,116,721.000000000000000,18025.000000000000000,92,96,4,92.846047156726769,0.770387472440343,66942.000000000000000,5,93,94,93,93,Cook_Inlet,Cook_Inlet_75000200015867,721.000000000000000,18025.000000000000000,0.045296281576157,18.553537368774414,18.508241087198257,2.221214734389860,2.835848627487803,1601.495823495088871,1.295759677886963,4.603799819946289
117,75000200010712.0,117,186.000000000000000,4650.000000000000000,92,97,5,93.188172043010752,1.617136022923785,17333.000000000000000,6,92,94,93,97,Cook_Inlet,Cook_Inlet_75000200010712,186.000000000000000,4650.000000000000000,0.090592503547668,26.614868164062500,26.524275660514832,5.428225497564963,7.010577104343074,1009.649942547083128,2.255300164222717,19.056660652160645
118,75000200003070.0,118,1136.000000000000000,28400.000000000000000,93,104,11,95.845070422535230,1.917472568611791,108880.000000000000000,12,98,102,96,98,Cook_Inlet,Cook_Inlet_75000200003070,1136.000000000000000,28400.000000000000000,0.000000000000000,37.548629760742188,37.548629760742188,2.447190069231124,4.796171684713855,2780.007918646556845,1.206013679504395,3.869927287101746
119,75000200006065.0,119,31431.000000000000000,785775.000000000000000,97,119,22,107.660430784893904,4.650506219675273,3383875.000000000000000,22,113,119,108,114,Cook_Inlet,Cook_Inlet_75000200006065,31431.000000000000000,785775.000000000000000,0.000000000000000,24.907600402832031,24.907600402832031,2.437076982805511,2.712171044639889,76599.766646560005029,1.600408673286438,5.059988498687744
120,75000200010532.0,120,10238.000000000000000,255950.000000000000000,74,79,5,76.218499706974228,1.072404035640172,780325.000000000000000,6,76,79,76,78,Cook_Inlet,Cook_Inlet_75000200010532,10238.000000000000000,255950.000000000000000,0.000000000000000,9.149428367614746,9.149428367614746,1.154832296821370,1.145340291073748,11823.173054857188617,0.776357889175415,2.750892615318301
121,75000200005573.0,121,559.000000000000000,13975.000000000000000,93,95,2,93.661896243291579,0.495233794884723,52357.000000000000000,3,94,95,94,94,Cook_Inlet,Cook_Inlet_75000200005573,559.000000000000000,13975.000000000000000,0.000000000000000,6.304257392883301,6.304257392883301,2.104683430708798,1.647136107093462,1176.518037766217958,1.625820159912109,4.709370040893555
122,75000200005575.0,122,635.000000000000000,15875.000000000000000,93,104,11,94.401574803149657,1.815332088313665,59945.000000000000000,12,94,104,94,96,Cook_Inlet,Cook_Inlet_75000200005575,635.000000000000000,15875.000000000000000,0.000000000000000,35.605396270751953,35.605396270751953,3.996982760510343,6.436725745354721,2538.084052924068146,1.403903961181641,11.967157554626475
123,75000200018331.0,123,129833.000000000000000,3245825.000000000000000,30,71,41,44.746312570763749,7.352168900222487,5809548.000000000000000,42,45,71,46,53,Cook_Inlet,Cook_Inlet_75000200018331,129833.000000000000000,3245825.000000000000000,0.000000000000000,43.442176818847656,43.442176818847656,3.075819144715415,4.638240795126660,399342.827015836432111,1.291797757148743,8.038083648681642
124,75000200005504.0,124,57925.000000000000000,1448125.000000000000000,29,70,41,45.265239533880241,12.190390705258510,2621989.000000000000000,42,33,70,39,64,Cook_Inlet,Cook_Inlet_75000200005504,57925.000000000000000,1448125.000000000000000,0.000000000000000,25.415866851806641,25.415866851806641,4.288579628967236,3.091365144777195,248415.975007927132538,3.511011123657227,8.391102027893066
125,75000200003013.0,125,1044.000000000000000,26100.000000000000000,36,38,2,37.455938697318032,0.734333943835878,39104.000000000000000,3,38,36,38,38,Cook_Inlet,Cook_Inlet_75000200003013,1044.000000000000000,26100.000000000000000,0.000000000000000,11.419614791870117,11.419614791870117,1.762626302776455,1.930817269625460,1840.181860098618699,1.081874132156372,4.385645389556885
126,75000200015680.0,126,3774.000000000000000,94350.000000000000000,70,76,6,72.014043455219863,1.505708594732218,271781.000000000000000,7,71,76,72,74,Cook_Inlet,Cook_Inlet_75000200015680,3774.000000000000000,94350.000000000000000,0.000000000000000,8.873687744140625,8.873687744140625,1.185147533208533,1.105114706903347,4472.746790329002579,0.854585349559784,2.460919404029848
127,75000200000416.0,127,2972.000000000000000,74300.000000000000000,75,77,2,76.312584118438750,0.564962079615303,226801.000000000000000,3,76,75,76,77,Cook_Inlet,Cook_Inlet_75000200000416,2972.000000000000000,74300.000000000000000,0.020257117226720,5.860187053680420,5.839929936453700,1.528630298250863,1.240580831890357,4543.089246401563287,1.122985005378723,3.563292026519776
128,75000200005413.0,128,7216.000000000000000,180400.000000000000000,105,127,22,110.797533259423304,4.898487199332129,799515.000000000000000,23,107,127,109,119,Cook_Inlet,Cook_Inlet_75000200005413,7216.000000000000000,180400.000000000000000,0.020257117226720,31.231954574584961,31.211697457358241,4.573442918958571,4.998608295825234,33001.964103205049469,2.392935514450073,12.205958366394043
129,75000200002930.0,129,6584.000000000000000,164600.000000000000000,107,119,12,109.598116646415548,2.163102459165517,721594.000000000000000,13,109,119,109,112,Cook_Inlet,Cook_Inlet_75000200002930,6584.000000000000000,164600.000000000000000,0.000000000000000,38.794673919677734,38.794673919677734,3.352763991384232,4.538671554848630,22074.598119273781776,1.802288770675659,7.497190952301025
130,75000200010359.0,130,19729.000000000000000,493225.000000000000000,117,157,40,130.076739824623957,11.003130192745042,2566284.000000000000000,41,121,157,125,148,Cook_Inlet,Cook_Inlet_75000200010359,19729.000000000000000,493225.000000000000000,0.028647888451815,39.984756469726562,39.956108581274748,6.081907787084122,6.931655026714017,119989.958731382648693,3.174082756042480,17.637197113037111
131,75000200010144.0,131,262926.000000000000000,6573150.000000000000000,118,230,112,169.185580733743677,31.785939473130586,44483288.000000000000000,113,129,230,176,208,Cook_Inlet,Cook_Inlet_75000200010144,262926.000000000000000,6573150.000000000000000,0.000000000000000,43.953296661376953,43.953296661376953,3.771283506470006,3.895279295411109,991568.487222132855095,2.729303836822510,7.333584308624268
132,75000200018266.0,132,60023.000000000000000,1500575.000000000000000,115,131,16,120.912683471335654,2.820184523915660,7257542.000000000000000,17,122,131,121,125,Cook_Inlet,Cook_Inlet_75000200018266,60023.000000000000000,1500575.000000000000000,0.000000000000000,37.657184600830078,37.657184600830078,1.540740723277847,2.639781747282960,92479.880433306228952,0.765716314315796,3.266897439956665
133,75000200002753.0,133,49540.000000000000000,1238500.000000000000000,217,282,65,249.916592652403608,19.680046394683774,12380868.000000000000000,66,274,282,247,276,Cook_Inlet,Cook_Inlet_75000200002753,49540.000000000000000,1238500.000000000000000,0.028647888451815,38.908149719238281,38.879501830786467,7.892724189169660,5.868231619238840,391005.556331464962568,6.265337467193604,16.765091514587400
134,75000200015505.0,134,28403.000000000000000,710075.000000000000000,258,322,64,290.132521212546521,17.770992115330547,8240634.000000000000000,65,305,322,297,308,Cook_Inlet,Cook_Inlet_75000200015505,28403.000000000000000,710075.000000000000000,0.040514227002859,44.830329895019531,44.789815668016672,8.490461894254791,6.682030615157244,241154.589182518830057,6.537598609924316,18.348397827148435
135,75000200015584.0,135,77814.000000000000000,1945350.000000000000000,208,255,47,228.823116662812197,8.969172520007820,17805642.000000000000000,48,227,255,227,242,Cook_Inlet,Cook_Inlet_75000200015584,77814.000000000000000,1945350.000000000000000,0.000000000000000,23.892221450805664,23.892221450805664,2.620563828526854,2.438602880594533,203916.553752988576889,1.924661159515381,5.593710899353027
136,75000200002806.0,136,43679.000000000000000,1091975.000000000000000,208,263,55,246.273632638109149,8.436648098005605,10756986.000000000000000,56,246,208,247,256,Cook_Inlet,Cook_Inlet_75000200002806,43679.000000000000000,1091975.000000000000000,0.000000000000000,35.431648254394531,35.431648254394531,1.883956423411773,2.347681057298873,82289.332618202854064,1.272286176681519,3.712404966354370
137,75000200007853.0,137,131980.000000000000000,3299500.000000000000000,238,329,91,282.975094711318889,20.404287249118649,37347053.000000000000000,92,296,238,288,306,Cook_Inlet,Cook_Inlet_75000200007853,131980.000000000000000,3299500.000000000000000,0.020257117226720,51.614906311035156,51.594649193808436,8.466623265652451,6.291859268493656,1117424.938600810477510,6.927975654602051,17.268727111816414
138,75000200018577.0,138,34860.000000000000000,871500.000000000000000,91,115,24,97.764285714285606,5.136166900867904,3408063.000000000000000,25,96,115,96,109,Cook_Inlet,Cook_Inlet_75000200018577,34860.000000000000000,871500.000000000000000,0.000000000000000,45.624374389648438,45.624374389648438,3.229733572821117,6.110043022737223,112588.512348544143606,1.344526708126068,6.411278963088999
139,75000200015695.0,139,49493.000000000000000,1237325.000000000000000,143,204,61,162.776695694340930,10.909422439599940,8056307.000000000000000,62,169,204,165,178,Cook_Inlet,Cook_Inlet_75000200015695,49493.000000000000000,1237325.000000000000000,0.000000000000000,40.059947967529297,40.059947967529297,3.967455779631352,4.930334119161121,196361.288901294494281,2.097410678863525,10.289226341247561
140,75000200013033.0,140,76217.000000000000000,1905425.000000000000000,258,305,47,286.382473726333671,8.624841216798432,21827213.000000000000000,48,281,305,287,297,Cook_Inlet,Cook_Inlet_75000200013033,76217.000000000000000,1905425.000000000000000,0.000000000000000,40.011383056640625,40.011383056640625,2.832612008937354,3.664867093354416,215893.189485178329051,1.682808041572571,6.142868614196782
141,75000200005075.0,141,98656.000000000000000,2466400.000000000000000,257,307,50,290.677657719753881,8.237798130932100,28677095.000000000000000,51,297,257,292,300,Cook_Inlet,Cook_Inlet_75000200005075,98656.000000000000000,2466400.000000000000000,0.000000000000000,40.936149597167969,40.936149597167969,4.218751716501363,3.670092672698893,416205.169343158486299,3.157203078269958,8.994405746459961
142,75000200007839.0,142,49789.000000000000000,1244725.000000000000000,188,284,96,221.651308521961539,23.629751762459222,11035797.000000000000000,97,192,188,218,255,Cook_Inlet,Cook_Inlet_75000200007839,49789.000000000000000,1244725.000000000000000,0.020257117226720,33.353698730468750,33.333441613242030,6.379525375917304,4.514702753395315,317630.188941546657588,5.246060371398926,12.346482276916518
143,75000200007958.0,143,8540.000000000000000,213500.000000000000000,221,241,20,229.093911007026009,3.149489445490498,1956462.000000000000000,21,228,241,228,233,Cook_Inlet,Cook_Inlet_75000200007958,8540.000000000000000,213500.000000000000000,0.045296281576157,19.661371231079102,19.616074949502945,1.878735174901733,1.462773739557429,16044.398393660800139,1.592255413532257,3.214146995544434
144,75000200013189.0,144,31156.000000000000000,778900.000000000000000,143,178,35,151.092598536398071,6.028684198303493,4707441.000000000000000,36,148,178,149,156,Cook_Inlet,Cook_Inlet_75000200013189,31156.000000000000000,778900.000000000000000,0.000000000000000,38.218776702880859,38.218776702880859,2.761448991725392,4.376266472664416,86035.704786196321948,1.406821608543396,5.664237499237061
145,75000200002934.0,145,378.000000000000000,9450.000000000000000,109,111,2,109.875661375661323,0.457610785892687,41533.000000000000000,3,110,111,110,110,Cook_Inlet,Cook_Inlet_75000200002934,378.000000000000000,9450.000000000000000,0.073038034141064,8.022608757019043,7.949570722877979,2.251185696848014,2.157222896461848,850.948193408549287,1.291943788528442,6.213033914566040
146,75000200018235.0,146,85144.000000000000000,2128600.000000000000000,129,209,80,167.929401954336100,21.422767438138870,14298181.000000000000000,81,165,129,166,200,Cook_Inlet,Cook_Inlet_75000200018235,85144.000000000000000,2128600.000000000000000,0.000000000000000,50.511058807373047,50.511058807373047,4.661737404043015,6.576807229731330,396918.969529838417657,2.170539140701294,13.104189300537099
147,75000200013258.0,147,73113.000000000000000,1827825.000000000000000,138,163,25,153.394280086988203,5.070734717936168,11215116.000000000000000,26,158,163,154,159,Cook_Inlet,Cook_Inlet_75000200013258,73113.000000000000000,1827825.000000000000000,0.000000000000000,23.685169219970703,23.685169219970703,1.576571256985087,1.977430377639474,115267.854311950650299,0.997652173042297,3.181207704544068
148,75000200018069.0,148,45331.000000000000000,1133275.000000000000000,229,287,58,274.678476098035105,8.187219946435601,12451450.000000000000000,59,279,229,277,282,Cook_Inlet,Cook_Inlet_75000200018069,45331.000000000000000,1133275.000000000000000,0.000000000000000,38.328739166259766,38.328739166259766,5.041477691520637,4.697753342064237,228535.225234321987955,3.474595785140991,11.337115287780762
